OG BAT_1+2_gc BAT_3rd_gc BRO_1+2_gc BRO_3rd_gc BGM_1+2_gc BGM_3rd_gc
OG0006458 53.35 72.32 53.53 71.65 52.90 68.23
OG0006459 45.41 84.23 46.62 83.86 46.63 83.55
OG0006460 47.21 58.03 47.44 59.81 47.32 58.38
OG0006461 52.02 90.68 52.66 92.19 52.19 91.88
OG0006462 48.73 74.77 49.44 79.73 51.20 83.17
OG0006463 48.78 57.14 53.41 71.59 56.99 73.43
OG0006464 44.89 49.78 44.03 46.77 44.89 50.22
OG0006465 47.27 82.86 45.48 78.72 46.10 78.28
OG0006466 38.94 39.42 45.21 61.64 43.65 58.55
OG0006467 45.44 65.56 44.71 65.64 53.24 76.62
OG0006468 45.07 95.92 44.24 94.59 38.07 92.66
OG0006469 55.99 89.26 55.77 87.69 50.44 88.70
OG0006470 55.61 96.26 55.93 96.30 55.56 95.93
OG0006471 51.51 72.29 51.43 73.95 50.87 71.18
OG0006472 49.66 74.43 54.65 59.60 49.65 74.42
OG0006473 53.95 80.33 54.77 82.64 49.66 76.45
OG0006474 41.06 71.77 46.83 80.30 42.68 70.09
OG0006475 51.01 72.03 51.48 76.05 51.53 73.20
OG0006476 48.99 42.98 49.32 43.33 48.85 42.81
OG0006477 54.53 76.45 56.98 65.70 54.33 75.90
OG0006478 54.13 95.05 57.14 91.33 55.60 92.54
OG0006479 45.62 78.89 46.03 80.29 45.77 79.15
OG0006480 54.15 91.96 53.74 89.49 54.39 93.59
OG0006481 43.21 47.44 43.33 47.95 43.21 47.44
OG0006482 52.56 70.77 52.04 70.56 56.14 72.46
OG0006484 51.25 88.98 50.27 86.89 50.14 86.07
OG0006485 51.32 42.63 51.39 44.61 51.32 41.52
OG0006486 33.76 30.26 31.96 32.91 33.03 30.63
OG0006488 50.62 76.40 50.70 80.42 54.71 76.96
OG0006489 52.43 67.63 55.28 80.95 52.68 70.24
OG0006490 49.02 80.88 48.33 80.78 49.10 81.46
OG0006491 45.51 76.96 45.18 77.56 45.26 76.63
OG0006492 53.37 84.08 53.33 81.16 54.67 82.50
OG0006493 48.02 62.05 53.46 66.14 54.17 60.09
OG0006494 43.24 44.88 42.83 45.70 42.22 48.41
OG0006495 51.80 82.95 55.61 90.47 51.46 85.89
OG0006496 52.14 97.39 51.66 95.97 52.15 96.89
OG0006497 50.64 63.99 51.44 66.13 50.96 64.31
OG0006498 42.65 50.49 43.07 50.50 43.07 50.50
OG0006499 55.85 83.28 55.88 84.49 55.40 83.43
OG0006501 44.39 66.59 44.85 68.19 52.84 82.98
OG0006502 51.80 67.66 52.41 68.21 51.68 67.13
OG0006503 51.36 87.16 49.29 89.87 48.53 88.24
OG0006504 50.47 71.80 50.60 66.27 50.00 66.87
OG0006505 54.19 69.69 52.79 68.28 53.49 69.23
OG0006506 51.59 93.29 51.30 91.67 50.38 92.42
OG0006507 51.92 89.60 53.37 90.16 52.01 89.23
OG0006508 44.04 46.56 43.74 46.17 43.81 46.10
OG0006509 46.24 52.37 46.32 54.34 46.24 53.36
OG0006511 58.84 84.35 56.23 86.89 58.62 85.83
OG0006512 44.85 69.53 45.06 71.67 44.20 65.22
OG0006513 45.73 44.13 45.82 44.48 45.56 44.15
OG0006514 46.77 61.94 46.52 63.93 46.52 62.44
OG0006515 43.23 56.92 43.43 57.25 43.32 57.25
OG0006516 60.57 66.48 60.96 71.67 59.38 66.07
OG0006517 53.99 79.82 55.07 82.26 54.10 80.49
OG0006518 44.38 84.60 44.50 87.53 45.81 90.17
OG0006520 47.53 63.74 47.53 64.84 47.27 63.04
OG0006522 56.60 88.34 52.21 86.05 56.21 89.48
OG0006523 52.43 59.62 54.08 61.15 53.45 59.15
OG0006524 49.42 71.38 49.47 71.15 49.65 71.55
OG0006525 41.03 49.45 40.66 49.45 41.03 49.45
OG0006526 47.05 64.56 47.00 65.68 42.86 56.45
OG0006527 41.30 61.21 38.33 58.94 38.33 57.62
OG0006528 49.15 87.50 50.00 98.20 53.42 95.55
OG0006529 44.63 37.60 45.72 37.46 45.28 36.58
OG0006530 60.48 93.43 59.71 92.20 58.50 86.41
OG0006531 51.62 73.15 51.65 72.91 51.65 72.25
OG0006532 44.34 53.07 44.90 48.90 43.94 47.80
OG0006534 52.15 71.85 52.43 72.51 52.75 71.07
OG0006536 55.31 65.34 55.42 66.50 58.03 67.97
OG0006537 41.67 35.91 40.86 35.41 45.29 33.33
OG0006538 45.39 65.99 47.83 72.86 47.20 72.27
OG0006539 59.66 86.62 61.85 90.76 59.66 85.77
OG0006540 43.14 33.77 43.42 36.18 43.42 33.55
OG0006541 51.52 59.72 51.75 56.07 51.41 55.97
OG0006542 43.24 31.08 45.30 45.92 46.86 54.51
OG0006544 45.25 51.62 45.61 58.85 43.78 54.90
OG0006545 54.90 58.76 56.42 58.52 54.63 57.69
OG0006547 45.08 63.89 52.70 84.30 47.32 68.69
OG0006548 46.43 63.84 45.76 65.18 44.55 58.55
OG0006549 50.17 89.42 51.04 88.20 50.11 90.17
OG0006550 50.49 59.87 50.32 62.38 49.43 67.92
OG0006551 51.47 88.66 56.24 90.82 55.77 89.43
OG0006552 42.11 43.78 45.83 54.38 44.26 45.27
OG0006554 48.14 73.97 50.10 71.56 48.80 74.67
OG0006556 59.02 94.67 59.62 94.63 53.66 90.05
OG0006557 51.80 58.01 51.80 59.94 52.07 58.84
OG0006558 55.07 72.16 51.97 64.78 44.68 48.15
OG0006559 48.05 75.38 46.37 86.46 45.64 82.31
OG0006560 47.31 60.22 47.96 62.80 47.54 56.48
OG0006561 46.54 70.48 48.34 69.97 47.59 72.59
OG0006562 54.28 86.35 55.05 89.37 53.36 85.23
OG0006563 45.81 60.23 45.85 60.55 45.73 59.98
OG0006564 54.02 33.93 55.41 36.04 55.36 33.04
OG0006565 45.88 43.62 46.52 46.45 45.73 45.65
OG0006566 43.17 53.98 42.92 53.17 43.11 49.25
OG0006567 53.98 64.05 50.95 52.68 52.36 52.36
OG0006568 45.55 67.65 46.07 70.49 45.65 69.43
OG0006569 48.62 67.71 50.27 70.91 48.58 68.79
OG0006571 40.45 57.54 39.29 54.68 40.55 58.39
OG0006572 47.26 63.45 47.67 69.49 47.25 65.68
OG0006573 61.81 92.36 64.84 93.75 62.75 93.96
OG0006574 53.80 65.02 49.51 60.10 43.54 45.95
OG0006575 46.86 60.99 47.31 66.37 47.31 62.33
OG0006576 50.04 58.57 50.04 59.57 50.08 59.64
OG0006577 52.85 76.42 52.34 80.24 51.86 78.72
OG0006578 50.57 76.42 51.84 78.52 51.15 79.29
OG0006579 62.09 91.50 63.90 92.55 62.87 92.22
OG0006580 44.96 33.75 44.97 33.58 44.96 33.50
OG0006581 42.07 60.69 41.72 61.38 41.72 60.69
OG0006582 60.00 96.34 60.88 97.18 59.72 97.18
OG0006583 47.21 73.77 48.06 78.45 47.44 77.97
OG0006584 48.71 76.00 49.57 76.86 48.85 75.29
OG0006586 43.11 56.87 44.89 67.40 42.70 51.20
OG0006587 42.22 71.26 42.71 72.02 42.22 72.46
OG0006588 56.33 80.01 58.98 84.06 56.28 80.07
OG0006589 45.79 59.81 51.02 65.48 48.99 63.82
OG0006590 49.76 65.53 49.76 67.48 50.30 72.84
OG0006591 48.02 86.63 47.54 86.27 51.70 89.81
OG0006592 37.79 65.22 38.71 69.53 38.35 68.82
OG0006593 52.10 81.37 52.86 84.58 52.10 79.65
OG0006594 43.43 67.15 43.29 68.78 43.43 66.42
OG0006595 53.21 77.09 52.30 86.22 52.19 80.58
OG0006596 54.91 86.08 60.74 91.50 54.67 88.61
OG0006597 64.22 91.56 59.17 91.29 61.57 91.30
OG0006598 53.16 71.73 48.74 59.00 55.95 73.63
OG0006599 45.72 67.87 48.05 69.48 44.48 65.84
OG0006600 57.10 95.36 56.89 93.70 57.74 96.24
OG0006601 62.76 67.69 67.45 94.72 58.59 70.31
OG0006603 47.68 70.20 48.03 75.00 47.35 71.52
OG0006605 46.24 89.07 46.55 89.58 46.36 89.19
OG0006606 39.55 82.09 39.55 81.72 39.55 80.97
OG0006607 52.39 93.17 54.11 95.07 51.20 93.52
OG0006608 48.65 89.53 49.01 91.02 48.65 90.79
OG0006609 45.65 82.61 45.41 83.09 47.22 79.56
OG0006611 52.78 84.69 54.10 87.54 52.61 84.69
OG0006612 51.17 68.94 50.72 75.36 51.38 67.45
OG0006615 46.60 62.45 46.98 65.80 46.52 65.56
OG0006616 54.84 75.88 54.21 78.32 60.05 80.00
OG0006617 44.72 31.19 44.59 30.93 44.46 31.19
OG0006618 54.82 84.21 55.15 86.62 54.82 84.87
OG0006619 51.13 84.96 52.38 87.47 51.62 85.79
OG0006620 46.27 77.55 57.57 72.55 46.23 78.43
OG0006621 53.15 82.12 53.32 89.03 55.42 85.43
OG0006622 56.40 93.37 57.64 92.90 56.40 93.37
OG0006623 45.71 75.04 45.74 75.34 45.64 74.71
OG0006624 47.84 83.81 47.96 85.41 48.23 81.88
OG0006625 45.91 59.63 47.01 61.57 45.71 60.07
OG0006626 59.01 96.07 58.37 92.69 57.85 94.38
OG0006627 50.29 87.21 51.66 86.74 52.36 89.62
OG0006628 51.87 95.09 54.38 98.05 52.75 96.08
OG0006629 54.82 89.00 56.95 90.43 55.05 89.89
OG0006631 50.87 94.26 50.38 93.79 54.89 90.89
OG0006632 47.65 60.00 47.94 60.59 52.11 66.39
OG0006633 57.59 82.91 58.82 85.29 60.89 74.59
OG0006634 54.64 92.35 54.92 91.80 54.64 92.35
OG0006635 44.52 80.24 48.65 88.96 46.22 84.34
OG0006636 48.21 64.15 49.01 64.32 48.97 64.40
OG0006637 56.25 99.13 54.62 98.90 54.06 98.75
OG0006638 50.45 80.00 50.47 79.81 51.07 78.83
OG0006639 45.67 65.80 45.67 67.53 42.83 57.34
OG0006640 40.73 33.19 39.96 33.21 40.78 32.27
OG0006641 45.85 53.81 46.23 55.23 46.13 55.04
OG0006642 47.27 76.86 47.48 79.02 47.29 74.37
OG0006643 41.75 70.57 41.56 68.79 40.66 65.50
OG0006644 45.44 66.42 44.89 67.15 38.64 44.81
OG0006647 44.34 66.51 44.37 65.89 44.37 65.42
OG0006650 55.92 91.63 57.31 91.88 55.92 91.36
OG0006651 53.64 93.01 54.36 92.68 54.26 93.60
OG0006653 45.27 81.59 45.43 84.68 45.70 84.95
OG0006654 45.78 73.67 46.28 76.53 46.31 73.58
OG0006655 44.35 90.53 48.04 89.16 44.91 91.62
OG0006656 55.59 87.50 55.85 89.09 55.75 87.56
OG0006657 61.60 61.70 61.86 62.43 60.61 65.41
OG0006658 59.25 88.56 60.16 90.10 59.51 88.55
OG0006659 44.67 73.26 45.11 77.73 45.75 71.47
OG0006661 51.50 73.82 51.89 73.55 51.37 74.56
OG0006662 47.59 85.77 48.24 86.27 45.63 86.51
OG0006663 56.95 96.41 56.14 96.38 52.80 98.13
OG0006664 48.43 61.99 49.04 63.94 47.95 61.69
OG0006665 47.78 74.67 47.29 73.30 54.53 68.79
OG0006666 51.34 98.21 56.42 98.38 56.37 98.06
OG0006667 49.24 81.74 48.05 82.41 49.46 82.83
OG0006668 44.80 70.41 44.11 72.86 44.33 70.09
OG0006669 41.27 29.58 41.71 29.86 41.94 28.91
OG0006670 54.43 92.32 50.69 92.78 53.47 92.62
OG0006671 46.63 78.10 50.71 81.98 47.41 61.34
OG0006673 58.83 93.21 60.56 96.48 59.95 92.86
OG0006674 47.67 61.11 49.08 62.36 43.93 54.14
OG0006675 52.79 88.24 51.86 88.02 50.00 83.10
OG0006676 50.27 36.91 51.12 41.71 51.48 42.58
OG0006677 56.43 93.57 61.14 94.86 60.86 95.43
OG0006678 50.55 64.66 52.69 70.47 50.66 65.89
OG0006679 42.97 70.27 42.70 71.89 42.97 71.89
OG0006681 51.83 90.30 52.82 92.97 51.62 91.32
OG0006682 53.33 75.29 53.44 77.81 53.16 75.57
OG0006683 42.62 77.38 44.24 80.47 43.05 72.54
OG0006684 60.43 93.04 60.43 93.91 60.87 95.65
OG0006685 43.44 72.68 42.90 72.13 43.72 71.58
OG0006686 46.90 59.29 43.44 61.48 45.61 57.39
OG0006687 46.77 47.42 45.85 48.13 46.05 47.67
OG0006689 44.59 49.73 45.30 43.59 41.44 49.10
OG0006690 46.53 63.84 47.74 67.74 50.13 58.49
OG0006691 39.16 29.12 39.59 27.68 38.51 32.84
OG0006692 49.54 72.60 50.22 69.60 56.37 79.62
OG0006693 43.75 53.24 43.75 54.63 43.75 54.17
OG0006694 55.11 81.77 55.11 83.70 54.83 81.77
OG0006695 47.22 63.79 47.61 66.86 47.22 64.75
OG0006696 52.96 92.53 55.56 96.42 56.44 94.29
OG0006697 59.29 95.41 59.71 96.24 58.54 96.78
OG0006698 42.04 35.82 36.64 29.77 38.94 39.47
OG0006699 58.09 97.87 57.42 94.94 57.87 97.87
OG0006700 37.25 31.37 40.56 32.97 37.42 30.32
OG0006701 49.02 68.03 52.16 74.64 49.93 68.67
OG0006702 53.31 76.18 55.12 80.27 51.17 74.61
OG0006703 53.48 92.95 54.38 92.62 53.83 92.23
OG0006705 53.54 65.58 54.29 66.78 54.56 65.40
OG0006706 49.35 93.18 50.00 91.30 50.00 94.62
OG0006708 44.62 62.99 48.14 70.78 46.01 66.10
OG0006709 62.02 54.81 59.91 51.72 59.91 51.72
OG0006710 54.84 89.58 51.56 80.50 53.79 88.64
OG0006711 45.22 51.59 45.69 55.02 45.46 51.75
OG0006712 54.65 85.03 55.51 87.12 51.80 77.06
OG0006713 60.45 80.78 60.92 84.03 60.58 81.06
OG0006714 58.43 82.75 57.35 79.23 61.34 79.19
OG0006715 46.55 70.72 47.04 73.36 47.04 72.37
OG0006716 47.50 79.71 48.86 79.22 47.76 79.68
OG0006717 46.80 40.15 46.68 39.95 46.80 40.41
OG0006718 45.86 87.15 46.62 90.20 46.19 86.93
OG0006719 50.38 67.23 50.46 69.05 50.30 67.53
OG0006720 48.51 78.81 48.95 84.75 48.58 78.96
OG0006721 59.22 93.55 61.27 95.42 63.58 95.66
OG0006722 42.37 55.56 42.67 56.74 42.60 55.32
OG0006723 50.71 59.78 51.84 59.39 50.83 59.90
OG0006724 42.62 53.54 43.36 54.94 42.33 51.99
OG0006725 51.86 63.84 52.63 67.65 52.28 63.49
OG0006726 49.13 50.12 52.77 52.17 49.00 50.37
OG0006727 57.07 93.29 57.06 93.53 57.25 93.74
OG0006728 56.97 83.46 55.49 87.74 56.40 84.67
OG0006731 48.96 89.17 51.38 94.47 50.18 91.87
OG0006732 53.32 87.38 53.32 87.04 53.82 87.71
OG0006733 42.15 52.07 42.15 53.72 41.74 52.07
OG0006734 42.16 49.02 41.52 47.39 41.26 47.56
OG0006735 41.20 78.40 40.48 76.38 40.48 75.59
OG0006736 44.38 68.22 45.93 68.60 44.38 67.83
OG0006739 48.82 56.91 50.29 61.12 48.91 56.91
OG0006741 43.78 55.62 43.67 56.43 43.59 56.51
OG0006742 46.72 56.42 46.74 56.81 46.51 56.48
OG0006743 47.60 73.08 51.22 74.47 48.08 75.00
OG0006744 45.73 64.23 44.92 64.23 45.14 63.31
OG0006745 48.80 54.40 48.33 44.41 49.51 51.21
OG0006746 50.00 86.72 53.95 86.44 52.53 91.41
OG0006747 41.75 77.19 42.15 80.67 41.97 77.88
OG0006748 42.74 32.37 43.15 32.37 43.15 33.20
OG0006749 57.92 83.44 59.35 88.30 57.86 83.47
OG0006750 51.71 73.60 51.37 74.73 40.62 45.00
OG0006751 43.06 46.86 44.71 52.37 42.41 46.60
OG0006752 53.84 79.54 54.20 83.60 55.53 83.78
OG0006753 45.38 81.03 46.71 87.12 45.37 81.74
OG0006754 47.53 74.86 47.79 79.01 47.79 74.59
OG0006756 40.62 56.73 41.03 62.50 44.50 67.00
OG0006757 45.35 80.00 47.48 76.98 45.70 82.81
OG0006758 57.04 85.28 57.00 80.98 56.66 78.89
OG0006759 52.58 88.19 54.89 92.15 54.96 90.90
OG0006760 46.39 49.19 46.66 49.92 46.09 49.57
OG0006763 46.04 63.17 45.80 66.67 45.11 57.33
OG0006764 51.22 71.02 51.21 75.40 47.86 72.87
OG0006765 53.61 64.79 54.95 68.99 53.21 64.99
OG0006766 53.33 85.71 53.23 85.48 53.88 87.86
OG0006767 48.26 72.39 48.38 73.50 48.49 72.85
OG0006768 51.95 96.88 51.66 97.85 52.10 94.87
OG0006769 62.37 89.48 63.52 91.28 61.28 87.83
OG0006770 55.70 93.54 56.23 94.44 55.92 94.42
OG0006771 50.43 49.16 48.90 47.96 50.53 49.65
OG0006772 44.05 70.00 44.19 72.16 44.05 70.54
OG0006773 51.82 74.45 53.67 88.42 58.72 80.00
OG0006774 51.24 75.98 48.78 70.15 51.40 75.81
OG0006775 62.01 90.25 56.98 87.54 62.37 84.08
OG0006776 42.75 40.74 42.10 40.55 42.62 40.49
OG0006777 45.18 92.78 45.26 93.87 45.07 92.94
OG0006778 48.70 43.01 50.31 42.98 48.63 36.83
OG0006779 48.60 65.17 48.88 66.57 48.60 64.89
OG0006780 55.25 84.73 55.72 88.40 55.13 85.26
OG0006782 44.79 54.72 45.49 52.58 45.06 52.58
OG0006783 47.10 83.24 47.72 84.68 47.24 84.38
OG0006784 44.35 62.17 44.38 61.63 45.00 60.83
OG0006785 48.17 79.50 47.54 75.55 49.39 77.26
OG0006786 35.51 32.71 39.91 31.95 39.81 31.19
OG0006787 56.00 86.74 53.45 81.27 56.47 86.01
OG0006788 47.39 77.92 47.60 79.04 47.60 78.60
OG0006789 42.41 37.19 42.35 37.43 42.24 34.85
OG0006791 47.27 55.27 48.04 56.86 46.99 56.73
OG0006792 53.50 89.34 53.53 88.02 53.54 90.83
OG0006793 40.28 61.11 40.28 65.48 39.88 63.49
OG0006794 45.09 71.07 45.21 71.93 45.45 72.46
OG0006795 53.51 78.02 53.85 81.62 53.95 82.55
OG0006797 52.91 88.72 54.13 91.32 52.09 89.57
OG0006798 50.51 84.62 53.36 88.38 51.92 91.13
OG0006799 42.79 41.33 42.76 41.05 42.74 41.44
OG0006800 52.85 86.59 52.86 88.57 50.26 86.29
OG0006801 58.42 94.30 58.66 95.35 58.24 94.59
OG0006802 61.52 95.27 62.86 95.02 62.32 95.28
OG0006803 52.26 94.76 52.38 95.64 52.27 93.45
OG0006804 48.82 86.39 48.82 84.62 48.53 85.96
OG0006805 44.41 48.14 44.58 50.51 44.75 51.19
OG0006807 61.22 72.08 55.08 78.97 53.30 77.13
OG0006808 48.80 48.72 53.90 50.84 49.41 50.44
OG0006809 46.77 74.93 46.83 78.89 46.29 76.99
OG0006810 49.49 67.81 49.49 68.89 49.29 67.74
OG0006811 54.85 87.75 54.34 87.82 54.78 88.92
OG0006812 46.06 62.83 44.58 58.13 44.88 57.16
OG0006813 43.98 61.90 49.89 69.67 43.75 61.22
OG0006814 42.92 33.33 44.30 42.95 45.98 43.36
OG0006816 53.64 93.93 51.63 90.98 51.33 89.23
OG0006817 45.91 63.79 46.10 65.09 44.76 69.19
OG0006818 37.47 39.34 38.56 38.26 36.52 37.45
OG0006819 55.45 86.36 57.52 85.84 55.91 89.09
OG0006820 47.31 94.13 48.43 93.32 54.34 81.70
OG0006821 48.39 62.37 48.99 66.44 48.39 61.29
OG0006822 48.13 87.17 42.59 87.58 48.13 87.92
OG0006824 49.47 46.26 48.57 49.29 48.89 48.41
OG0006825 54.81 73.58 55.04 76.84 55.01 74.80
OG0006826 50.61 70.22 50.41 71.58 51.11 77.23
OG0006827 51.25 97.78 53.59 95.38 52.07 96.96
OG0006828 41.25 40.02 41.11 39.42 41.25 40.02
OG0006830 50.00 88.34 50.86 89.63 50.11 87.31
OG0006831 59.57 97.57 59.49 97.75 60.48 95.97
OG0006832 46.95 68.43 47.88 70.32 47.48 65.78
OG0006833 50.07 85.41 50.27 88.65 50.07 86.68
OG0006834 45.19 51.73 45.29 52.50 45.29 51.73
OG0006836 45.54 64.68 43.38 62.90 44.75 65.70
OG0006837 54.77 95.45 55.93 96.93 57.10 95.34
OG0006838 42.35 42.27 42.07 42.38 42.34 42.24
OG0006839 53.14 89.94 53.48 91.96 54.09 91.36
OG0006840 60.80 89.98 62.11 91.71 60.45 90.06
OG0006841 49.70 76.86 51.44 79.76 50.00 76.67
OG0006842 38.84 32.14 39.44 31.09 38.30 30.30
OG0006843 49.17 62.92 41.81 45.03 47.71 60.83
OG0006844 47.80 70.61 48.60 71.57 50.98 80.43
OG0006846 53.26 93.31 52.54 94.22 52.82 93.66
OG0006847 51.76 85.71 52.65 85.71 51.58 88.65
OG0006848 62.46 21.05 63.43 23.94 65.06 20.61
OG0006849 50.33 60.54 52.69 66.68 60.79 93.28
OG0006851 43.62 70.33 46.59 80.71 43.77 71.51
OG0006852 46.30 54.81 47.04 58.52 46.67 55.56
OG0006853 54.36 91.28 55.81 87.74 54.84 91.61
OG0006854 50.71 70.52 51.43 72.33 50.89 70.31
OG0006855 45.76 60.73 51.89 70.45 46.29 60.00
OG0006857 52.39 61.19 51.78 55.08 51.78 54.82
OG0006858 51.85 86.14 52.31 84.09 54.43 91.87
OG0006859 45.62 64.06 45.64 63.35 45.91 65.91
OG0006861 44.46 38.19 44.74 38.01 44.17 37.03
OG0006862 47.85 93.13 50.91 90.91 46.90 98.10
OG0006863 40.38 66.94 37.85 43.65 40.14 68.19
OG0006864 50.00 75.90 49.49 75.13 50.26 75.38
OG0006865 43.54 38.19 43.61 37.86 43.88 37.94
OG0006866 52.28 68.48 52.67 67.11 52.79 70.76
OG0006867 51.74 76.28 52.11 80.97 51.66 76.89
OG0006868 54.83 83.81 55.01 85.37 54.06 84.01
OG0006869 46.82 63.35 48.10 76.09 48.10 73.37
OG0006870 47.87 93.80 48.84 93.82 47.04 93.68
OG0006871 56.64 96.09 55.91 89.70 60.23 84.12
OG0006872 64.18 92.91 62.08 94.61 63.11 96.72
OG0006873 50.83 90.56 50.00 90.14 49.48 90.88
OG0006874 53.33 78.83 53.25 77.82 53.33 78.00
OG0006875 52.52 89.26 53.52 89.66 51.03 88.71
OG0006876 47.99 60.17 45.13 51.26 48.27 60.81
OG0006877 49.88 43.30 50.24 42.82 49.88 43.30
OG0006878 50.60 84.13 50.50 87.31 50.47 84.11
OG0006880 58.31 96.10 58.20 94.77 58.77 96.69
OG0006881 42.47 59.94 42.90 61.81 43.87 58.60
OG0006882 52.20 85.71 51.49 90.59 51.95 86.04
OG0006883 42.44 38.76 42.28 38.08 42.44 38.76
OG0006884 48.34 51.80 48.68 50.90 44.17 32.26
OG0006885 49.75 81.34 50.00 93.27 49.64 92.34
OG0006886 52.41 73.92 52.55 77.96 52.28 73.10
OG0006887 47.28 56.95 47.51 57.89 47.41 56.95
OG0006890 59.23 89.20 60.63 88.50 61.21 96.14
OG0006892 49.75 65.01 50.99 65.76 53.73 76.27
OG0006894 48.20 65.84 48.10 64.75 49.93 62.61
OG0006895 48.78 79.56 54.00 82.50 48.59 85.20
OG0006896 48.64 93.54 49.87 93.03 49.00 93.98
OG0006897 54.43 85.68 56.41 85.65 53.20 93.40
OG0006898 51.22 79.90 50.45 78.09 48.90 75.82
OG0006899 44.92 90.96 44.92 88.70 44.38 89.94
OG0006900 57.43 60.69 57.52 61.59 57.43 60.90
OG0006901 47.72 81.92 48.18 83.42 47.64 82.38
OG0006902 58.22 75.11 57.69 76.92 58.15 75.33
OG0006903 55.70 78.71 55.60 79.31 55.79 78.76
OG0006904 56.34 81.78 56.51 82.45 56.52 82.02
OG0006905 50.48 73.07 51.63 74.47 50.61 73.33
OG0006906 42.31 44.91 42.71 46.88 42.63 44.31
OG0006907 52.12 78.12 48.36 63.39 52.23 78.12
OG0006908 49.23 82.74 49.78 81.52 50.45 83.56
OG0006910 43.11 77.33 44.44 73.86 42.80 73.20
OG0006911 52.94 92.56 52.83 91.63 53.03 92.20
OG0006912 44.35 49.19 43.40 46.70 44.56 49.19
OG0006915 33.74 23.61 37.09 31.94 37.53 31.28
OG0006916 44.20 50.62 44.83 52.46 45.06 55.56
OG0006917 48.85 83.62 48.92 83.62 48.56 82.76
OG0006918 46.15 81.75 47.04 83.39 45.84 82.25
OG0006919 59.43 76.38 60.17 79.17 59.64 75.95
OG0006920 59.53 72.88 57.58 70.95 55.93 70.37
OG0006921 55.95 81.32 54.62 77.63 54.09 79.53
OG0006922 53.77 86.99 54.71 87.50 53.06 90.54
OG0006923 52.60 77.46 53.14 78.33 52.87 77.71
OG0006925 50.26 80.31 51.81 80.66 51.72 81.22
OG0006926 52.90 71.16 52.88 74.36 52.90 69.21
OG0006928 53.50 76.47 52.42 82.42 54.70 83.76
OG0006929 46.03 38.69 46.75 41.62 46.83 41.92
OG0006930 49.07 67.29 49.87 70.74 49.20 68.35
OG0006931 59.14 96.95 61.52 94.59 62.36 96.47
OG0006932 63.57 94.51 62.08 92.75 63.37 93.92
OG0006933 53.92 90.34 54.43 89.62 54.63 92.03
OG0006934 37.70 30.33 38.93 38.93 39.38 41.59
OG0006935 50.00 77.29 50.29 79.59 49.31 72.02
OG0006937 56.23 69.47 54.58 70.23 54.55 70.03
OG0006938 50.61 67.88 51.82 70.30 51.52 68.48
OG0006939 49.58 76.68 54.87 95.59 49.27 77.20
OG0006940 51.07 85.69 51.72 88.44 51.57 86.74
OG0006941 51.63 81.92 51.80 82.99 51.42 81.89
OG0006943 58.25 90.26 60.06 92.14 59.16 93.51
OG0006944 47.29 28.86 47.26 28.24 48.15 27.57
OG0006945 44.08 76.12 44.32 76.63 43.99 75.33
OG0006946 53.87 97.05 55.73 96.28 54.71 97.06
OG0006947 44.34 78.12 45.37 80.09 44.16 77.52
OG0006948 51.76 90.45 52.40 91.03 51.76 91.67
OG0006949 51.33 77.33 53.10 82.82 50.88 76.65
OG0006950 49.39 63.82 49.60 64.11 49.39 62.75
OG0006951 55.63 72.30 56.43 76.11 56.37 75.17
OG0006953 53.25 82.11 50.00 71.07 54.12 82.71
OG0006955 44.72 56.85 45.08 58.10 45.04 57.36
OG0006956 39.47 40.60 44.96 45.71 46.27 45.41
OG0006957 47.19 60.27 47.96 60.78 49.86 62.91
OG0006958 46.40 51.27 49.15 62.22 45.73 51.90
OG0006959 47.96 71.78 48.20 73.98 47.90 71.41
OG0006960 55.97 83.81 57.49 85.77 53.70 79.31
OG0006961 51.51 76.47 51.26 80.20 51.26 76.97
OG0006962 44.75 69.14 44.75 70.99 44.57 68.35
OG0006963 52.52 84.62 53.01 85.39 52.54 85.83
OG0006964 50.07 54.52 51.05 57.93 49.86 54.39
OG0006966 54.41 69.73 54.79 73.56 54.60 72.80
OG0006967 54.87 87.10 55.86 88.27 55.56 88.24
OG0006968 40.69 38.70 40.87 38.16 40.85 38.77
OG0006969 44.55 33.33 44.99 39.60 43.85 39.65
OG0006971 51.23 73.99 51.13 61.65 51.35 76.91
OG0006972 45.38 63.08 45.96 63.13 45.20 62.12
OG0006973 60.96 89.69 61.31 90.16 67.32 92.16
OG0006974 46.44 85.02 49.06 91.39 47.76 87.36
OG0006975 43.84 77.54 42.19 68.44 46.18 75.80
OG0006976 54.42 93.88 58.18 95.84 56.43 91.18
OG0006977 52.11 78.06 51.51 74.54 51.65 77.58
OG0006979 55.63 91.03 55.23 90.65 50.58 87.79
OG0006980 59.39 94.50 60.00 93.97 58.68 95.14
OG0006981 51.32 77.48 51.67 81.56 51.74 79.30
OG0006982 46.46 34.85 46.57 35.51 46.46 34.68
OG0006984 49.00 63.60 50.78 70.70 49.04 65.40
OG0006985 52.01 90.76 48.40 99.36 52.88 98.43
OG0006986 48.65 44.14 47.15 43.90 48.18 40.91
OG0006987 40.32 63.58 42.69 62.97 40.32 63.58
OG0006988 45.67 67.00 45.71 70.42 45.76 68.20
OG0006989 47.05 92.27 52.04 92.19 47.05 93.18
OG0006991 50.25 76.99 50.69 81.98 44.42 52.91
