OG BAT_bs_omega_model BAT_bs_omega_sites BRO_bs_omega_model BRO_bs_omega_sites BGM_bs_omega_model BGM_bs_omega_sites
OG0004735 general 0 general 0 general 0
OG0004736 general 0 general 0 general 0
OG0004737 general 0 general 0 general 0
OG0004738 general 0 NA NA general 0
OG0004739 general 0 general 0 alternative 1
OG0004742 general 0 general 0 general 0
OG0004743 general 0 general 0 alternative 12
OG0004744 general 0 general 0 general 0
OG0004745 general 0 general 0 general 0
OG0004746 general 0 alternative 4 general 0
OG0004747 general 0 general 0 general 0
OG0004748 general 0 general 0 general 0
OG0004749 general 0 alternative 23 general 0
OG0004750 general 0 general 0 general 0
OG0004751 general 0 general 0 general 0
OG0004752 general 0 general 0 general 0
OG0004755 general 0 general 0 alternative 8
OG0004756 general 0 general 0 general 0
OG0004757 general 0 general 0 general 0
OG0004758 general 0 general 0 general 0
OG0004759 general 0 general 0 alternative 15
OG0004760 general 0 alternative 0 alternative 2
OG0004762 general 0 alternative 3 general 0
OG0004763 general 0 general 0 general 0
OG0004764 general 0 alternative 0 general 0
OG0004765 general 0 alternative 2 general 0
OG0004766 general 0 general 0 general 0
OG0004767 general 0 general 0 general 0
OG0004770 general 0 general 0 general 0
OG0004771 general 0 general 0 general 0
OG0004772 general 0 general 0 general 0
OG0004774 general 0 general 0 general 0
OG0004775 general 0 general 0 alternative 0
OG0004776 general 0 general 0 alternative 3
OG0004777 general 0 general 0 general 0
OG0004778 general 0 NA NA general 0
OG0004779 general 0 general 0 general 0
OG0004780 general 0 general 0 general 0
OG0004781 general 0 general 0 general 0
OG0004782 general 0 general 0 general 0
OG0004784 general 0 general 0 general 0
OG0004785 general 0 general 0 general 0
OG0004786 general 0 alternative 0 general 0
OG0004787 general 0 alternative 6 general 0
OG0004788 general 0 general 0 general 0
OG0004789 alternative 36 general 0 general 0
OG0004790 general 0 general 0 general 0
OG0004791 general 0 alternative 35 general 0
OG0004792 general 0 alternative 18 general 0
OG0004793 general 0 general 0 general 0
OG0004794 general 0 general 0 general 0
OG0004795 general 0 general 0 general 0
OG0004796 general 0 general 0 general 0
OG0004798 general 0 general 0 alternative 4
OG0004799 general 0 general 0 general 0
OG0004800 general 0 general 0 general 0
OG0004801 general 0 alternative 12 general 0
OG0004802 general 0 general 0 general 0
OG0004803 general 0 general 0 general 0
OG0004804 general 0 general 0 general 0
OG0004805 general 0 general 0 general 0
OG0004806 NA NA general 0 general 0
OG0004807 general 0 alternative 6 general 0
OG0004808 general 0 alternative 0 alternative 1
OG0004809 general 0 general 0 general 0
OG0004810 general 0 general 0 general 0
OG0004811 general 0 general 0 general 0
OG0004812 general 0 general 0 general 0
OG0004813 general 0 alternative 34 general 0
OG0004815 general 0 general 0 general 0
OG0004816 general 0 general 0 general 0
OG0004817 general 0 alternative 5 general 0
OG0004818 general 0 alternative 3 general 0
OG0004819 general 0 general 0 general 0
OG0004822 general 0 general 0 general 0
OG0004823 general 0 general 0 general 0
OG0004824 general 0 alternative 3 general 0
OG0004825 general 0 general 0 general 0
OG0004826 NA NA general 0 NA NA
OG0004827 general 0 general 0 alternative 27
OG0004828 general 0 general 0 general 0
OG0004830 general 0 general 0 general 0
OG0004831 general 0 general 0 general 0
OG0004832 general 0 general 0 general 0
OG0004833 general 0 general 0 alternative 15
OG0004834 alternative 5 general 0 general 0
OG0004835 general 0 general 0 general 0
OG0004836 general 0 general 0 general 0
OG0004837 general 0 general 0 general 0
OG0004838 general 0 general 0 general 0
OG0004839 general 0 general 0 general 0
OG0004841 general 0 general 0 general 0
OG0004843 general 0 general 0 general 0
OG0004844 general 0 general 0 general 0
OG0004845 general 0 general 0 general 0
OG0004846 general 0 general 0 general 0
OG0004848 general 0 general 0 general 0
OG0004849 general 0 general 0 general 0
OG0004850 general 0 general 0 alternative 8
OG0004851 general 0 general 0 general 0
OG0004852 alternative 6 general 0 alternative 0
OG0004854 alternative 6 general 0 general 0
OG0004855 general 0 general 0 general 0
OG0004857 general 0 general 0 alternative 0
OG0004858 general 0 general 0 general 0
OG0004859 alternative 8 general 0 general 0
OG0004860 general 0 general 0 general 0
OG0004861 general 0 alternative 2 general 0
OG0004862 general 0 general 0 general 0
OG0004863 general 0 general 0 alternative 0
OG0004864 general 0 general 0 alternative 4
OG0004865 general 0 general 0 general 0
OG0004866 general 0 general 0 general 0
OG0004867 general 0 general 0 general 0
OG0004868 general 0 general 0 general 0
OG0004869 general 0 general 0 general 0
OG0004870 general 0 general 0 general 0
OG0004871 NA NA general 0 general 0
OG0004872 general 0 general 0 alternative 11
OG0004874 general 0 general 0 general 0
OG0004875 general 0 alternative 2 general 0
OG0004876 general 0 general 0 NA NA
OG0004877 general 0 general 0 general 0
OG0004878 general 0 general 0 general 0
OG0004879 general 0 general 0 general 0
OG0004882 general 0 general 0 general 0
OG0004884 general 0 general 0 general 0
OG0004885 alternative 0 general 0 general 0
OG0004886 general 0 general 0 general 0
OG0004887 general 0 general 0 general 0
OG0004888 general 0 general 0 general 0
OG0004889 general 0 general 0 alternative 15
OG0004890 general 0 general 0 general 0
OG0004891 general 0 general 0 general 0
OG0004892 general 0 alternative 1 general 0
OG0004893 general 0 general 0 alternative 11
OG0004894 general 0 general 0 general 0
OG0004895 general 0 general 0 general 0
OG0004896 alternative 0 general 0 general 0
OG0004897 general 0 general 0 general 0
OG0004898 general 0 general 0 alternative 23
OG0004900 general 0 general 0 general 0
OG0004901 NA NA general 0 general 0
OG0004903 general 0 general 0 general 0
OG0004904 general 0 general 0 general 0
OG0004905 general 0 general 0 general 0
OG0004907 general 0 alternative 1 general 0
OG0004908 general 0 general 0 alternative 0
OG0004909 general 0 general 0 general 0
OG0004910 general 0 general 0 general 0
OG0004912 general 0 general 0 alternative 0
OG0004913 general 0 general 0 alternative 7
OG0004914 general 0 general 0 NA NA
OG0004916 general 0 alternative 3 general 0
OG0004917 general 0 general 0 alternative 2
OG0004919 general 0 general 0 general 0
OG0004920 general 0 general 0 general 0
OG0004921 general 0 general 0 alternative 10
OG0004922 general 0 general 0 general 0
OG0004923 general 0 general 0 general 0
OG0004924 general 0 general 0 alternative 6
OG0004925 general 0 general 0 general 0
OG0004926 alternative 4 general 0 general 0
OG0004927 general 0 general 0 alternative 0
OG0004928 general 0 general 0 general 0
OG0004929 general 0 general 0 NA NA
OG0004932 general 0 general 0 general 0
OG0004933 general 0 general 0 alternative 11
OG0004936 general 0 general 0 general 0
OG0004937 general 0 general 0 general 0
OG0004939 general 0 general 0 alternative 0
OG0004940 general 0 alternative 28 general 0
OG0004941 general 0 general 0 general 0
OG0004942 NA NA alternative 4 general 0
OG0004943 general 0 general 0 general 0
OG0004944 general 0 alternative 5 general 0
OG0004945 general 0 general 0 general 0
OG0004946 general 0 general 0 alternative 6
OG0004947 NA NA general 0 NA NA
OG0004948 general 0 general 0 general 0
OG0004951 general 0 general 0 general 0
OG0004952 general 0 general 0 general 0
OG0004953 general 0 general 0 general 0
OG0004954 general 0 general 0 general 0
OG0004955 general 0 general 0 general 0
OG0004957 general 0 general 0 general 0
OG0004958 general 0 general 0 general 0
OG0004959 general 0 general 0 general 0
OG0004960 general 0 general 0 general 0
OG0004961 general 0 NA NA general 0
OG0004962 general 0 general 0 general 0
OG0004963 NA NA general 0 general 0
OG0004964 general 0 general 0 general 0
OG0004965 general 0 general 0 general 0
OG0004966 general 0 general 0 alternative 0
OG0004967 general 0 NA NA general 0
OG0004968 general 0 alternative 0 general 0
OG0004969 general 0 general 0 general 0
OG0004970 general 0 general 0 general 0
OG0004971 general 0 general 0 NA NA
OG0004972 general 0 general 0 NA NA
OG0004973 general 0 general 0 general 0
OG0004974 general 0 general 0 NA NA
OG0004975 general 0 general 0 alternative 20
OG0004976 general 0 alternative 0 general 0
OG0004977 general 0 general 0 general 0
OG0004978 general 0 general 0 general 0
OG0004981 general 0 NA NA NA NA
OG0004982 general 0 general 0 alternative 4
OG0004983 general 0 NA NA NA NA
OG0004984 general 0 general 0 general 0
OG0004985 general 0 general 0 general 0
OG0004986 general 0 alternative 4 general 0
OG0004987 general 0 general 0 general 0
OG0004988 general 0 general 0 alternative 12
OG0004989 general 0 general 0 general 0
OG0004990 general 0 general 0 general 0
OG0004992 alternative 12 general 0 alternative 21
OG0004996 general 0 general 0 general 0
OG0004998 general 0 NA NA general 0
OG0004999 general 0 general 0 alternative 0
OG0005000 general 0 general 0 general 0
OG0005001 general 0 alternative 0 alternative 2
OG0005002 alternative 15 general 0 alternative 17
OG0005003 general 0 general 0 NA NA
OG0005005 general 0 general 0 general 0
OG0005006 general 0 general 0 general 0
OG0005007 general 0 alternative 0 general 0
OG0005008 general 0 general 0 general 0
OG0005009 general 0 general 0 general 0
OG0005010 general 0 general 0 alternative 9
OG0005011 general 0 general 0 general 0
OG0005012 general 0 alternative 41 NA NA
OG0005013 general 0 general 0 general 0
OG0005014 general 0 general 0 general 0
OG0005015 general 0 general 0 general 0
OG0005017 alternative 10 general 0 general 0
OG0005018 general 0 general 0 general 0
OG0005019 alternative 0 alternative 6 general 0
OG0005020 general 0 general 0 general 0
OG0005022 general 0 general 0 alternative 0
OG0005023 general 0 alternative 8 general 0
OG0005026 NA NA general 0 NA NA
OG0005027 general 0 general 0 general 0
OG0005028 general 0 alternative 4 alternative 9
OG0005029 general 0 alternative 2 alternative 5
OG0005031 general 0 general 0 general 0
OG0005032 general 0 general 0 general 0
OG0005034 general 0 general 0 general 0
OG0005035 general 0 general 0 general 0
OG0005036 general 0 alternative 15 general 0
OG0005039 general 0 general 0 general 0
OG0005041 general 0 general 0 general 0
OG0005042 general 0 general 0 general 0
OG0005044 general 0 general 0 general 0
OG0005045 alternative 0 alternative 21 alternative 1
OG0005050 general 0 general 0 general 0
OG0005051 general 0 general 0 alternative 9
OG0005052 alternative 0 alternative 26 general 0
OG0005053 general 0 general 0 general 0
OG0005054 general 0 general 0 general 0
OG0005055 general 0 general 0 alternative 3
OG0005056 general 0 general 0 general 0
OG0005057 NA NA general 0 general 0
OG0005058 alternative 1 general 0 general 0
OG0005060 general 0 general 0 general 0
OG0005061 general 0 alternative 0 general 0
OG0005062 general 0 general 0 general 0
OG0005063 general 0 general 0 general 0
OG0005064 alternative 0 general 0 general 0
OG0005065 general 0 general 0 general 0
OG0005066 general 0 general 0 general 0
OG0005067 alternative 18 general 0 general 0
OG0005069 general 0 general 0 general 0
OG0005070 general 0 alternative 8 general 0
OG0005071 general 0 general 0 general 0
OG0005072 general 0 general 0 general 0
OG0005073 general 0 general 0 general 0
OG0005074 general 0 general 0 general 0
OG0005077 general 0 general 0 general 0
OG0005078 general 0 alternative 6 general 0
OG0005079 general 0 general 0 general 0
OG0005080 general 0 general 0 general 0
OG0005082 general 0 alternative 0 alternative 0
OG0005083 general 0 general 0 general 0
OG0005084 general 0 general 0 general 0
OG0005085 general 0 general 0 NA NA
OG0005086 general 0 general 0 alternative 4
OG0005088 general 0 general 0 general 0
OG0005089 general 0 general 0 general 0
OG0005090 general 0 general 0 general 0
OG0005092 alternative 4 general 0 alternative 4
OG0005093 general 0 general 0 general 0
OG0005094 general 0 general 0 general 0
OG0005096 general 0 general 0 alternative 0
OG0005099 general 0 general 0 general 0
OG0005100 general 0 general 0 general 0
OG0005102 general 0 general 0 general 0
OG0005104 general 0 general 0 general 0
OG0005106 general 0 general 0 general 0
OG0005108 general 0 general 0 alternative 2
OG0005109 general 0 general 0 general 0
OG0005110 general 0 general 0 general 0
OG0005111 general 0 general 0 general 0
OG0005112 general 0 alternative 7 general 0
OG0005113 general 0 alternative 3 alternative 0
OG0005114 general 0 general 0 general 0
OG0005115 general 0 general 0 general 0
OG0005116 general 0 general 0 alternative 7
OG0005117 general 0 general 0 alternative 5
OG0005118 general 0 general 0 general 0
OG0005119 general 0 general 0 general 0
OG0005120 general 0 general 0 general 0
OG0005121 general 0 general 0 general 0
OG0005122 general 0 alternative 7 alternative 5
OG0005123 general 0 general 0 general 0
OG0005124 general 0 general 0 general 0
OG0005125 alternative 0 general 0 general 0
OG0005127 general 0 general 0 alternative 0
OG0005128 general 0 alternative 1 general 0
OG0005129 general 0 general 0 general 0
OG0005130 general 0 general 0 general 0
OG0005131 general 0 general 0 general 0
OG0005132 alternative 5 general 0 general 0
OG0005133 general 0 general 0 general 0
OG0005134 alternative 6 general 0 general 0
OG0005136 general 0 general 0 alternative 16
OG0005137 general 0 general 0 general 0
OG0005138 general 0 general 0 general 0
OG0005139 general 0 general 0 alternative 4
OG0005140 general 0 general 0 general 0
OG0005141 general 0 general 0 general 0
OG0005142 general 0 general 0 general 0
OG0005143 general 0 general 0 NA NA
OG0005145 general 0 alternative 0 general 0
OG0005146 general 0 general 0 alternative 2
OG0005147 general 0 general 0 general 0
OG0005149 general 0 general 0 general 0
OG0005150 general 0 general 0 general 0
OG0005151 general 0 general 0 general 0
OG0005152 general 0 general 0 general 0
OG0005153 general 0 general 0 general 0
OG0005154 general 0 general 0 alternative 0
OG0005155 general 0 alternative 0 alternative 4
OG0005156 alternative 3 general 0 general 0
OG0005157 general 0 general 0 general 0
OG0005159 general 0 general 0 general 0
OG0005160 general 0 general 0 general 0
OG0005161 general 0 general 0 general 0
OG0005162 alternative 0 general 0 alternative 1
OG0005163 general 0 general 0 NA NA
OG0005164 general 0 general 0 general 0
OG0005165 alternative 22 general 0 general 0
OG0005166 general 0 general 0 NA NA
OG0005167 general 0 general 0 general 0
OG0005168 general 0 general 0 alternative 6
OG0005169 general 0 general 0 general 0
OG0005170 general 0 general 0 NA NA
OG0005171 general 0 general 0 general 0
OG0005172 general 0 general 0 general 0
OG0005174 general 0 general 0 general 0
OG0005175 general 0 general 0 general 0
OG0005176 general 0 general 0 general 0
OG0005177 general 0 general 0 general 0
OG0005178 general 0 general 0 general 0
OG0005179 general 0 general 0 general 0
OG0005180 general 0 general 0 general 0
OG0005181 general 0 general 0 general 0
OG0005182 general 0 general 0 general 0
OG0005183 general 0 general 0 alternative 32
OG0005184 general 0 general 0 general 0
OG0005185 general 0 general 0 general 0
OG0005186 general 0 alternative 2 general 0
OG0005187 general 0 general 0 general 0
OG0005188 general 0 general 0 general 0
OG0005189 general 0 general 0 general 0
OG0005191 general 0 alternative 20 alternative 0
OG0005192 general 0 alternative 1 general 0
OG0005193 general 0 general 0 general 0
OG0005194 general 0 general 0 general 0
OG0005195 general 0 general 0 general 0
OG0005196 alternative 1 alternative 2 general 0
OG0005197 general 0 general 0 general 0
OG0005198 general 0 general 0 alternative 9
OG0005200 general 0 general 0 general 0
OG0005202 general 0 general 0 general 0
OG0005203 general 0 general 0 general 0
OG0005204 general 0 alternative 1 general 0
OG0005205 general 0 general 0 general 0
OG0005206 general 0 general 0 general 0
OG0005207 NA NA general 0 general 0
OG0005210 general 0 general 0 general 0
OG0005211 general 0 general 0 alternative 1
OG0005212 general 0 general 0 general 0
OG0005213 general 0 general 0 general 0
OG0005214 general 0 general 0 alternative 0
OG0005215 general 0 general 0 general 0
OG0005216 alternative 0 general 0 general 0
OG0005217 general 0 general 0 general 0
OG0005218 general 0 general 0 general 0
OG0005219 general 0 general 0 general 0
OG0005221 general 0 general 0 general 0
OG0005224 general 0 general 0 general 0
OG0005225 general 0 general 0 general 0
OG0005227 general 0 general 0 general 0
OG0005229 general 0 general 0 general 0
OG0005230 general 0 general 0 general 0
OG0005231 general 0 general 0 alternative 0
OG0005233 general 0 general 0 alternative 0
OG0005234 general 0 general 0 general 0
OG0005235 general 0 general 0 general 0
OG0005236 general 0 general 0 general 0
OG0005237 alternative 2 alternative 8 general 0
OG0005238 general 0 general 0 general 0
OG0005239 general 0 general 0 NA NA
OG0005242 general 0 general 0 general 0
OG0005243 general 0 general 0 general 0
OG0005244 general 0 general 0 general 0
OG0005245 alternative 7 general 0 general 0
OG0005248 general 0 general 0 general 0
OG0005249 general 0 general 0 general 0
OG0005251 alternative 0 general 0 alternative 17
OG0005252 general 0 general 0 alternative 2
OG0005253 general 0 general 0 general 0
OG0005255 general 0 general 0 general 0
OG0005256 general 0 alternative 0 general 0
OG0005258 general 0 general 0 alternative 23
OG0005259 general 0 general 0 general 0
OG0005260 alternative 12 general 0 alternative 0
OG0005261 general 0 general 0 general 0
OG0005263 general 0 general 0 general 0
OG0005264 general 0 general 0 general 0
OG0005265 general 0 general 0 general 0
OG0005266 general 0 NA NA general 0
OG0005267 general 0 alternative 1 NA NA
OG0005268 general 0 general 0 general 0
OG0005270 general 0 alternative 9 general 0
OG0005271 general 0 general 0 general 0
OG0005272 general 0 general 0 alternative 6
OG0005273 general 0 general 0 general 0
OG0005274 general 0 general 0 general 0
OG0005275 general 0 general 0 general 0
OG0005276 general 0 general 0 general 0
OG0005277 general 0 NA NA general 0
OG0005279 general 0 general 0 general 0
OG0005281 general 0 general 0 general 0
OG0005282 general 0 general 0 general 0
OG0005283 general 0 general 0 general 0
OG0005284 general 0 general 0 NA NA
OG0005285 general 0 general 0 general 0
OG0005286 general 0 general 0 general 0
OG0005288 general 0 general 0 alternative 0
OG0005289 general 0 NA NA general 0
OG0005290 general 0 general 0 alternative 5
OG0005292 general 0 alternative 1 general 0
OG0005293 general 0 general 0 general 0
OG0005294 general 0 general 0 alternative 8
OG0005295 general 0 general 0 NA NA
OG0005299 general 0 alternative 3 general 0
OG0005300 alternative 2 general 0 general 0
OG0005301 alternative 0 alternative 1 general 0
OG0005302 general 0 alternative 19 general 0
OG0005303 general 0 alternative 4 alternative 4
OG0005304 general 0 general 0 general 0
OG0005305 alternative 1 general 0 general 0
OG0005306 general 0 general 0 general 0
OG0005307 general 0 general 0 general 0
OG0005308 general 0 general 0 alternative 0
OG0005309 general 0 general 0 general 0
OG0005310 general 0 general 0 general 0
OG0005311 general 0 general 0 general 0
OG0005312 general 0 general 0 general 0
OG0005313 general 0 general 0 alternative 1
OG0005314 general 0 general 0 general 0
OG0005315 general 0 general 0 general 0
OG0005317 general 0 general 0 alternative 3
OG0005318 general 0 general 0 alternative 20
OG0005321 general 0 general 0 general 0
OG0005322 general 0 alternative 2 alternative 17
OG0005323 general 0 general 0 general 0
OG0005324 general 0 general 0 general 0
OG0005325 general 0 alternative 3 general 0
OG0005326 alternative 3 general 0 alternative 0
OG0005327 general 0 general 0 general 0
OG0005328 alternative 5 general 0 general 0
OG0005329 general 0 general 0 general 0
OG0005330 general 0 general 0 general 0
OG0005331 general 0 general 0 general 0
OG0005332 NA NA general 0 general 0
OG0005333 general 0 general 0 alternative 10
OG0005334 general 0 general 0 general 0
OG0005335 general 0 general 0 general 0
OG0005338 general 0 general 0 alternative 7
OG0005339 general 0 general 0 general 0
OG0005340 general 0 general 0 general 0
OG0005341 general 0 general 0 alternative 4
OG0005343 general 0 general 0 general 0
OG0005344 general 0 general 0 general 0
OG0005345 general 0 general 0 general 0
OG0005346 general 0 general 0 general 0
OG0005348 general 0 general 0 general 0
OG0005349 general 0 general 0 general 0
OG0005350 NA NA general 0 general 0
OG0005351 general 0 general 0 general 0
OG0005352 general 0 general 0 general 0
OG0005353 general 0 general 0 general 0
OG0005354 general 0 general 0 general 0
OG0005356 general 0 general 0 general 0
OG0005357 alternative 2 alternative 1 general 0
OG0005361 NA NA general 0 NA NA
OG0005362 alternative 2 general 0 general 0
OG0005363 general 0 general 0 general 0
OG0005364 general 0 general 0 alternative 3
OG0005365 general 0 general 0 general 0
OG0005366 general 0 general 0 general 0
OG0005367 general 0 general 0 general 0
OG0005368 general 0 general 0 general 0
OG0005369 general 0 general 0 general 0
OG0005370 general 0 NA NA general 0
OG0005371 general 0 general 0 general 0
OG0005372 general 0 general 0 general 0
OG0005374 general 0 general 0 general 0
OG0005376 alternative 1 general 0 general 0
OG0005377 general 0 general 0 general 0
OG0005378 general 0 general 0 general 0
OG0005379 general 0 general 0 general 0
OG0005380 general 0 general 0 general 0
OG0005381 alternative 12 general 0 general 0
OG0005382 general 0 alternative 0 general 0
OG0005383 general 0 general 0 general 0
OG0005384 general 0 general 0 general 0
OG0005385 general 0 general 0 general 0
OG0005386 general 0 general 0 general 0
OG0005387 general 0 general 0 general 0
OG0005389 general 0 general 0 general 0
OG0005390 general 0 general 0 general 0
OG0005391 alternative 0 general 0 alternative 0
OG0005392 general 0 general 0 general 0
OG0005393 general 0 general 0 general 0
OG0005394 general 0 general 0 general 0
OG0005395 general 0 general 0 general 0
OG0005396 NA NA general 0 general 0
OG0005397 general 0 general 0 general 0
OG0005398 general 0 general 0 general 0
OG0005399 general 0 general 0 general 0
OG0005400 general 0 general 0 general 0
OG0005402 alternative 0 alternative 2 general 0
OG0005403 general 0 general 0 general 0
OG0005404 general 0 general 0 general 0
OG0005406 general 0 general 0 general 0
OG0005407 general 0 general 0 general 0
OG0005408 general 0 general 0 general 0
OG0005409 general 0 NA NA general 0
OG0005412 general 0 general 0 general 0
OG0005413 general 0 general 0 general 0
OG0005414 general 0 general 0 general 0
OG0005415 general 0 general 0 general 0
OG0005416 general 0 general 0 general 0
OG0005417 general 0 general 0 general 0
OG0005418 general 0 general 0 general 0
OG0005419 general 0 general 0 general 0
OG0005420 general 0 general 0 general 0
OG0005421 general 0 general 0 NA NA
OG0005423 general 0 general 0 general 0
OG0005425 general 0 general 0 general 0
OG0005426 general 0 general 0 general 0
OG0005427 general 0 general 0 general 0
OG0005428 general 0 general 0 general 0
OG0005429 general 0 general 0 general 0
OG0005431 alternative 0 general 0 alternative 30
OG0005432 general 0 general 0 general 0
OG0005433 general 0 general 0 general 0
OG0005434 general 0 general 0 general 0
OG0005435 general 0 general 0 general 0
OG0005436 general 0 general 0 general 0
OG0005437 general 0 alternative 4 general 0
OG0005438 general 0 general 0 general 0
OG0005440 general 0 general 0 general 0
OG0005441 general 0 general 0 alternative 63
OG0005442 general 0 general 0 general 0
OG0005443 general 0 NA NA alternative 10
OG0005444 general 0 general 0 general 0
OG0005446 general 0 general 0 alternative 20
OG0005448 general 0 general 0 alternative 7
OG0005449 general 0 general 0 general 0
OG0005451 general 0 general 0 general 0
OG0005452 general 0 general 0 general 0
OG0005453 general 0 general 0 general 0
OG0005454 general 0 general 0 general 0
OG0005455 alternative 4 general 0 general 0
OG0005456 general 0 alternative 5 general 0
OG0005458 general 0 general 0 general 0
OG0005459 general 0 general 0 general 0
OG0005460 general 0 general 0 general 0
OG0005461 general 0 general 0 general 0
OG0005462 general 0 general 0 general 0
OG0005463 general 0 general 0 general 0
OG0005464 general 0 general 0 general 0
OG0005465 general 0 alternative 0 general 0
OG0005466 general 0 general 0 general 0
OG0005467 general 0 general 0 general 0
OG0005469 general 0 general 0 general 0
OG0005470 general 0 general 0 alternative 2
OG0005471 general 0 general 0 general 0
OG0005472 general 0 general 0 general 0
OG0005473 general 0 general 0 general 0
OG0005476 general 0 general 0 general 0
OG0005478 general 0 general 0 alternative 13
OG0005479 general 0 general 0 general 0
OG0005481 general 0 general 0 alternative 1
OG0005482 general 0 general 0 general 0
OG0005483 general 0 general 0 general 0
OG0005484 general 0 general 0 general 0
OG0005485 general 0 general 0 general 0
OG0005486 general 0 general 0 general 0
OG0005488 general 0 alternative 1 general 0
OG0005489 general 0 general 0 general 0
OG0005490 general 0 general 0 alternative 2
OG0005491 general 0 general 0 general 0
OG0005492 general 0 general 0 general 0
OG0005496 general 0 alternative 2 general 0
OG0005498 NA NA general 0 general 0
OG0005499 general 0 general 0 general 0
OG0005500 general 0 general 0 general 0
OG0005501 general 0 general 0 general 0
OG0005502 alternative 14 general 0 general 0
OG0005503 general 0 general 0 general 0
OG0005504 general 0 general 0 general 0
OG0005505 general 0 general 0 general 0
OG0005506 general 0 general 0 general 0
OG0005507 general 0 general 0 general 0
OG0005508 general 0 general 0 general 0
OG0005509 general 0 general 0 general 0
OG0005510 general 0 general 0 general 0
OG0005511 general 0 general 0 general 0
OG0005512 NA NA general 0 NA NA
OG0005514 general 0 general 0 general 0
OG0005515 general 0 general 0 alternative 0
OG0005516 general 0 alternative 8 general 0
OG0005517 general 0 alternative 0 general 0
OG0005518 general 0 alternative 20 alternative 5
OG0005519 general 0 general 0 general 0
OG0005520 general 0 general 0 general 0
OG0005523 general 0 general 0 general 0
OG0005524 alternative 4 alternative 0 NA NA
OG0005525 general 0 general 0 general 0
OG0005527 general 0 general 0 general 0
OG0005528 general 0 general 0 general 0
OG0005529 general 0 general 0 general 0
OG0005530 general 0 general 0 general 0
OG0005531 general 0 alternative 1 general 0
OG0005532 alternative 14 general 0 general 0
OG0005534 alternative 1 general 0 general 0
OG0005535 general 0 general 0 general 0
OG0005536 general 0 general 0 general 0
OG0005537 general 0 general 0 general 0
OG0005538 alternative 3 general 0 general 0
OG0005539 general 0 general 0 general 0
OG0005540 general 0 general 0 general 0
OG0005541 alternative 1 general 0 general 0
OG0005543 general 0 general 0 alternative 4
OG0005544 general 0 general 0 general 0
OG0005545 general 0 general 0 general 0
OG0005546 general 0 general 0 general 0
OG0005547 general 0 general 0 general 0
OG0005548 general 0 general 0 general 0
OG0005550 general 0 alternative 0 general 0
OG0005551 general 0 general 0 general 0
OG0005552 general 0 general 0 general 0
OG0005553 general 0 general 0 general 0
OG0005554 general 0 general 0 general 0
OG0005557 general 0 general 0 general 0
OG0005558 general 0 general 0 general 0
OG0005559 general 0 general 0 general 0
OG0005560 general 0 general 0 general 0
OG0005561 general 0 general 0 general 0
OG0005562 general 0 general 0 general 0
OG0005563 general 0 general 0 general 0
OG0005564 general 0 general 0 general 0
OG0005567 general 0 general 0 general 0
OG0005568 general 0 NA NA general 0
OG0005569 general 0 general 0 alternative 11
OG0005570 alternative 6 general 0 general 0
OG0005571 alternative 8 general 0 general 0
OG0005572 general 0 general 0 general 0
OG0005573 general 0 general 0 general 0
OG0005574 alternative 1 general 0 general 0
OG0005575 general 0 NA NA general 0
OG0005576 general 0 general 0 general 0
OG0005577 general 0 general 0 NA NA
OG0005578 general 0 general 0 NA NA
OG0005579 general 0 general 0 general 0
OG0005580 general 0 general 0 alternative 0
OG0005581 general 0 general 0 general 0
OG0005582 general 0 general 0 general 0
OG0005583 general 0 alternative 8 general 0
OG0005584 general 0 general 0 general 0
OG0005585 general 0 general 0 general 0
OG0005586 general 0 general 0 general 0
OG0005587 general 0 alternative 0 alternative 0
OG0005588 general 0 general 0 general 0
OG0005589 general 0 general 0 general 0
OG0005590 alternative 0 general 0 general 0
OG0005591 general 0 general 0 general 0
OG0005592 general 0 general 0 general 0
OG0005593 general 0 general 0 general 0
OG0005594 general 0 general 0 general 0
OG0005595 general 0 general 0 general 0
OG0005596 general 0 general 0 alternative 37
OG0005597 general 0 general 0 general 0
OG0005598 general 0 general 0 general 0
OG0005599 general 0 general 0 general 0
OG0005600 general 0 general 0 general 0
OG0005601 general 0 alternative 20 general 0
OG0005602 general 0 general 0 general 0
OG0005603 general 0 general 0 alternative 12
OG0005605 alternative 10 general 0 general 0
OG0005606 general 0 general 0 alternative 4
OG0005609 general 0 general 0 general 0
OG0005610 general 0 alternative 4 general 0
OG0005611 alternative 1 general 0 general 0
OG0005612 alternative 10 general 0 general 0
OG0005613 general 0 general 0 general 0
OG0005615 general 0 general 0 general 0
OG0005616 general 0 general 0 general 0
OG0005617 general 0 general 0 general 0
OG0005619 general 0 general 0 general 0
OG0005620 general 0 general 0 general 0
OG0005622 general 0 general 0 general 0
OG0005623 alternative 2 general 0 general 0
OG0005624 general 0 general 0 general 0
OG0005625 general 0 general 0 general 0
OG0005626 general 0 general 0 general 0
OG0005628 general 0 general 0 general 0
OG0005629 general 0 general 0 general 0
OG0005630 general 0 NA NA general 0
OG0005632 general 0 general 0 general 0
OG0005633 general 0 general 0 general 0
OG0005634 general 0 general 0 alternative 2
OG0005635 general 0 general 0 general 0
OG0005636 general 0 general 0 general 0
OG0005638 general 0 general 0 general 0
OG0005639 general 0 alternative 2 general 0
OG0005640 general 0 general 0 general 0
