OG BRO-BGM BAT-BGM BAT-BRO
OG0004816 5.84 -nan 3.28
OG0004817 1.52 0.53 0.98
OG0004818 12.30 105.79 106.16
OG0004819 3.64 1.64 2.95
OG0004820 4.25 1.71 4.18
OG0004821 9.94 2.02 9.31
OG0004822 1.52 1.29 1.52
OG0004823 2.90 2.83 2.52
OG0004824 4.00 1.99 3.95
OG0004825 4.89 4.43 2.09
OG0004826 3.03 2.11 2.51
OG0004827 1.57 0.81 1.68
OG0004828 6.90 1.60 7.55
OG0004829 4.52 9.26 8.26
OG0004830 4.09 3.02 3.84
OG0004831 2.49 1.52 2.93
OG0004832 4.14 1.64 3.04
OG0004833 4.12 1.88 3.98
OG0004834 1.92 1.14 1.48
OG0004835 27.76 24.25 13.84
OG0004836 17.89 7.05 16.69
OG0004838 2.45 2.08 1.99
OG0004839 7.75 3.12 9.12
OG0004841 2.65 1.35 2.37
OG0004842 14.16 12.16 4.50
OG0004843 3.38 1.25 3.74
OG0004844 2.55 1.60 2.92
OG0004846 9.86 3.03 16.38
OG0004847 1.88 1.19 2.28
OG0004848 3.09 29.23 43.41
OG0004849 14.64 4.07 5.57
OG0004850 18.24 17.43 1.42
OG0004851 5.45 0.69 5.60
OG0004852 5.88 1.82 6.11
OG0004853 0.97 0.64 1.62
OG0004854 4.99 3.26 4.04
OG0004855 1.80 0.60 1.20
OG0004856 3.69 1.12 3.91
OG0004857 2.47 1.33 3.08
OG0004858 2.97 2.59 2.93
OG0004859 25.40 24.63 2.52
OG0004861 2.66 1.49 2.69
OG0004862 3.47 2.92 3.95
OG0004863 11.96 2.21 5.19
OG0004864 2.01 1.63 2.16
OG0004866 6.66 3.16 6.20
OG0004867 2.72 1.37 3.09
OG0004868 2.01 0.81 2.16
OG0004869 9.99 18.92 20.78
OG0004871 3.82 2.04 3.83
OG0004872 1.95 0.64 1.85
OG0004873 3.95 2.58 2.29
OG0004874 5.27 2.31 4.41
OG0004875 2.80 1.20 3.55
OG0004876 3.07 0.91 2.88
OG0004877 4.44 3.12 4.75
OG0004878 2.14 1.29 2.30
OG0004879 8.92 8.22 1.61
OG0004880 2.91 1.84 3.94
OG0004882 3.57 2.64 4.31
OG0004883 34.55 48.71 4.18
OG0004884 15.12 4.80 16.26
OG0004885 7.98 6.30 7.06
OG0004886 2.77 1.86 13.77
OG0004887 3.24 0.45 2.77
OG0004888 1.89 0.63 1.73
OG0004889 4.68 4.51 5.87
OG0004890 2.68 2.29 3.26
OG0004891 2.63 1.23 3.59
OG0004892 14.09 34.94 39.43
OG0004893 105.66 5.55 8.88
OG0004894 7.00 2.63 11.82
OG0004895 10.14 1.17 6.11
OG0004896 3.45 2.44 3.37
OG0004897 3.80 0.74 2.23
OG0004898 2.24 0.74 2.57
OG0004900 7.02 4.40 3.20
OG0004901 2.71 0.97 2.50
OG0004902 1.58 0.47 2.06
OG0004903 15.56 3.76 13.58
OG0004905 3.37 2.15 3.74
OG0004906 4.06 1.87 4.19
OG0004907 2.21 1.31 2.28
OG0004908 4.00 2.35 4.25
OG0004909 14.53 8.83 5.32
OG0004910 4.10 0.86 3.52
OG0004911 1.36 2.39 3.44
OG0004912 8.77 5.55 4.34
OG0004913 2.43 0.91 2.86
OG0004914 1.76 1.30 1.21
OG0004915 3.40 1.63 4.83
OG0004916 6.73 6.09 3.67
OG0004917 1.44 1.10 1.74
OG0004918 55.16 105.25 2.72
OG0004919 12.03 3.35 12.95
OG0004920 3.25 1.23 2.94
OG0004921 0.72 0.50 0.93
OG0004922 12.59 8.09 22.67
OG0004923 5.22 3.86 4.07
OG0004924 8.28 8.20 0.99
OG0004925 5.15 1.27 5.61
OG0004926 19.75 7.34 1.72
OG0004927 3.74 1.83 3.58
OG0004928 6.18 5.55 8.26
OG0004929 2.11 4.02 4.71
OG0004930 8.70 1.27 7.94
OG0004931 2.61 0.78 3.63
OG0004932 5.86 4.18 4.13
OG0004933 4.77 1.67 3.72
OG0004934 0.86 0.62 1.01
OG0004935 1.62 1.29 2.44
OG0004936 5.59 1.70 2.30
OG0004938 2.21 1.51 2.07
OG0004939 4.20 0.96 4.54
OG0004940 1.89 1.33 2.51
OG0004941 5.06 4.17 7.12
OG0004942 3.37 1.54 3.35
OG0004943 1.92 1.15 1.92
OG0004944 5.17 3.70 5.03
OG0004945 2.85 0.94 3.34
OG0004946 3.05 1.11 3.05
OG0004948 3.03 1.50 3.55
OG0004949 9.39 3.71 15.65
OG0004950 2.53 1.37 2.05
OG0004951 4.40 1.90 4.68
OG0004952 5.03 9.85 10.64
OG0004953 3.80 1.36 4.08
OG0004954 3.79 2.33 3.68
OG0004955 3.04 1.35 3.19
OG0004957 6.18 1.07 3.32
OG0004958 4.11 1.52 4.82
OG0004959 1.48 1.68 1.88
OG0004960 7.19 1.67 7.68
OG0004961 2.72 1.24 3.15
OG0004962 2.13 1.86 2.67
OG0004963 0.91 0.47 0.82
OG0004964 5.93 3.22 5.65
OG0004965 2.45 1.28 2.29
OG0004966 3.15 1.27 3.29
OG0004967 11.66 20.82 12.03
OG0004968 11.21 10.36 3.62
OG0004969 3.83 3.03 1.89
OG0004970 2.45 1.15 2.18
OG0004971 3.33 1.39 3.58
OG0004972 3.40 2.38 3.46
OG0004973 36.81 1.59 38.21
OG0004974 4.08 26.91 30.74
OG0004976 6.08 4.11 4.92
OG0004977 3.47 0.75 3.39
OG0004978 3.38 0.82 3.69
OG0004979 3.65 17.03 18.71
OG0004980 0.74 0.50 1.07
OG0004981 3.39 1.58 3.48
OG0004983 9.77 8.32 2.58
OG0004984 2.62 0.84 2.63
OG0004985 5.89 8.57 6.65
OG0004986 4.57 2.57 4.70
OG0004987 4.22 1.06 4.11
OG0004988 1.64 1.22 2.17
OG0004989 57.58 3.28 59.72
OG0004990 6.74 1.99 6.29
OG0004991 5.07 1.25 5.25
OG0004992 5.40 1.41 4.00
OG0004993 5.42 3.21 3.56
OG0004994 95.26 96.63 6.90
OG0004995 2.79 1.28 2.93
OG0004996 4.41 1.96 4.88
OG0004997 4.11 3.30 4.06
OG0004999 2.99 2.93 2.73
OG0005000 12.17 10.58 3.03
OG0005001 4.31 1.69 3.42
OG0005002 8.75 4.75 8.75
OG0005004 0.98 0.88 1.25
OG0005005 4.76 2.47 2.32
OG0005006 3.36 1.20 3.62
OG0005007 2.49 0.43 2.27
OG0005008 5.63 3.27 5.57
OG0005009 11.04 6.61 10.02
OG0005010 4.43 0.53 3.90
OG0005011 6.25 2.06 5.35
OG0005012 1.89 0.73 2.44
OG0005013 2.90 0.96 3.13
OG0005014 8.71 3.63 8.52
OG0005015 5.00 1.84 5.41
OG0005016 2.15 1.32 2.54
OG0005018 4.25 3.07 4.00
OG0005019 3.14 2.16 2.16
OG0005020 4.67 3.10 4.62
OG0005021 1.59 0.47 1.43
OG0005022 3.46 1.79 4.31
OG0005025 3.54 1.50 3.59
OG0005026 4.40 2.24 5.13
OG0005027 6.68 1.66 3.47
OG0005028 1.87 0.72 1.72
OG0005029 1.38 0.60 1.29
OG0005031 2.66 1.08 2.24
OG0005032 1.21 0.94 1.70
OG0005033 5.27 0.66 5.27
OG0005034 1.87 1.11 1.99
OG0005035 1.67 0.83 1.73
OG0005036 1.15 0.55 1.48
OG0005037 1.26 0.75 1.41
OG0005038 10.87 3.72 10.40
OG0005039 2.40 3.08 2.60
OG0005040 6.51 0.93 7.03
OG0005042 3.91 1.00 3.77
OG0005043 6.40 1.59 6.23
OG0005044 6.65 0.76 6.55
OG0005045 0.30 0.14 0.10
OG0005046 5.67 2.62 5.03
OG0005047 2.60 0.94 2.60
OG0005048 7.70 6.45 1.76
OG0005049 3.38 1.85 3.50
OG0005050 2.61 2.80 2.76
OG0005051 0.81 1.31 4.09
OG0005052 10.70 11.67 7.31
OG0005054 3.13 3.11 5.36
OG0005055 62.54 10.51 4.53
OG0005056 7.19 2.21 8.07
OG0005057 2.28 1.13 2.46
OG0005058 1.50 0.89 1.81
OG0005059 5.77 2.26 5.77
OG0005060 3.86 2.06 3.56
OG0005061 1.78 16.61 16.61
OG0005062 15.30 5.42 6.55
OG0005063 2.07 0.85 1.70
OG0005064 2.43 0.91 2.37
OG0005065 2.00 0.71 2.08
OG0005066 0.92 0.31 1.23
OG0005067 5.64 2.84 4.83
OG0005068 2.35 1.58 2.70
OG0005069 1.78 0.68 1.65
OG0005070 2.98 1.54 2.86
OG0005071 15.69 6.20 17.91
OG0005072 2.81 5.93 3.38
OG0005073 3.62 1.71 3.76
OG0005074 4.06 0.72 3.61
OG0005075 2.89 1.36 2.71
OG0005076 2.99 1.76 2.59
OG0005077 1.07 0.67 1.48
OG0005078 2.95 1.69 1.86
OG0005079 1.96 0.71 2.24
OG0005080 0.81 1.16 1.05
OG0005081 2.05 0.51 1.88
OG0005082 1.62 1.02 2.52
OG0005083 2.01 1.00 2.24
OG0005084 2.28 0.41 2.28
OG0005085 2.92 0.95 3.00
OG0005086 3.57 1.57 1.57
OG0005087 4.18 1.98 4.08
OG0005088 4.48 1.07 4.21
OG0005089 10.48 1.38 9.71
OG0005090 4.47 1.84 4.85
OG0005091 18.43 14.94 34.90
OG0005092 1.40 4.41 4.66
OG0005093 2.37 1.28 1.72
OG0005094 4.06 3.40 4.43
OG0005095 2.08 2.66 2.92
OG0005096 1.53 1.28 1.54
OG0005097 3.08 1.95 2.43
OG0005098 5.61 2.58 5.14
OG0005099 4.94 2.79 4.82
OG0005100 2.84 1.10 2.84
OG0005101 2.53 1.22 6.10
OG0005102 6.69 3.45 7.81
OG0005103 0.96 0.48 1.44
OG0005104 4.14 8.14 10.10
OG0005105 22.00 0.62 21.79
OG0005106 1.63 0.94 2.86
OG0005107 3.95 2.71 3.80
OG0005108 1.97 1.57 1.97
OG0005109 5.03 5.03 5.17
OG0005110 65.66 64.42 5.68
OG0005111 1.97 1.03 2.40
OG0005112 4.31 4.10 1.39
OG0005113 3.06 1.58 2.38
OG0005114 7.17 4.03 7.46
OG0005115 4.81 1.38 5.05
OG0005116 3.87 1.48 3.29
OG0005118 5.98 37.59 34.09
OG0005120 2.37 2.95 4.58
OG0005121 1.68 1.68 1.92
OG0005122 2.34 1.31 3.55
OG0005123 2.82 0.59 2.56
OG0005124 3.66 2.21 5.08
OG0005125 2.42 1.52 2.42
OG0005127 2.72 2.44 2.31
OG0005128 4.67 1.08 4.67
OG0005130 4.29 2.48 4.04
OG0005131 3.05 1.75 3.42
OG0005132 6.24 3.87 7.41
OG0005133 116.09 132.98 88.17
OG0005134 5.99 4.29 5.75
OG0005135 7.76 5.77 2.61
OG0005136 5.49 4.12 4.55
OG0005137 4.21 3.25 4.00
OG0005138 2.53 1.51 1.87
OG0005139 6.59 2.27 5.50
OG0005140 9.28 4.35 6.35
OG0005141 10.21 6.44 4.78
OG0005142 2.70 2.47 3.01
OG0005143 2.84 1.24 2.44
OG0005144 21.21 1.57 1.83
OG0005145 28.58 4.49 2.13
OG0005146 22.76 4.92 9.33
OG0005147 2.74 7.82 4.51
OG0005148 2.83 1.52 3.54
OG0005149 17.07 10.80 7.88
OG0005150 1.08 0.93 1.62
OG0005151 11.83 12.55 4.37
OG0005152 9.17 5.10 9.06
OG0005153 4.60 1.97 5.10
OG0005154 4.82 1.35 4.46
OG0005155 2.54 1.17 2.13
OG0005156 7.48 7.80 2.10
OG0005157 20.07 2.50 5.03
OG0005158 5.94 4.81 1.75
OG0005159 1.53 0.76 2.38
OG0005160 3.40 3.12 4.54
OG0005161 2.45 1.48 2.26
OG0005162 1.02 0.51 1.28
OG0005163 7.22 5.08 6.86
OG0005164 5.52 3.56 4.78
OG0005165 6.64 2.88 5.12
OG0005166 1.43 1.33 1.76
OG0005167 3.65 7.93 9.52
OG0005168 9.75 5.95 7.43
OG0005169 5.83 1.09 5.77
OG0005170 0.57 0.29 0.67
OG0005171 3.50 0.92 4.02
OG0005172 3.68 1.99 4.17
OG0005173 5.26 1.69 5.70
OG0005174 3.32 0.70 3.45
OG0005175 1.65 1.31 1.17
OG0005176 1.51 1.13 1.47
OG0005177 1.97 0.98 2.62
OG0005178 5.61 1.48 6.41
OG0005179 4.67 3.21 5.50
OG0005180 2.78 2.56 2.78
OG0005181 2.27 1.89 1.75
OG0005182 6.63 7.97 3.21
OG0005183 4.10 1.21 4.74
OG0005184 2.33 2.49 3.44
OG0005185 2.10 0.78 2.36
OG0005186 24.21 83.49 74.28
OG0005187 2.91 1.50 3.03
OG0005188 4.04 3.53 7.17
OG0005189 5.08 6.98 10.64
OG0005190 3.41 5.96 2.80
OG0005192 5.56 2.09 5.94
OG0005193 3.22 2.39 3.83
OG0005194 6.13 1.17 3.27
OG0005195 5.07 1.59 4.64
OG0005196 7.04 6.22 1.82
OG0005197 93.83 18.16 92.09
OG0005198 4.45 1.82 4.30
OG0005199 1.44 0.87 1.31
OG0005200 3.47 1.53 3.74
OG0005201 2.19 0.91 2.19
OG0005202 4.24 2.33 4.30
OG0005203 4.09 1.39 4.40
OG0005204 7.60 1.81 8.30
OG0005205 2.19 2.05 2.70
OG0005206 2.29 0.91 1.82
OG0005207 1.09 0.86 0.96
OG0005208 8.09 2.97 9.21
OG0005209 2.10 1.37 2.29
OG0005210 4.43 1.09 4.16
OG0005211 2.52 1.60 2.28
OG0005212 3.62 2.34 3.72
OG0005213 3.44 1.69 3.29
OG0005214 3.22 1.63 3.60
OG0005215 3.18 1.56 3.81
OG0005216 5.24 2.38 5.27
OG0005217 2.59 1.66 4.05
OG0005218 5.87 2.28 4.51
OG0005219 1.93 0.80 2.99
OG0005220 2.77 4.12 2.89
OG0005221 0.68 1.02 1.02
OG0005222 2.31 1.51 2.37
OG0005223 2.50 1.59 2.40
OG0005224 1.54 0.47 2.40
OG0005225 6.80 3.77 4.66
OG0005226 20.98 57.76 51.07
OG0005227 2.70 0.54 2.47
OG0005228 3.33 1.39 3.22
OG0005230 2.55 1.05 2.60
OG0005231 5.40 4.05 5.83
OG0005232 2.34 6.94 7.91
OG0005233 6.07 1.60 5.77
OG0005235 9.01 1.10 9.69
OG0005236 5.77 0.72 3.39
OG0005237 2.55 0.72 2.10
OG0005238 14.68 9.54 4.25
OG0005239 4.10 2.50 4.31
OG0005240 2.58 1.00 2.58
OG0005241 2.90 0.95 2.63
OG0005242 4.10 2.18 4.17
OG0005243 4.70 2.61 4.46
OG0005244 3.93 1.41 4.03
OG0005245 5.62 3.95 6.38
OG0005247 3.14 1.73 2.52
OG0005248 19.77 13.19 17.75
OG0005249 7.78 2.48 8.49
OG0005250 1.36 0.90 1.62
OG0005251 3.07 2.38 3.97
OG0005253 1.63 1.36 2.32
OG0005254 2.18 1.67 2.59
OG0005255 5.43 3.10 5.13
OG0005256 1.19 4.00 4.27
OG0005257 3.33 1.83 4.20
OG0005258 1.86 1.12 1.81
OG0005259 15.79 38.96 12.65
OG0005260 1.88 2.71 1.95
OG0005261 1.04 2.78 1.25
OG0005262 4.45 3.61 3.70
OG0005263 2.84 0.57 3.22
OG0005265 18.22 16.49 2.30
OG0005266 2.33 0.87 2.78
OG0005267 0.58 0.94 1.74
OG0005268 4.82 1.75 4.83
OG0005269 12.14 9.86 5.92
OG0005270 5.77 2.10 5.67
OG0005271 14.94 14.61 1.99
OG0005272 3.66 2.42 5.22
OG0005273 4.00 0.81 2.62
OG0005274 2.01 1.62 1.76
OG0005275 3.08 2.29 2.49
OG0005276 6.08 17.88 10.21
OG0005277 4.63 2.53 3.54
OG0005279 1.51 0.83 1.34
OG0005280 10.70 6.74 19.63
OG0005281 1.72 0.55 1.92
OG0005282 21.47 0.84 20.59
OG0005283 1.14 0.27 1.43
OG0005284 5.86 3.29 5.38
OG0005285 7.58 3.57 12.83
OG0005286 5.85 3.07 6.59
OG0005287 5.22 1.70 5.49
OG0005288 3.21 1.99 4.04
OG0005289 1.92 1.53 1.15
OG0005290 2.40 38.76 40.71
OG0005291 1.41 0.84 1.20
OG0005293 1.81 1.02 2.05
OG0005294 1.98 1.05 1.78
OG0005295 1.34 0.76 1.34
OG0005296 7.02 1.64 7.02
OG0005297 3.14 1.80 3.36
OG0005299 4.61 1.59 3.54
OG0005300 1.46 10.10 1.46
OG0005301 3.56 1.37 4.20
OG0005302 7.06 1.64 5.91
OG0005303 5.26 2.80 4.64
OG0005305 3.86 1.91 3.86
OG0005306 7.27 2.75 6.64
OG0005307 1.70 1.73 2.03
OG0005308 7.80 6.38 2.29
OG0005309 5.99 5.40 2.02
OG0005310 1.72 0.79 1.79
OG0005311 4.07 2.30 3.67
OG0005312 14.05 1.83 13.22
OG0005313 12.88 10.75 5.49
OG0005314 3.76 1.58 3.60
OG0005315 4.80 2.00 5.30
OG0005316 8.83 2.28 7.57
OG0005317 4.47 4.98 5.71
OG0005318 1.31 1.58 1.31
OG0005319 2.11 2.13 1.82
OG0005320 1.24 0.66 1.58
OG0005321 5.12 2.92 5.58
OG0005322 3.12 164.79 8.69
OG0005324 4.80 0.52 4.25
OG0005325 5.14 1.69 3.60
OG0005326 3.13 1.33 9.39
OG0005327 14.94 6.59 13.67
OG0005328 2.75 0.95 2.80
OG0005329 3.07 1.87 3.58
OG0005330 14.12 11.09 1.66
OG0005331 2.34 1.16 2.21
OG0005332 3.27 1.66 4.44
OG0005333 4.87 24.69 20.48
OG0005334 4.04 2.40 3.43
OG0005335 6.40 2.64 6.77
OG0005336 7.30 0.84 7.10
OG0005337 2.40 0.50 2.43
OG0005338 2.15 1.70 1.07
OG0005339 2.64 1.30 2.14
OG0005340 1.20 1.50 2.11
OG0005341 7.16 0.80 8.21
OG0005343 2.18 1.56 2.61
OG0005344 2.52 1.53 2.85
OG0005345 3.40 3.01 0.82
OG0005346 21.19 4.13 34.73
OG0005347 5.40 3.00 5.40
OG0005348 5.05 2.04 3.27
OG0005350 3.48 1.36 3.40
OG0005351 5.33 2.90 6.17
OG0005352 3.94 3.37 2.43
OG0005353 6.00 3.18 5.94
OG0005354 0.38 -0.00 0.63
OG0005355 5.72 4.31 2.57
OG0005356 14.20 5.68 8.31
OG0005357 2.16 1.04 2.16
OG0005358 6.02 4.43 3.20
OG0005359 1.91 0.95 2.23
OG0005360 2.59 1.24 2.86
OG0005361 4.10 1.85 4.25
OG0005362 0.69 -0.00 2.28
OG0005363 2.53 1.21 3.29
OG0005364 2.99 1.98 2.08
OG0005365 2.29 0.80 2.29
OG0005366 2.06 1.02 2.45
OG0005367 1.64 2.09 1.64
OG0005368 3.11 1.22 3.11
OG0005369 4.65 1.22 4.02
OG0005370 6.22 3.44 7.22
OG0005372 8.23 1.73 7.97
OG0005373 3.66 1.54 3.61
OG0005374 2.63 0.78 2.36
OG0005375 9.05 2.25 9.62
OG0005376 1.13 3.71 1.41
OG0005377 10.41 9.36 3.35
OG0005378 7.01 4.50 5.18
OG0005379 5.22 2.65 4.99
OG0005380 3.88 3.17 1.73
OG0005381 4.50 0.70 37.63
OG0005382 5.22 2.79 5.59
OG0005383 2.52 2.13 1.93
OG0005384 4.06 4.32 5.97
OG0005385 2.54 1.68 3.40
OG0005386 4.66 1.16 4.52
OG0005387 1.00 0.57 1.58
OG0005388 5.81 7.60 4.69
OG0005389 3.01 1.90 2.76
OG0005391 2.24 0.83 2.10
OG0005392 4.42 1.06 5.40
OG0005393 2.81 0.52 1.68
OG0005394 2.46 1.79 2.70
OG0005395 1.96 0.78 2.22
OG0005396 6.08 0.77 5.41
OG0005397 8.89 7.64 1.22
OG0005398 1.29 0.74 1.68
OG0005399 3.07 1.92 3.19
OG0005400 3.66 3.95 4.61
OG0005401 5.40 1.72 5.69
OG0005402 2.13 1.55 2.40
OG0005403 2.39 0.99 2.35
OG0005404 9.05 7.45 3.76
OG0005405 4.74 1.84 4.64
OG0005406 8.98 7.80 1.50
OG0005408 1.66 3.06 1.18
OG0005409 6.44 5.94 2.51
OG0005410 2.15 1.15 2.97
OG0005411 5.64 2.38 2.47
OG0005412 17.63 16.74 4.83
OG0005413 1.25 1.67 1.25
OG0005415 6.38 3.84 4.73
OG0005417 3.27 2.56 2.90
OG0005418 4.69 3.23 4.98
OG0005419 1.87 1.15 1.94
OG0005420 8.93 1.45 5.31
OG0005421 5.95 1.74 5.95
OG0005422 91.98 84.92 2.32
OG0005423 15.14 14.44 18.23
OG0005424 4.06 1.26 4.54
OG0005425 4.57 2.77 4.15
OG0005426 3.19 1.32 3.10
OG0005427 4.16 1.96 4.30
OG0005428 3.65 2.47 2.96
OG0005429 4.15 1.95 5.17
OG0005430 1.07 0.87 1.03
OG0005431 5.19 12.15 15.62
OG0005432 0.62 0.20 0.74
OG0005433 0.92 0.39 0.79
OG0005434 5.43 3.98 3.15
OG0005435 1.80 1.33 1.97
OG0005436 2.32 1.13 2.62
OG0005437 15.50 3.24 15.82
OG0005438 3.54 3.21 6.23
OG0005439 1.66 2.33 2.33
OG0005440 4.73 7.60 6.67
OG0005441 3.36 1.96 5.27
OG0005442 2.55 1.94 2.97
OG0005443 3.80 0.95 3.80
OG0005444 6.11 4.76 7.15
OG0005445 7.80 0.92 7.42
OG0005446 1.83 1.04 1.48
OG0005447 4.12 2.09 3.54
OG0005448 3.32 1.35 3.52
OG0005449 1.46 1.02 1.46
OG0005450 1.21 1.68 1.83
OG0005451 9.08 11.95 3.85
OG0005452 6.33 1.43 6.50
OG0005453 4.76 3.19 5.43
OG0005454 7.26 9.03 2.15
OG0005455 3.46 1.82 4.41
OG0005456 2.52 0.45 2.18
OG0005457 4.39 0.67 4.25
OG0005459 3.09 0.87 2.46
OG0005460 10.56 8.55 4.67
OG0005461 7.52 3.80 8.12
OG0005462 17.21 1.46 14.71
OG0005463 5.31 3.82 3.73
OG0005464 2.31 1.95 1.90
OG0005465 3.24 15.39 16.30
OG0005466 3.05 10.37 12.76
OG0005467 4.23 0.85 4.23
OG0005468 3.74 1.47 3.05
OG0005469 7.38 4.48 8.36
OG0005470 1.53 0.82 1.79
OG0005471 5.15 3.13 5.89
OG0005472 7.30 2.79 6.93
OG0005473 3.78 1.92 2.72
OG0005474 2.07 1.16 2.62
OG0005475 7.57 3.44 4.36
OG0005476 1.60 2.90 3.61
OG0005477 1.15 0.94 1.46
OG0005478 2.59 2.20 3.20
OG0005479 2.54 1.17 2.76
OG0005480 30.30 24.35 14.82
OG0005481 2.02 1.21 2.02
OG0005482 2.72 0.71 2.44
OG0005483 3.01 1.44 2.95
OG0005484 3.46 2.64 3.10
OG0005485 3.73 1.89 3.62
OG0005486 7.74 4.49 8.40
OG0005488 10.49 1.80 2.01
OG0005489 38.82 38.26 10.37
OG0005490 4.08 1.34 4.25
OG0005491 1.98 0.52 1.80
OG0005492 3.38 0.60 2.99
OG0005493 3.06 2.22 2.74
OG0005495 7.51 1.94 5.20
OG0005497 32.85 1.71 39.22
OG0005499 4.95 2.57 4.51
OG0005501 20.72 17.54 3.14
OG0005502 6.23 3.11 7.09
OG0005503 2.80 0.97 2.80
OG0005504 3.27 1.61 3.11
OG0005505 2.68 1.84 2.46
OG0005506 5.11 3.60 4.71
OG0005507 3.21 1.97 3.89
OG0005508 3.30 1.21 5.31
OG0005509 1.51 1.16 2.83
OG0005510 1.54 1.76 1.88
OG0005511 5.17 4.98 1.29
OG0005512 21.06 28.19 13.30
OG0005513 9.98 4.20 7.37
OG0005514 30.73 27.12 30.41
OG0005515 4.37 1.55 4.76
OG0005516 12.03 11.79 5.99
OG0005517 2.99 2.59 3.88
OG0005518 1.71 0.77 1.77
OG0005519 8.74 3.38 9.39
OG0005520 5.27 0.92 5.52
OG0005521 6.91 2.30 6.29
OG0005522 4.63 1.65 1.77
OG0005523 2.13 1.24 2.64
OG0005524 4.03 2.24 3.93
OG0005525 0.83 0.97 1.26
OG0005526 3.77 1.17 3.86
OG0005527 66.05 62.28 6.65
OG0005528 3.67 2.58 4.19
OG0005529 4.41 0.75 4.78
OG0005530 4.49 1.65 4.18
OG0005532 4.19 8.15 10.26
OG0005533 2.94 1.65 3.73
OG0005534 5.06 2.25 4.96
OG0005535 3.45 1.31 3.08
OG0005536 8.26 1.37 4.18
OG0005537 3.52 0.13 3.38
OG0005538 2.23 0.50 4.99
OG0005539 6.23 4.27 4.73
OG0005540 3.87 7.21 9.98
OG0005541 7.89 2.55 8.07
OG0005542 4.89 2.92 5.71
OG0005543 1.49 0.99 1.15
OG0005545 1.70 1.30 2.32
OG0005546 2.62 1.35 2.97
OG0005547 3.12 1.67 3.09
OG0005548 5.35 2.29 5.48
OG0005549 4.59 3.51 3.65
OG0005550 0.94 0.63 0.93
OG0005552 2.93 2.38 2.78
OG0005553 4.50 2.65 4.50
OG0005554 11.05 2.17 6.03
OG0005555 4.98 2.95 3.31
OG0005556 2.20 1.81 11.97
OG0005557 8.14 2.96 7.32
OG0005558 3.51 1.57 3.83
OG0005559 1.77 4.88 6.27
OG0005560 7.42 8.08 7.66
OG0005561 4.21 6.30 7.23
OG0005562 8.37 6.31 3.14
OG0005563 2.21 1.41 2.12
OG0005564 12.03 7.75 11.62
OG0005565 3.48 0.56 3.98
OG0005569 4.64 0.61 4.64
OG0005570 3.79 2.46 3.65
OG0005571 4.29 2.40 4.01
OG0005572 3.75 2.02 5.12
OG0005573 3.02 1.07 3.21
OG0005574 6.01 4.40 4.84
OG0005575 5.86 2.19 5.59
OG0005577 5.65 1.44 2.44
OG0005578 5.23 3.09 6.54
OG0005579 2.16 1.39 2.22
OG0005580 2.12 1.96 1.92
OG0005581 3.20 2.22 2.85
OG0005582 1.74 1.15 1.94
OG0005584 23.68 23.26 1.74
OG0005585 12.14 9.52 4.47
OG0005586 7.78 1.49 5.58
OG0005587 2.58 1.28 2.66
OG0005588 2.02 1.05 2.06
OG0005589 35.66 36.18 4.65
OG0005590 0.94 0.24 1.18
OG0005591 9.88 4.04 2.23
OG0005592 2.27 0.92 2.17
OG0005594 47.48 45.53 7.72
OG0005595 4.85 3.50 2.53
OG0005596 3.99 1.82 4.21
OG0005597 1.63 0.92 1.50
OG0005598 1.46 0.86 1.84
OG0005599 7.14 15.27 15.27
OG0005600 2.68 0.94 2.68
OG0005601 3.00 1.26 3.58
OG0005602 17.32 14.57 2.63
OG0005603 4.26 2.68 3.77
OG0005604 5.02 1.01 5.15
OG0005605 1.00 0.40 1.00
OG0005606 2.75 1.27 2.75
OG0005607 8.09 12.38 10.73
OG0005608 3.80 1.29 4.81
OG0005609 2.46 0.34 2.82
OG0005610 4.39 1.81 4.76
OG0005611 5.72 5.22 4.70
OG0005613 2.46 1.01 3.69
OG0005614 3.73 -0.00 3.73
OG0005615 2.90 2.65 3.00
OG0005616 3.99 2.83 3.25
OG0005617 4.42 1.33 4.42
OG0005618 1.63 1.08 1.81
OG0005619 3.03 1.55 3.09
OG0005620 2.89 1.20 2.75
OG0005621 4.06 1.91 4.20
OG0005622 3.45 1.77 3.26
OG0005623 4.15 1.51 3.76
OG0005624 2.72 14.25 3.76
OG0005625 8.71 4.04 6.37
OG0005626 6.29 5.36 6.98
OG0005627 3.75 2.81 3.66
OG0005628 7.15 1.64 6.38
OG0005629 114.92 4.26 48.50
OG0005630 7.15 4.25 6.85
OG0005631 5.31 2.51 9.42
OG0005632 2.41 0.91 2.17
OG0005633 5.33 2.32 5.69
OG0005634 7.56 4.73 9.22
OG0005635 3.41 2.14 3.15
OG0005636 4.49 1.81 4.05
OG0005637 2.56 1.32 2.78
OG0005638 4.68 1.27 4.05
OG0005639 2.56 0.89 3.18
OG0005640 2.60 1.76 2.91
OG0005641 1.54 0.91 1.36
OG0005642 6.60 1.60 7.17
OG0005643 2.69 0.29 2.68
OG0005644 1.61 0.66 1.32
OG0005645 3.96 1.82 1.95
OG0005646 3.22 1.11 1.92
OG0005647 4.03 1.50 3.59
OG0005648 2.64 1.72 3.08
OG0005649 18.14 14.52 89.10
OG0005650 2.26 1.38 2.39
OG0005652 8.35 7.36 3.52
