OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BAT_pval BGC_BRO BGC_BRO_pval BGC_BGM BGC_BGM_pval ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0004816 48.48368 47.30406 113.952 92.62655 32.15301 53.32462 NA 0.8510416 NA 0.1081489 NA 0.9921115 56.19002 56.87146 56.04915 0.03352955 0.02919442 0.03352955 0.4878758 0.4886072 0.4878758 0.3333333 0.3137255 0.3333333
OG0004817 1.208033 0.9909229 26.01672 30.29523 5.802934 7.562998 NA 0.4968303 NA 0.9997737 NA 0.9997748 47.62642 43.86423 45.84389 0.2396545 0.2835107 0.2396545 0.4333912 0.5355297 0.4333912 0.8235294 0.7647059 0.7647059
OG0004818 4.694682 3.932483 28.57674 16.15027 1.118987 4.346301 NA 0.9996808 NA 0.9996808 NA 0.9996808 31.31757 33.86187 32.31705 0.5044703 0.4835761 0.5044703 0.515435 0.4709776 0.515435 0.8717949 0.974359 0.8461538
OG0004819 1.827706 6.604656 31.58648 18.01739 3.768533 6.199446 NA 0.9974472 NA 0.04502284 NA 0.9974473 45.14789 43.7245 45.00833 0.2050427 0.217755 0.2050427 0.4654461 0.4674071 0.4654461 0.9006211 0.9130435 0.8944099
OG0004822 0.02944725 0.01867934 7.729456 5.622558 1.145962 2.115329 NA 0.7732462 NA 0.5134675 NA 0.9879834 52.95562 54.83884 54.50705 0.0662593 0.06687911 0.0662593 0.4090722 0.4108448 0.4090722 0.4475524 0.4685315 0.4475524
OG0004823 4.075237e-15 6.36174e-15 1.099877 1.219105 8.774458e-15 3.269587e-15 NA 0.9959266 NA 0.9959266 NA 0.9959266 53.18182 52.919 50.52875 0.2033201 0.2081384 0.2033201 0.3592303 0.3114909 0.3592303 0.609375 0.625 0.609375
OG0004824 1.227727 1.531261 17.33654 18.7801 0.2931592 2.53037 NA 0.9998311 NA 1 NA 0.9997987 49.71159 46.18742 48.97291 0.2088593 0.2614448 0.2088593 0.3811531 0.462972 0.3811531 0.2727273 0.2727273 0.2727273
OG0004825 1.366536 3.008245 17.9219 6.947249 2.914282 3.563135 NA 0.9993562 2.572679 6.537886e-05 NA 0.9993562 51.38269 42.08842 50.50925 0.1870692 0.2406769 0.1870692 0.3757416 0.5016826 0.3757416 0.5588235 0.6470588 0.6764706
OG0004826 6.931515 6.679836 94.37659 98.62247 8.503863 11.0586 NA 0.8458382 NA 0.9999277 NA 0.9999277 51.04208 54.56914 53.18333 0.1913736 0.1140832 0.1913736 0.4558137 0.4628316 0.4558137 0.5 0.375 0.5
OG0004827 5.885396 5.910945 7.153307 4.17834 37.94968 74.36406 NA 0.8217591 NA 0.1393291 NA 0.9997481 34.92714 37.72657 40.58188 0.2757404 0.323815 0.2757404 0.4642956 0.4636271 0.4642956 0.7605634 0.7887324 0.7746479
OG0004828 6.239848 5.084362 21.94351 11.36184 1.267739 5.153934 NA 0.7343614 NA 0.05500969 NA 1 45.64513 46.1422 47.05278 0.1761263 0.1921819 0.1761263 0.4414466 0.4478857 0.4414466 0.9411765 0.9705882 0.9705882
OG0004830 5.545359 2.791575 12.64048 10.07841 2.577359 0.632984 NA 0.1540126 NA 0.5843345 NA 0.08734768 55.43739 55.94348 56.44462 0.08364352 0.07905034 0.08364352 0.4108779 0.4264669 0.4108779 0.3958333 0.4375 0.3958333
OG0004831 0.1903083 2.450886 16.97207 9.908126 1.223869 2.103921 NA 1 NA 0.1270619 NA 1 57.57481 55.64731 56.94151 0.1016843 0.1053801 0.1016843 0.406039 0.4161322 0.406039 0.6385542 0.6506024 0.6144578
OG0004832 5.685111e-15 -1.679118e-17 4 4 4.871069e-17 1.030191e-15 NA 0.999989 NA 0.999981 NA 0.999989 58.4026 60.02908 58.4026 0.2513024 0.2225533 0.2513024 0.2058825 0.2189468 0.2058825 0.4871795 0.4615385 0.4871795
OG0004833 0.3434927 1.479071 12.23902 3.454273 69.83948 55.42585 NA 1 NA 0.01734318 NA 0.0468467 55.62622 54.72421 36.76612 0.4029512 0.1002062 0.4029512 0.6876802 0.4430628 0.6876802 0.8095238 0.9047619 0.8333333
OG0004834 4.546938 9.965188 17.38987 16.43553 2.968225 4.986382 NA 0.9962504 NA 0.8984034 NA 0.9962504 51.91807 53.29391 54.10073 0.1006685 0.1145311 0.1006685 0.430395 0.4401049 0.430395 0.7327586 0.75 0.7758621
OG0004835 0.7441269 1.140922 9.480026 11.26688 3.513346 9.146183 NA 0.9324357 NA 0.9324339 NA 0.9324339 55.75335 53.92875 55.51704 0.08412219 0.09255295 0.08412219 0.4180187 0.4176632 0.4180187 0.8604651 0.8604651 0.8604651
OG0004836 -9.952044e-14 -1.140191e-13 18.03375 7.113838 5.960022 2.040113 NA 1 NA 0.02961064 NA 0.153711 60.05346 59.37822 59.71686 0.03664727 0.04271777 0.03664727 0.4415892 0.4398359 0.4415892 0.5375 0.5625 0.55
OG0004837 2.738206 1.96996 5.752251 9.142806 4.294125 4.73314 NA 0.3265471 NA 0.9997661 NA 0.6338684 28.39235 39.47559 31.05348 0.5725354 0.4102153 0.5725354 0.5510788 0.3438545 0.5510788 0.9166667 0.8333333 0.9166667
OG0004838 0.09196455 1.515112 8.143763 10.89463 3.331789 5.42209 NA 0.8961046 NA 0.8960971 NA 0.8960971 40.12463 37.92994 38.48262 0.3485988 0.3906989 0.3485988 0.4576412 0.4558136 0.4576412 0.7 0.9 0.8
OG0004839 1.390082 2.90677 6.786918 10.12107 4.666391 11.6758 NA 0.9979893 NA 0.9979893 NA 0.9981743 42.09262 35.85447 45.75813 0.2344702 0.6351132 0.2344702 0.4022557 0.6275396 0.4022557 0.9431818 0.9431818 0.9090909
OG0004841 4.762483 3.652117 13.03502 5.377303 3.68214 2.024426 NA 0.6282254 NA 0.05655968 NA 0.4346466 55.9918 54.50167 56.79287 0.08602972 0.1100332 0.08602972 0.4135316 0.4228324 0.4135316 0.704918 0.7213115 0.704918
OG0004843 1.897969 8.591512 6.084608 10.01825 3.02939 8.963031 NA 0.9995499 NA 0.9993247 NA 0.9993293 59.79347 59.61714 59.46221 0.04202435 0.04278286 0.04202435 0.4629648 0.4649843 0.4629648 0.5028249 0.5028249 0.5084746
OG0004844 1.068437 8.700424 19.57349 2.78306 1.445575 5.063876 NA 0.9999838 1.892524 0.000127383 NA 0.9999827 41.75511 38.66206 41.39017 0.2833456 0.3282457 0.2833456 0.4268401 0.4384826 0.4268401 0.9361702 0.9787234 0.9361702
OG0004845 5.714878 5.073654 13.39756 1.158838 1.667972 3.265151 NA 0.7302203 2.165301 0.0004546916 NA 0.9997703 43.10668 40.86055 36.46212 0.4570881 0.3823064 0.4570881 0.5552038 0.4864873 0.5552038 0.9172932 0.9323308 0.8947368
OG0004846 0.15831 0.75308 1.028718 2.349664 0.02135169 3.342297 NA 1 NA 0.9999465 NA 0.9999232 61 61 61 0.178948 0.1866267 0.178948 0.3247592 0.3279943 0.3247592 0.6282051 0.6153846 0.6025641
OG0004848 5.588425 8.94244 17.4768 19.89941 4.770503 8.546179 NA 0.9997548 NA 0.9542121 NA 0.9997549 35.99755 37.49946 34.45608 0.4042229 0.388934 0.4042229 0.4938764 0.4667928 0.4938764 0.8198198 0.8558559 0.8738739
OG0004849 6.317114 8.590966 14.24131 14.71282 8.473843 7.065719 NA 0.9991752 NA 0.809713 NA 0.5458035 51.81051 49.40983 50.38584 0.1238165 0.1454001 0.1238165 0.4570473 0.4579623 0.4570473 0.5754717 0.5377358 0.5754717
OG0004850 0.05666088 0.1066008 28.72874 27.07437 9.021278 44.0706 NA 0.9868935 NA 0.5326018 NA 0.9868935 53.29275 53.33824 58.59264 0.04116861 0.08817978 0.04116861 0.4685412 0.4720697 0.4685412 0.5454545 0.5227273 0.5454545
OG0004851 15.61488 29.65345 9.787725 12.44092 13.41172 8.84418 NA 0.9997363 NA 0.9997364 NA 0.05275413 37.12324 27.41314 29.39736 0.5890333 0.6615135 0.5890333 0.4555797 0.3867204 0.4555797 0.96875 0.96875 0.9375
OG0004852 44.7802 21.07808 33.27095 21.42927 27.25307 58.9465 2.003381 2.086083e-08 NA 0.02462179 NA 0.9992802 31.52808 33.28112 37.25794 0.3114997 0.4437369 0.3114997 0.4758633 0.5314839 0.4758633 0.9330986 0.9471831 0.943662
OG0004854 8.488184 15.71055 13.32031 12.83606 3.363071 5.885182 NA 0.9997457 NA 0.7160874 NA 0.9997457 49.49372 48.81108 51.05137 0.1355141 0.1414945 0.1355141 0.4491364 0.4555084 0.4491364 0.7357143 0.7571429 0.7428571
OG0004855 2.891763 2.050459 21.9118 15.12314 6.857202 1.131304 NA 0.6654362 NA 0.2254831 NA 0.005063507 61 61 61 0.06267274 0.06191993 0.06267274 0.3855736 0.4049426 0.3855736 0.4141414 0.4646465 0.4343434
OG0004857 1.216209 3.434724 27.03656 14.72422 37.95286 37.33436 NA 0.9989225 NA 0.01138083 NA 0.4675592 53.64909 53.14471 48.62055 0.1843102 0.1145069 0.1843102 0.5294728 0.4771083 0.5294728 0.6376812 0.6811594 0.6449275
OG0004858 0.06055279 2.001085 2.025606 0.9661387 1.034965 3.975498 NA 1 NA 0.4794947 NA 1 51.71991 56.43456 55.50386 0.1881388 0.1879899 0.1881388 0.2751431 0.283377 0.2751431 0.3636364 0.3636364 0.2954545
OG0004859 9.800986 7.169435 14.13476 13.20743 2.660205 5.844675 NA 0.1161322 NA 0.7357502 NA 0.9992796 56.49506 59.84002 60.15589 0.06280727 0.06156306 0.06280727 0.4314184 0.4392856 0.4314184 0.5604396 0.5274725 0.5054945
OG0004860 2.704758 5.589921 26.55904 21.07719 7.651955 6.786667 NA 0.9943339 NA 0.2035394 NA 0.7334571 53.98957 47.38269 54.60881 0.06665277 0.1022404 0.06665277 0.4550672 0.4740699 0.4550672 0.5172414 0.5344828 0.5086207
OG0004861 1.327755 5.652773 55.41629 33.83284 3.364319 1.966907 NA 0.9802661 NA 0.01686694 NA 0.5710186 51.38427 37.66515 49.10817 0.1679015 0.5033724 0.1679015 0.4385709 0.7000353 0.4385709 0.7733333 0.8 0.7733333
OG0004862 0.5401025 2.372069 7.210508 9.116301 1.220446 2.249525 NA 0.9988464 NA 0.9988464 NA 0.9988464 50.24796 45.72877 54.83255 0.1303169 0.2423171 0.1303169 0.3921577 0.4337255 0.3921577 0.6938776 0.7346939 0.7142857
OG0004863 15.01212 29.55555 55.11323 55.24034 27.04043 29.61271 NA 0.9996362 NA 0.5999623 NA 0.9998834 34.14538 34.34595 33.14603 0.4127847 0.3704445 0.4127847 0.5068941 0.4918713 0.5068941 0.869863 0.8630137 0.8630137
OG0004864 0.1941806 3.393917 6.259894 0.9913225 15.25746 9.367184 NA 0.9973073 NA 0.01365876 NA 0.1397874 57.29926 56.10376 53.37322 0.1541469 0.1220515 0.1541469 0.4200113 0.3947105 0.4200113 0.6458333 0.6770833 0.65625
OG0004865 12.76181 8.332244 68.13003 48.57957 33.37823 11.18724 NA 0.07927513 0.7870026 0.0003619487 1.481598 1.476708e-05 49.39416 50.13172 48.95482 0.1494198 0.1441645 0.1494198 0.519389 0.4757288 0.519389 0.6381579 0.6381579 0.6578947
OG0004866 1.284227 7.206349 11.73765 10.65596 2.22782 3.150489 NA 0.9998017 NA 0.834475 NA 0.9999613 59.39997 58.88617 58.3111 0.08826645 0.08059898 0.08826645 0.4194042 0.4215214 0.4194042 0.5698925 0.5913978 0.5698925
OG0004867 14.31941 17.05386 37.44291 26.85971 14.48322 16.76919 NA 1 NA 0.003869932 NA 1 44.8992 39.16067 42.59291 0.2454364 0.3260334 0.2454364 0.493419 0.5577551 0.493419 0.9183673 0.9795918 0.9387755
OG0004868 1.036364 4.966045 18.64674 4.991218 21.64247 25.62602 NA 0.991649 NA 0.001412093 NA 0.991649 58.90851 58.64229 58.61332 0.07126587 0.06203099 0.07126587 0.4260619 0.453558 0.4260619 0.5724638 0.5797101 0.5724638
OG0004869 2.091664 8.830069 18.61059 16.16368 6.555141 3.073644 NA 0.997244 NA 0.4382714 NA 0.2053641 56.12438 57.05141 54.76804 0.1323066 0.1182441 0.1323066 0.433201 0.4215948 0.433201 0.6725664 0.6814159 0.6902655
OG0004870 7.53196 9.534624 16.17616 13.0005 3.044793 9.869128 NA 0.9993196 NA 0.5667376 NA 0.9993198 56.91782 56.61923 56.7262 0.04524347 0.04431989 0.04524347 0.4698085 0.4720701 0.4698085 0.7985075 0.8022388 0.7723881
OG0004871 1 3 3.018489 0.007182706 -6.023293e-17 -3.943791e-14 NA 1 NA 0.060593 NA 1 53.5541 53.60871 51.9609 0.2490474 0.251989 0.2490474 0.2132885 0.2280658 0.2132885 0.3111111 0.3111111 0.3111111
OG0004872 2.896889 2.648793 16.37343 23.12417 15.32033 31.98413 NA 0.8471135 NA 0.993227 NA 0.9932268 57.61459 58.47153 58.69178 0.04502349 0.04511051 0.04502349 0.4407892 0.4453821 0.4407892 0.7428571 0.6571429 0.7142857
OG0004874 0.2968678 9.837986 12.21166 5.938181 3.161429 5.887948 NA 0.9972895 NA 0.1234315 NA 0.9972895 50.85186 48.7282 51.21258 0.1157774 0.1440733 0.1157774 0.4262148 0.4419192 0.4262148 0.7081081 0.7405405 0.7405405
OG0004875 1.884373 6.15264 81.8975 49.43569 9.824188 17.66431 NA 0.9988839 0.6946499 0.0002361447 NA 0.998884 51.62756 49.20532 50.6306 0.1439989 0.1594009 0.1439989 0.4949047 0.5192998 0.4949047 0.6796537 0.6753247 0.6969697
OG0004876 0.352965 3.031154 3.483357 4.759267 4.991416 2.669606 NA 0.9994797 NA 0.9994797 NA 0.3137179 58.27938 60.07012 57.43187 0.05872987 0.05229979 0.05872987 0.4363662 0.418267 0.4363662 0.5327869 0.5491803 0.5655738
OG0004877 0.2385887 2.851985 9.253273 2.000122 0.05124747 3.798097 NA 1 NA 0.01845782 NA 1 55.14453 47.54718 51.34491 0.1613706 0.1926118 0.1613706 0.4001076 0.4263838 0.4001076 0.6774194 0.7634409 0.7204301
OG0004878 0.02826036 5.059604 9.039656 2.02704 0.04818122 2.029036 NA 0.999863 NA 0.01880755 NA 0.999863 58.84927 56.61488 57.18501 0.1290622 0.1431419 0.1290622 0.359351 0.3688024 0.359351 0.597561 0.695122 0.6097561
OG0004879 4.179302 13.57102 26.78836 25.3049 6.096407 18.46283 NA 0.995418 NA 0.8257638 NA 0.995418 57.34728 56.76845 56.18338 0.04342622 0.04010185 0.04342622 0.4688996 0.470189 0.4688996 0.7666667 0.8 0.7666667
OG0004882 0.0001191149 5.088482e-05 3.000039 1.999971 2.970236e-05 0.9999615 NA 0.9895414 NA 0.6592075 NA 0.9895413 52.28913 52.18077 51.98229 0.1384995 0.140785 0.1384995 0.4164962 0.4194312 0.4164962 0.2416107 0.2416107 0.2348993
OG0004884 1.596659 7.040322 18.66599 12.3342 2.483487 7.150833 NA 1 NA 0.03140422 NA 1 29.51911 28.0446 30.16397 0.6044895 0.6375604 0.6044895 0.6462659 0.671921 0.6462659 0.9620253 0.9873418 0.9683544
OG0004885 4.996804 4.993313 8.342084 5.089879 3.929545 2.880223 NA 0.7817536 NA 0.137971 NA 0.4495202 49.78449 41.03036 44.42407 0.272887 0.2912978 0.272887 0.4274401 0.4772896 0.4274401 0.8 0.85 0.85
OG0004886 0.7751467 2.427815 3.047539 5.042818 0.9882371 2.983517 NA 0.9998575 NA 0.9998616 NA 0.9998591 57.66279 58.07154 57.61891 0.08660691 0.07891974 0.08660691 0.3636125 0.3672228 0.3636125 0.4285714 0.4126984 0.4285714
OG0004887 0.01296641 0.6871512 5.125267 6.009487 1.036974 1.990828 NA 0.9995504 NA 0.9995504 NA 0.9995504 48.89237 47.02884 48.60382 0.2007393 0.2231411 0.2007393 0.4357212 0.4590037 0.4357212 0.6732673 0.6831683 0.7029703
OG0004888 2.624664e-14 1.801032e-14 11.74409 4.357258 0.6795762 2.292746 NA 0.9999403 NA 0.03703012 NA 0.9999249 49.56138 49.88966 50.14164 0.1921202 0.1876699 0.1921202 0.3824881 0.3672746 0.3824881 0.6666667 0.5833333 0.6666667
OG0004889 3.867201 2.589551 2.684478 1.425716 27.863 10.51305 NA 0.5028936 NA 0.5279994 NA 0.001866149 36.29925 38.16533 34.53734 0.4939547 0.4407549 0.4939547 0.455966 0.3767538 0.455966 0.9275362 0.942029 0.942029
OG0004890 0.1134945 4.990607 7.094475 5.971865 1.121106 8.994548 NA 0.9995469 NA 0.67753 NA 0.9995468 55.31885 53.65526 55.30279 0.1072832 0.1253882 0.1072832 0.4209031 0.4305411 0.4209031 0.7043478 0.7304348 0.7043478
OG0004891 1.070997 5.988073 25.20441 2.777308 0.6897257 6.254853 NA 1 2.583543 3.480888e-07 NA 1 44.39843 38.16464 42.63772 0.2477625 0.3279813 0.2477625 0.4548238 0.5181918 0.4548238 0.768 0.856 0.792
OG0004892 10.90637 11.53722 44.52182 60.13994 23.01263 8.143757 NA 0.5972207 NA 0.9999167 1.944139 3.467184e-05 49.53999 57.56589 48.70594 0.1799874 0.1322943 0.1799874 0.4925517 0.4334863 0.4925517 0.5172414 0.4827586 0.5689655
OG0004893 1.338883 10.12427 11.17084 3.976149 14.35085 35.66224 NA 0.9935888 NA 0.02546609 NA 0.9935888 54.65926 53.57186 56.31885 0.1222913 0.1451771 0.1222913 0.4159551 0.4167782 0.4159551 0.6153846 0.6307692 0.6
OG0004894 0.006803448 4.05633 2.979429 0.9973698 0.03554646 4.103072 NA 0.9991408 NA 0.2590145 NA 0.9991408 57.87878 53.60997 55.59149 0.2828624 0.3064254 0.2828624 0.2968332 0.2806612 0.2968332 0.5625 0.609375 0.59375
OG0004895 5.82108 4.933174 25.75164 17.34687 5.010919 6.524846 NA 0.7210924 NA 0.119093 NA 0.9995512 46.14534 45.05856 47.53412 0.1613328 0.2177358 0.1613328 0.4563376 0.4671536 0.4563376 0.7623318 0.7802691 0.7623318
OG0004896 1.158574 2.304096 21.37695 20.86138 3.155708 7.741484 NA 0.9999223 NA 0.6369364 NA 1 36.81035 36.20663 37.03657 0.4048402 0.4258034 0.4048402 0.4928638 0.5105758 0.4928638 0.8833922 0.9010601 0.8939929
OG0004897 1.93401 8.389182 10.52506 8.945622 1.543214 3.052663 NA 0.9993475 NA 0.9993475 NA 0.9993475 34.48279 32.69837 33.52028 0.4647968 0.469966 0.4647968 0.4637715 0.4744153 0.4637715 0.9007634 0.9007634 0.9160305
OG0004898 1.308437e-15 -1.818238e-15 4.061536 4.005549 28.36813 23.4952 NA 0.9999846 NA 0.8414558 NA 0.2468985 39.09016 39.21924 45.90477 0.308251 0.3431092 0.308251 0.4051682 0.4630629 0.4051682 0.875 0.875 0.7916667
OG0004900 0.8497007 3.011587 18.38691 7.327179 0.6136438 5.592245 NA 0.9996477 NA 0.01491408 NA 0.9996477 39.74214 39.57522 39.80822 0.3101972 0.349521 0.3101972 0.4161956 0.44822 0.4161956 0.8606557 0.8934426 0.8442623
OG0004901 3.271819 3.805977 14.04899 6.226809 1.898921 8.657113 NA 0.9999384 NA 0.02283657 NA 0.9999365 53.55906 47.04767 53.17354 0.1130544 0.1947075 0.1130544 0.4311148 0.5053841 0.4311148 0.6666667 0.6936937 0.6486486
OG0004903 0.4301189 4.204811 6.207306 8.95033 3.705743 5.463739 NA 0.9998839 NA 0.9998836 NA 0.999884 43.52336 42.05344 37.98922 0.3900414 0.3068401 0.3900414 0.4522231 0.4633003 0.4522231 0.8333333 0.8333333 0.7833333
OG0004904 0.03502525 0.8371274 5.035409 8.002731 0.0194624 2.986784 NA 0.982077 NA 0.9820774 NA 0.9820785 49.31731 49.09617 50.03658 0.1783205 0.1813579 0.1783205 0.4178924 0.4255233 0.4178924 0.2307692 0.2384615 0.2307692
OG0004905 0.5160373 7.547063 15.81202 6.098069 3.808932 4.09498 NA 1 NA 0.03346084 NA 1 41.72561 37.61691 40.5708 0.3897873 0.4148695 0.3897873 0.4337704 0.4417115 0.4337704 0.96 0.9866667 0.9733333
OG0004907 6.126446 7.556456 38.47428 40.08281 7.558472 4.224945 NA 0.9996469 NA 0.2992388 NA 0.1149493 44.30937 45.53963 43.28592 0.2149556 0.2628385 0.2149556 0.5125301 0.5714936 0.5125301 0.7538462 0.7692308 0.8307692
OG0004908 0.9968678 7.220204 21.76785 8.491339 41.37808 34.91387 NA 0.9996959 NA 0.001578753 NA 0.2792942 40.50614 35.84522 37.17123 0.3687994 0.4453774 0.3687994 0.4354914 0.4469392 0.4354914 0.7826087 0.8333333 0.7898551
OG0004909 5.328967 8.393873 34.61487 35.98769 12.17823 15.76996 NA 0.9916285 NA 0.3794547 NA 0.9916286 32.32637 32.89983 32.32241 0.4758701 0.5079526 0.4758701 0.5526927 0.5495013 0.5526927 0.9886364 0.9545455 0.9772727
OG0004910 3.423255e-15 1.115848e-13 5.57818 5.718177 4.340337 2.377494 NA 0.9998272 NA 0.7824816 NA 0.185536 43.81873 41.43738 45.46871 0.6111106 0.467274 0.6111106 0.4251098 0.435506 0.4251098 0.8 0.8 1
OG0004912 15.9859 15.31289 12.68684 23.14104 3.480298 3.820548 NA 1 NA 1 NA 1 31.03404 31.3108 32.50807 0.4552963 0.485489 0.4552963 0.4962961 0.4883384 0.4962961 0.9736842 0.9736842 0.9736842
OG0004913 0.1758381 1.964305 3.719105 2.976544 27.20634 15.83243 NA 1 NA 1 NA 1 56.96865 57.67812 53.05418 0.1359875 0.08303389 0.1359875 0.4153156 0.4118636 0.4153156 0.625 0.6022727 0.625
OG0004914 0.1220936 1.614704 6.3446 7.421927 0.9881146 0.09161904 NA 0.999205 NA 0.912014 NA 0.1183926 40.31794 40.88476 40.43048 0.3439683 0.319882 0.3439683 0.435194 0.4622518 0.435194 0.5454545 0.6060606 0.5454545
OG0004916 1.713864 8.492332 26.58637 24.89654 7.901729 4.357144 NA 0.9998211 NA 0.5484688 NA 0.09286619 43.91196 35.70308 40.19331 0.2781115 0.3948774 0.2781115 0.4681251 0.5177709 0.4681251 0.5 0.25 0.5
OG0004917 8.412834 9.831741 30.69492 16.74872 17.11428 22.53276 NA 0.9977398 NA 0.02112225 NA 0.9977397 54.46409 54.59903 52.99108 0.1011386 0.08813977 0.1011386 0.4675212 0.4692001 0.4675212 0.5857143 0.6 0.6
OG0004919 2.438728e-13 7.526035e-14 13.006 9.149765 1.650976e-13 5.149624e-14 NA 0.9998354 NA 0.2305412 NA 0.9998354 27.04822 27.30642 27.28044 0.6749649 0.6610158 0.6749649 0.5157293 0.5174364 0.5157293 0.987013 0.987013 1
OG0004920 4.721474 3.897374 18.36447 16.66976 9.436684 9.649157 NA 0.6613483 NA 0.6038996 NA 0.90416 45.35239 44.78909 46.05322 0.2442667 0.2721411 0.2442667 0.4208093 0.4297761 0.4208093 0.8488372 0.8372093 0.8372093
OG0004921 -1.411281e-14 4.391737e-14 4.449171 3.430727 6.433167 12.16477 NA 0.999983 NA 0.7464424 NA 0.9999829 51.53997 50.66815 56.71765 0.1085109 0.1916825 0.1085109 0.4313259 0.4332297 0.4313259 0.6179775 0.6404494 0.6292135
OG0004922 1.169111 7.580037 5.250186 11.73129 5.734588 3.791438 NA 0.9991926 NA 0.9991924 NA 0.3597041 32.61335 32.50755 31.35944 0.4918367 0.4793155 0.4918367 0.415267 0.4514088 0.415267 0.9787234 0.9574468 0.9574468
OG0004923 0.004933411 0.03955161 17.2613 5.557595 4.351252 7.35148 NA 0.9954332 NA 0.008957965 NA 0.995433 46.98025 45.08627 48.24472 0.1549867 0.2176852 0.1549867 0.4630241 0.466819 0.4630241 0.742268 0.7525773 0.7319588
OG0004924 3.409109 1.325901 2.19265 9.317394 11.5269 13.20037 NA 0.1928729 NA 0.9997784 NA 0.9997784 59.11563 61 61 0.1671363 0.1527369 0.1671363 0.4041868 0.4166339 0.4041868 0.675 0.65 0.675
OG0004925 0.2459886 1.198547 3.119377 2.897971 3.125396 3.903487 NA 0.998945 NA 0.9888358 NA 0.9989451 55.65979 55.33307 55.62099 0.1643585 0.1626324 0.1643585 0.349929 0.3375864 0.349929 0.5645161 0.5806452 0.5645161
OG0004926 3.99968 8.548201 2.428991 8.962331 0.3254519 3.965072 NA 0.999823 NA 0.9998226 NA 0.9998226 44.88407 41.67914 40.15951 0.356365 0.3358709 0.356365 0.433315 0.4298406 0.433315 0.8181818 0.8686869 0.8383838
OG0004927 1.158781 10.35235 25.18727 16.50652 7.283569 9.638193 NA 0.9988966 NA 0.1170973 NA 0.9989081 35.32455 34.39876 35.25338 0.4224672 0.4286322 0.4224672 0.4714383 0.4694935 0.4714383 0.7961538 0.7884615 0.8076923
OG0004928 7.026318 13.54954 40.49307 17.45346 9.25541 13.1461 NA 0.9997111 NA 0.001013406 NA 0.9997111 35.18282 34.50664 35.54922 0.3633429 0.3867645 0.3633429 0.4604523 0.4850766 0.4604523 0.8979592 0.9285714 0.9081633
OG0004929 1.593075 4.870291 10.49823 6.775445 0.2952071 1.039998 NA 0.9986584 NA 0.2520155 NA 0.9986585 37.03804 37.14666 36.33142 0.4004285 0.3590892 0.4004285 0.466716 0.4864612 0.466716 0.8907563 0.8655462 0.8907563
OG0004932 0.3493691 3.414415 13.65794 6.436894 0.2093514 4.974002 NA 0.9996274 NA 0.07011833 NA 0.9996274 52.58983 49.63451 53.09258 0.1315312 0.1656261 0.1315312 0.4261599 0.4462173 0.4261599 0.754717 0.8018868 0.7641509
OG0004933 4.262437 6.429919 25.25237 11.22583 55.51946 82.00983 NA 0.9998141 1.707536 0.0004823883 NA 0.9998141 46.0683 44.02335 58.71748 0.1215198 0.3418979 0.1215198 0.5080958 0.4733964 0.5080958 1 1 0.5
OG0004936 4.714306 8.196838 22.00255 11.48988 14.12963 17.51875 NA 1 NA 0.01795102 NA 1 54.83133 56.83578 57.98559 0.03307368 0.04060524 0.03307368 0.4801377 0.4765656 0.4801377 0.2407407 0.2407407 0.2407407
OG0004937 0.2620441 3.55675 1.0013 2.986712 1.041176 2.026588 NA 0.9999569 NA 0.9999569 NA 0.9999139 52.64701 52.0439 51.40953 0.2164671 0.2339857 0.2164671 0.3658026 0.3700488 0.3658026 0.5925926 0.6296296 0.6296296
OG0004939 7.373772 11.9375 58.47201 13.60938 5.097252 13.45183 NA 0.9996962 1.377373 5.153447e-09 NA 0.9996952 34.94112 33.12806 33.89773 0.4150784 0.4624716 0.4150784 0.5380089 0.5726868 0.5380089 0.9118457 0.953168 0.9283747
OG0004940 -2.150576e-14 -3.522504e-14 78.94349 49.69373 7.16515 8.617019 NA 0.9995367 NA 0.001424959 NA 0.9995367 46.9488 43.48936 50.14226 0.144678 0.2592559 0.144678 0.4704409 0.4882926 0.4704409 0.8627451 0.9019608 0.8823529
OG0004941 0.04719246 0.3336253 4.619799 6.29863 2.7021 1.50809 NA 0.9996282 NA 0.9996282 NA 0.4098396 31.58301 33.41905 29.69302 0.6571257 0.5728901 0.6571257 0.2717484 0.2554382 0.2717484 0.9056604 0.9433962 0.9622642
OG0004942 1.048462 0.2044492 12.44769 9.069342 0.3702555 1.382396 NA 0.09545918 NA 0.4418371 NA 0.9999913 48.66218 47.13972 49.43583 0.2512354 0.1986629 0.2512354 0.3292247 0.3427737 0.3292247 0.625 0.625 0.625
OG0004943 14.86534 9.628393 24.95783 25.64553 10.42434 12.1216 NA 0.2054158 NA 0.9999257 NA 0.9999257 58.20054 58.00255 57.66379 0.0447706 0.04539795 0.0447706 0.4421885 0.4484071 0.4421885 0.7073171 0.7073171 0.7560976
