OG BAT_1+2_gc BAT_3rd_gc BRO_1+2_gc BRO_3rd_gc BGM_1+2_gc BGM_3rd_gc
OG0004080 45.17 93.72 48.96 95.14 45.17 92.75
OG0004081 44.44 71.01 44.32 70.77 45.35 74.35
OG0004082 40.51 38.69 40.48 40.29 36.06 39.42
OG0004083 51.75 94.32 49.49 79.85 51.75 94.76
OG0004084 50.96 70.86 48.97 68.04 50.44 71.90
OG0004085 53.39 85.94 55.00 93.75 54.69 92.50
OG0004087 55.85 88.95 56.36 88.44 55.36 89.29
OG0004088 46.72 83.78 46.91 83.78 46.91 84.17
OG0004089 50.85 71.33 51.19 72.01 50.68 71.33
OG0004090 53.56 82.75 54.68 85.78 53.48 83.62
OG0004092 59.83 96.64 60.05 97.03 60.17 96.37
OG0004093 40.77 51.79 40.77 54.76 40.15 51.09
OG0004094 41.22 23.66 35.98 27.10 45.36 23.57
OG0004095 46.00 59.67 45.91 60.59 45.92 58.70
OG0004096 44.67 60.73 44.53 65.18 44.60 61.13
OG0004098 55.19 63.20 56.28 65.47 55.75 63.99
OG0004099 39.29 36.54 40.91 38.59 38.95 36.26
OG0004100 42.95 79.87 43.29 81.88 42.62 79.87
OG0004101 49.11 91.81 47.11 83.71 46.76 84.91
OG0004102 48.98 90.94 49.13 92.73 48.82 91.45
OG0004103 63.07 92.12 61.79 92.14 63.92 92.29
OG0004104 42.83 69.26 44.48 80.66 43.58 76.47
OG0004105 48.35 67.48 49.49 70.31 48.84 69.00
OG0004106 51.18 89.39 51.66 90.52 47.39 89.10
OG0004107 51.50 46.00 51.50 47.00 51.50 49.00
OG0004108 50.98 66.48 51.61 69.38 51.23 66.54
OG0004109 60.99 82.78 60.77 82.31 61.13 81.85
OG0004110 44.65 64.73 44.94 67.74 45.42 68.54
OG0004111 45.00 77.40 44.80 81.60 44.40 77.80
OG0004112 45.53 64.74 45.08 61.79 45.79 65.26
OG0004114 51.05 71.05 57.22 92.06 51.15 71.98
OG0004115 47.44 81.77 45.11 79.42 48.27 87.62
OG0004116 48.09 67.35 48.33 69.49 48.33 67.61
OG0004117 54.12 65.79 52.53 63.64 53.22 64.92
OG0004121 47.74 57.87 48.33 58.15 48.04 62.30
OG0004122 52.55 90.49 50.10 93.40 50.97 94.95
OG0004123 46.81 31.50 47.62 33.47 46.13 31.81
OG0004124 47.87 87.95 48.67 93.98 48.84 90.46
OG0004125 48.93 77.25 49.57 81.12 49.14 78.97
OG0004126 63.29 89.59 61.93 88.70 64.30 93.76
OG0004128 51.69 72.23 51.45 73.88 51.35 71.85
OG0004131 53.93 82.22 54.59 84.74 55.82 91.44
OG0004132 43.54 61.80 43.82 64.04 43.54 61.80
OG0004133 44.89 79.55 44.89 84.66 44.89 79.55
OG0004134 59.12 85.12 60.30 89.05 58.56 86.63
OG0004136 49.20 66.88 49.52 69.37 49.25 68.56
OG0004137 58.70 84.06 59.27 78.81 60.07 84.33
OG0004138 54.50 94.21 64.24 79.10 53.08 93.71
OG0004139 49.61 73.40 47.23 81.78 50.84 95.80
OG0004140 50.51 81.74 50.49 85.23 49.20 82.88
OG0004141 38.83 43.69 48.25 50.00 49.12 50.00
OG0004142 49.81 61.89 52.67 61.25 52.78 60.58
OG0004143 42.35 65.89 42.45 65.69 42.35 64.52
OG0004144 47.10 61.84 45.93 65.07 46.86 62.32
OG0004146 50.06 89.51 49.68 89.51 49.81 90.79
OG0004150 40.70 32.93 40.66 33.28 40.92 32.75
OG0004153 47.09 31.28 46.72 32.58 47.09 31.79
OG0004154 54.46 80.16 54.94 88.07 52.48 85.81
OG0004155 51.22 93.27 52.44 93.62 53.12 94.79
OG0004157 46.98 73.23 47.31 64.59 46.55 72.29
OG0004159 52.43 86.73 49.14 85.71 49.14 84.73
OG0004160 48.99 74.40 49.43 76.10 48.90 74.38
OG0004161 45.08 60.15 46.30 70.08 47.54 82.11
OG0004162 60.37 85.93 63.08 89.23 60.69 85.61
OG0004163 50.29 78.36 46.92 66.52 52.61 79.08
OG0004164 48.62 53.29 48.79 56.06 52.58 58.22
OG0004165 56.82 65.94 55.80 67.15 57.11 68.14
OG0004166 46.68 75.10 46.81 70.74 46.68 73.86
OG0004167 53.93 76.12 51.77 73.63 51.76 73.48
OG0004168 36.28 38.05 36.73 38.05 37.17 37.17
OG0004169 40.55 42.75 51.77 58.33 42.01 50.93
OG0004170 50.35 65.55 50.35 68.30 50.35 66.57
OG0004171 51.00 90.84 50.78 92.94 51.84 92.65
OG0004173 40.29 31.14 40.73 32.12 38.52 33.92
OG0004174 47.37 95.61 48.91 96.51 47.37 94.74
OG0004175 55.39 78.05 56.19 80.76 54.97 78.53
OG0004176 49.46 67.89 48.08 65.68 49.03 68.05
OG0004178 52.97 64.53 52.70 67.55 52.88 64.52
OG0004179 48.04 62.84 48.34 62.54 47.24 61.40
OG0004180 56.66 96.10 56.11 95.56 54.47 95.53
OG0004181 46.93 80.05 47.22 83.65 47.00 80.89
OG0004182 50.25 75.25 49.94 78.19 50.04 73.30
OG0004183 41.16 47.20 41.61 47.87 41.79 65.82
OG0004184 44.66 41.42 44.82 40.45 43.75 41.67
OG0004186 57.54 63.10 57.51 62.85 57.34 62.70
OG0004187 43.83 51.98 44.27 53.30 44.08 52.84
OG0004189 49.48 82.54 49.67 84.11 49.55 82.97
OG0004191 51.91 90.20 53.50 93.15 51.91 90.24
OG0004192 45.43 71.98 46.24 74.23 45.14 71.99
OG0004193 56.34 81.44 57.54 84.75 56.62 82.64
OG0004194 50.00 71.06 49.36 73.19 45.66 59.09
OG0004195 50.52 73.90 49.38 75.27 50.61 71.02
OG0004196 49.15 83.87 49.05 84.69 52.81 84.40
OG0004198 57.93 85.23 59.00 86.84 61.07 85.49
OG0004199 49.35 51.95 48.89 61.90 48.56 64.22
OG0004200 55.36 84.12 54.87 88.54 53.31 82.14
OG0004201 48.94 97.02 48.30 97.02 48.94 98.30
OG0004203 48.81 65.55 49.73 66.60 49.19 64.66
OG0004205 47.24 57.52 47.59 57.77 47.31 56.53
OG0004207 43.44 67.84 42.38 64.44 42.62 67.14
OG0004208 42.15 80.84 42.31 84.62 42.31 81.54
OG0004209 45.65 54.83 45.65 55.80 45.58 55.49
OG0004210 43.41 32.42 42.93 31.35 43.44 33.33
OG0004211 52.53 86.75 50.57 81.30 55.04 87.32
OG0004212 42.96 72.92 43.36 94.53 43.56 90.98
OG0004213 43.96 49.44 43.89 49.94 44.07 48.87
OG0004214 45.02 65.29 45.85 68.10 45.80 60.54
OG0004215 53.87 81.65 53.24 82.90 52.84 82.22
OG0004219 46.34 69.11 45.26 77.47 46.85 69.37
OG0004220 51.90 74.56 51.96 77.53 52.12 75.78
OG0004221 47.67 60.05 54.07 91.33 47.56 59.27
OG0004222 52.33 64.67 45.97 60.08 47.92 58.46
OG0004223 47.66 91.67 46.16 90.49 47.87 91.26
OG0004224 48.02 66.09 47.28 72.28 48.28 71.26
OG0004225 60.75 75.93 61.61 83.97 62.34 83.77
OG0004226 52.26 78.39 52.83 84.73 50.84 80.04
OG0004227 45.98 61.23 47.07 66.67 44.82 56.37
OG0004228 54.63 72.68 48.84 71.97 54.48 75.62
OG0004230 53.74 86.92 52.34 86.92 52.34 85.98
OG0004231 47.79 90.69 47.80 91.75 47.80 90.29
OG0004232 50.48 89.13 49.07 91.55 48.39 88.73
OG0004233 55.70 85.66 53.52 86.86 54.55 86.59
OG0004234 50.38 83.62 50.48 86.29 50.38 82.86
OG0004235 48.33 55.64 47.78 54.50 47.96 55.32
OG0004236 51.87 87.97 48.26 92.43 50.74 89.41
OG0004237 50.48 82.11 51.29 83.92 57.58 71.72
OG0004238 50.75 72.71 51.47 71.46 49.60 72.30
OG0004239 50.34 83.24 51.82 88.61 50.44 81.30
OG0004240 42.98 51.45 43.51 52.04 43.21 50.52
OG0004241 59.29 79.29 52.73 77.73 51.66 78.20
OG0004242 42.72 67.01 41.09 61.43 42.94 67.31
OG0004243 50.00 75.24 51.58 79.05 51.22 75.61
OG0004244 57.74 91.97 63.75 92.83 63.97 92.28
OG0004245 41.96 52.55 43.90 47.80 43.56 47.80
OG0004247 54.51 78.49 54.96 80.87 55.00 79.58
OG0004249 45.24 72.62 45.54 72.62 45.83 71.43
OG0004250 47.27 86.96 48.36 89.98 47.57 86.86
OG0004251 43.43 64.98 43.46 66.56 43.12 64.88
OG0004252 61.54 55.97 61.77 55.29 61.24 51.24
OG0004253 48.68 56.29 48.36 55.65 49.42 69.37
OG0004257 51.37 65.89 51.56 66.36 51.24 65.49
OG0004258 50.81 61.04 52.27 63.64 55.80 88.39
OG0004259 44.60 51.50 44.71 48.97 44.09 51.76
OG0004260 48.08 50.48 49.21 50.79 50.00 58.27
OG0004261 53.07 72.31 48.81 83.40 48.59 82.29
OG0004262 49.28 76.95 50.36 80.26 49.38 76.13
OG0004263 42.62 45.80 43.01 47.88 41.04 47.76
OG0004264 58.94 87.56 62.09 86.76 63.76 80.14
OG0004267 46.43 59.81 47.94 63.64 46.43 59.81
OG0004269 46.06 34.84 46.17 34.15 52.45 51.66
OG0004270 48.54 54.46 48.46 55.69 48.15 54.77
OG0004272 46.24 64.60 51.38 64.14 50.54 72.83
OG0004273 48.89 91.14 49.26 94.10 48.90 91.21
OG0004274 50.29 69.05 50.57 70.49 50.43 66.48
OG0004275 48.53 82.15 50.37 81.92 49.07 81.35
OG0004276 48.34 95.58 50.52 93.81 48.33 96.67
OG0004277 57.01 91.01 57.28 92.33 57.29 95.16
OG0004278 50.87 70.33 51.10 75.93 50.51 74.75
OG0004280 50.00 91.08 50.56 91.01 50.56 92.57
OG0004281 53.92 90.82 54.55 90.91 54.04 92.93
OG0004282 42.69 51.60 42.48 50.88 43.81 50.15
OG0004285 57.50 94.78 55.88 96.55 57.29 95.80
OG0004286 49.80 89.74 50.13 91.23 48.80 90.39
OG0004288 45.20 51.29 45.10 55.10 44.83 51.29
OG0004289 47.98 78.80 49.01 82.54 48.26 80.20
OG0004292 46.80 79.45 46.79 82.11 46.82 80.91
OG0004293 44.01 73.94 46.30 85.19 46.76 85.19
OG0004294 53.40 62.28 52.96 64.69 55.08 68.63
OG0004295 60.79 96.40 57.35 94.55 60.34 97.84
OG0004298 63.55 98.47 62.46 98.09 62.50 98.70
OG0004299 51.04 76.85 53.21 79.49 53.72 83.64
OG0004300 49.60 68.61 50.24 73.96 49.67 71.08
OG0004301 53.68 94.65 54.18 94.15 52.45 92.31
OG0004302 49.13 66.75 50.99 70.97 49.50 66.00
OG0004306 43.67 61.45 43.37 66.27 43.37 62.65
OG0004307 37.13 29.52 37.41 30.16 37.73 27.58
OG0004308 54.19 33.40 56.45 48.36 54.13 33.08
OG0004310 47.91 71.63 46.92 72.20 46.92 71.32
OG0004312 48.44 79.24 48.55 80.22 48.10 80.36
OG0004313 51.77 72.96 51.94 77.48 53.27 74.71
OG0004314 54.17 69.10 55.71 72.66 54.06 69.04
OG0004315 48.36 89.04 49.04 86.75 49.18 86.85
OG0004316 49.85 70.52 48.94 65.69 49.70 70.21
OG0004317 49.27 69.11 50.00 68.77 51.61 72.22
OG0004320 56.95 71.05 57.63 71.37 56.74 70.90
OG0004321 39.58 40.48 39.29 40.48 39.35 40.59
OG0004322 43.55 72.04 47.50 76.67 47.26 75.95
OG0004323 56.48 93.24 55.56 87.99 56.25 89.84
OG0004326 49.40 33.73 49.55 38.74 45.99 30.77
OG0004327 60.00 77.33 52.38 75.19 56.68 75.17
OG0004328 52.41 91.19 52.51 91.21 50.33 88.04
OG0004329 45.12 48.60 45.34 50.25 44.70 50.25
OG0004330 49.74 75.73 48.29 69.24 52.67 83.83
OG0004332 48.31 72.90 48.99 75.13 48.23 72.74
OG0004333 48.03 68.42 49.34 70.18 53.11 89.82
OG0004334 49.29 73.22 50.49 80.58 51.23 79.37
OG0004335 50.76 80.61 51.99 80.14 50.21 85.59
OG0004336 48.82 76.47 55.44 81.97 54.19 74.57
OG0004337 51.94 92.12 54.62 95.25 53.71 91.74
OG0004338 55.46 92.55 53.83 89.78 53.21 90.49
OG0004339 51.32 68.98 51.51 69.63 51.00 67.33
OG0004340 52.59 71.85 54.24 70.96 52.22 71.85
OG0004341 42.84 91.59 43.30 94.83 42.49 91.23
OG0004342 48.37 79.74 49.51 81.49 48.53 78.57
OG0004343 52.26 75.63 54.27 79.40 52.14 74.62
OG0004344 50.44 73.25 50.88 76.32 50.88 75.22
OG0004345 50.86 95.40 50.99 97.71 51.07 97.25
OG0004346 49.58 76.05 49.55 76.39 49.58 76.56
OG0004347 52.62 82.72 56.28 89.01 52.62 84.82
OG0004348 53.06 92.58 53.21 93.57 56.79 90.57
OG0004349 54.90 96.08 57.71 97.33 57.33 97.14
OG0004351 50.00 52.83 48.38 52.06 49.09 49.85
OG0004352 48.27 58.33 49.76 58.21 48.17 52.38
OG0004353 50.00 59.51 39.67 52.07 48.15 58.85
OG0004355 54.01 71.28 54.05 69.73 55.31 64.38
OG0004357 62.94 90.98 62.07 82.76 63.22 92.51
OG0004358 45.09 50.89 44.64 53.57 45.09 50.89
OG0004359 51.30 66.67 51.36 67.70 51.36 68.48
OG0004361 50.24 84.21 50.23 86.98 48.68 80.26
OG0004362 43.27 54.29 42.86 55.51 43.06 53.06
OG0004363 64.63 86.18 65.04 81.30 64.92 84.80
OG0004364 59.71 85.63 58.28 90.27 57.89 89.78
OG0004366 44.56 72.57 44.82 73.07 44.50 73.20
OG0004368 57.26 83.84 57.49 85.25 57.24 83.68
OG0004369 56.25 93.68 55.75 89.94 56.43 94.77
OG0004370 51.59 75.40 52.38 72.22 51.59 73.81
OG0004371 52.10 82.03 52.39 84.18 52.14 82.11
OG0004374 51.51 79.29 53.23 91.24 51.16 73.05
OG0004375 46.91 82.45 47.32 81.97 47.20 81.89
OG0004377 46.40 57.05 46.86 57.61 46.34 56.75
OG0004378 56.65 75.68 61.17 80.59 56.95 75.98
OG0004379 53.58 65.84 54.84 67.10 56.76 70.27
OG0004380 41.06 44.50 42.63 38.94 42.86 38.43
OG0004381 48.51 82.99 49.09 85.45 49.34 87.42
OG0004382 50.00 66.47 50.91 67.81 49.90 67.74
OG0004383 51.48 62.07 46.93 60.64 43.07 55.88
OG0004384 55.57 77.45 56.48 78.67 56.11 78.53
OG0004385 53.28 85.57 53.83 88.33 53.77 86.56
OG0004386 46.05 79.15 45.63 78.13 45.10 77.00
OG0004387 51.30 88.60 53.58 88.89 50.90 89.18
OG0004388 54.17 84.90 55.59 89.89 51.57 88.98
OG0004389 51.35 81.17 50.00 75.75 49.52 72.97
OG0004390 48.42 82.43 47.46 79.10 45.76 73.33
OG0004391 43.70 66.93 44.53 65.12 44.09 67.72
OG0004392 45.27 49.14 44.98 49.61 42.86 41.46
OG0004393 66.79 98.11 56.71 93.29 58.22 97.06
OG0004394 53.21 64.86 53.38 68.58 53.38 66.55
OG0004396 68.44 76.24 60.40 95.20 63.32 95.49
OG0004397 55.06 64.94 55.47 66.98 54.38 64.98
OG0004399 49.29 84.82 49.47 85.77 48.87 83.21
OG0004400 48.00 87.91 47.89 89.61 48.95 85.66
OG0004401 50.47 64.87 51.65 65.91 50.35 65.02
OG0004402 53.07 71.76 56.49 80.62 53.49 71.76
OG0004403 48.13 69.96 48.25 72.05 48.02 69.60
OG0004404 48.19 87.74 48.74 88.71 50.50 90.84
OG0004405 44.05 65.53 42.74 78.30 43.97 66.57
OG0004406 48.35 80.58 48.35 80.99 48.35 80.99
OG0004407 52.95 69.58 52.22 70.16 51.06 65.14
OG0004408 54.93 84.48 54.99 81.29 55.07 86.87
OG0004409 66.97 95.71 67.23 96.04 65.13 94.55
OG0004410 43.52 63.05 47.83 73.74 45.88 64.45
OG0004411 42.70 48.56 43.90 52.43 42.58 47.37
OG0004412 46.81 68.09 48.56 70.19 52.31 82.41
OG0004413 53.78 87.96 54.43 85.32 57.90 88.96
OG0004414 52.34 81.43 53.93 84.70 52.21 81.83
OG0004416 47.28 65.31 47.39 68.71 47.15 67.39
OG0004417 55.60 87.93 54.74 86.05 55.39 87.93
OG0004418 50.42 77.56 58.70 73.55 50.70 77.53
OG0004419 42.39 38.93 42.47 37.08 40.17 33.33
OG0004420 52.69 78.71 54.41 80.86 46.12 67.44
OG0004421 43.70 40.94 42.94 41.18 43.55 42.02
OG0004422 42.27 52.21 42.28 53.83 42.03 52.67
OG0004423 43.09 48.01 42.40 47.67 43.09 48.53
OG0004426 44.16 36.78 43.71 38.74 44.13 36.72
OG0004427 47.23 70.36 47.68 71.07 46.96 70.89
OG0004428 45.31 31.28 46.23 32.29 51.07 30.26
OG0004429 50.23 92.52 50.23 93.36 51.57 94.13
OG0004431 54.58 69.85 54.39 71.10 54.60 69.73
OG0004432 49.14 65.52 48.85 70.69 49.14 67.82
OG0004433 59.49 85.49 59.54 86.65 57.84 77.61
OG0004434 49.27 82.44 50.23 82.27 50.70 82.16
OG0004435 54.10 97.74 56.55 98.99 54.24 97.71
OG0004436 45.89 61.39 46.36 62.34 46.08 65.69
OG0004438 52.17 73.70 52.45 75.79 52.29 73.71
OG0004439 52.25 85.63 52.84 87.43 52.30 90.38
OG0004440 48.90 60.29 48.77 66.39 49.14 59.80
OG0004441 54.38 73.75 55.62 75.00 53.75 72.50
OG0004442 65.72 94.98 63.30 98.62 64.06 96.51
OG0004443 47.80 76.69 46.64 75.73 47.64 76.01
OG0004444 55.75 84.96 55.16 85.25 55.75 84.96
OG0004446 48.22 58.27 48.23 58.09 48.30 58.58
OG0004447 54.17 72.59 58.19 86.08 55.97 74.46
OG0004448 52.72 87.10 52.53 88.38 49.70 85.45
OG0004449 44.09 54.33 43.14 55.08 43.50 53.54
OG0004450 44.76 67.80 45.55 68.55 45.82 64.20
OG0004451 37.72 44.35 38.05 46.02 38.05 43.36
OG0004452 45.61 72.14 45.14 71.71 45.96 73.34
OG0004453 44.19 60.98 43.94 62.73 45.83 69.79
OG0004454 42.84 93.39 42.84 94.49 42.70 93.66
OG0004455 58.08 93.30 58.73 94.26 59.70 94.96
OG0004457 47.65 55.40 49.73 62.07 51.29 61.90
OG0004458 49.66 81.88 51.01 87.25 49.66 81.88
OG0004460 50.83 95.02 48.81 83.44 51.35 95.15
OG0004461 44.03 71.67 44.12 72.55 44.22 72.20
OG0004462 47.84 75.30 47.57 77.28 47.47 76.80
OG0004465 42.14 67.36 42.26 69.22 42.14 67.55
OG0004466 51.30 71.75 51.67 72.86 51.29 76.80
OG0004467 54.70 82.84 55.81 86.36 54.74 83.30
OG0004468 52.77 73.86 50.51 72.45 50.65 69.18
OG0004469 50.55 81.17 51.85 82.27 52.90 82.38
OG0004471 47.75 59.55 47.89 60.96 47.88 59.89
OG0004473 50.98 69.47 51.34 76.72 51.56 70.83
OG0004474 49.72 94.44 51.10 93.94 45.18 94.74
OG0004475 56.42 94.69 58.70 95.67 57.61 95.22
OG0004476 53.80 78.90 54.84 82.35 54.76 84.91
OG0004477 53.71 48.23 52.44 45.71 53.32 49.52
OG0004479 49.61 65.45 52.72 73.39 50.00 67.53
OG0004480 45.49 52.54 45.73 53.10 45.28 52.64
OG0004481 55.77 74.12 54.35 74.82 63.31 90.40
OG0004482 59.38 96.43 58.31 95.58 63.33 89.21
OG0004483 44.87 91.45 45.56 92.83 44.96 93.33
OG0004484 48.83 80.94 46.88 79.44 46.96 79.17
OG0004485 58.40 75.33 59.19 75.59 58.74 74.77
OG0004486 45.81 74.38 45.94 73.89 45.82 73.77
OG0004487 54.44 90.98 57.48 92.99 54.37 91.26
OG0004488 53.84 93.12 54.23 94.18 51.51 87.96
OG0004490 46.61 57.78 47.30 59.09 46.54 57.93
OG0004491 48.35 93.39 48.03 93.38 48.83 93.11
OG0004493 47.93 90.38 48.09 92.06 47.86 90.55
OG0004494 47.96 51.64 48.04 52.60 48.06 55.90
OG0004495 52.85 82.47 53.20 84.04 52.40 81.78
OG0004496 47.25 45.29 47.89 46.55 47.24 46.06
OG0004499 55.92 96.24 56.47 97.19 56.27 94.39
OG0004502 64.84 90.84 63.67 89.57 67.84 88.10
OG0004503 54.56 91.15 54.56 90.62 54.69 90.10
OG0004504 54.03 94.63 48.33 83.67 48.17 84.33
OG0004505 48.70 95.65 48.54 95.00 48.70 96.96
OG0004506 52.79 75.35 46.56 77.02 46.25 75.16
OG0004507 42.62 46.98 42.33 47.02 40.80 46.01
OG0004508 64.11 94.89 62.97 94.90 64.20 94.56
OG0004510 50.26 79.69 52.21 85.51 50.35 80.90
OG0004511 58.45 86.33 59.48 90.52 58.27 85.79
OG0004512 54.76 82.35 54.39 85.75 54.66 83.41
OG0004515 50.92 69.72 50.92 72.94 50.21 69.49
OG0004516 49.58 72.27 50.00 74.36 50.00 70.15
OG0004517 44.33 87.25 44.43 87.45 44.64 88.87
OG0004518 49.38 90.12 49.51 93.66 50.50 86.57
OG0004519 49.48 63.21 50.26 62.95 52.72 59.46
OG0004520 50.32 72.44 51.69 74.92 51.54 72.39
OG0004521 51.11 67.61 52.98 69.73 51.62 68.49
OG0004522 42.02 56.27 42.46 58.15 42.46 55.69
OG0004524 57.75 91.32 57.71 91.79 57.93 90.31
OG0004525 51.28 80.44 51.87 82.31 49.35 76.18
OG0004526 48.48 79.09 51.05 78.05 48.48 79.88
OG0004527 45.26 55.39 45.87 56.35 45.39 55.37
OG0004528 48.56 72.28 48.62 72.88 50.10 75.53
OG0004529 48.77 87.65 48.77 87.65 48.77 88.89
OG0004530 50.68 75.11 52.76 73.62 50.90 75.78
OG0004531 53.86 96.91 53.50 94.57 57.59 96.75
OG0004533 53.85 94.29 52.34 88.20 52.72 87.90
OG0004534 53.24 64.64 53.41 61.89 53.09 65.32
OG0004535 52.05 45.57 60.58 66.88 48.51 40.68
OG0004537 46.54 85.68 47.44 79.13 49.81 87.77
OG0004538 52.34 86.22 51.35 86.24 52.53 85.93
OG0004539 48.49 70.24 49.09 72.82 48.03 70.90
OG0004540 44.81 69.11 44.75 69.25 44.82 70.78
OG0004542 54.26 71.02 55.00 68.33 54.46 68.08
OG0004544 46.27 35.64 46.39 36.08 46.39 36.60
OG0004545 59.45 70.47 59.30 72.73 58.99 71.03
OG0004546 61.07 79.73 58.10 71.71 57.45 71.49
OG0004547 53.01 90.31 53.25 91.04 53.02 94.15
OG0004548 45.24 60.17 45.04 62.23 45.02 60.17
OG0004549 45.68 41.53 45.02 42.19 45.68 42.19
OG0004550 45.47 66.45 46.80 73.40 46.28 68.93
OG0004551 39.15 59.57 41.79 47.76 42.46 68.34
OG0004552 41.34 28.88 41.49 29.79 41.52 29.39
OG0004555 54.52 97.14 54.52 96.19 55.00 96.67
OG0004556 55.44 91.46 56.34 92.55 55.34 92.05
OG0004558 57.30 75.74 55.86 77.71 56.68 75.00
OG0004559 50.63 84.19 50.79 81.68 50.93 84.95
OG0004560 42.89 42.64 42.17 42.21 43.15 43.15
OG0004561 42.62 80.60 42.93 81.93 42.70 80.93
OG0004563 56.17 61.73 58.21 64.25 58.84 65.12
OG0004564 43.88 52.88 44.43 54.92 43.45 52.40
OG0004565 57.14 93.79 56.52 93.17 57.01 95.12
OG0004566 60.54 88.53 64.22 89.59 60.49 88.58
OG0004567 48.69 80.10 48.70 79.27 48.44 77.72
OG0004568 41.06 62.80 41.06 62.80 41.83 80.95
OG0004569 51.48 69.95 51.72 72.91 51.97 70.44
OG0004570 49.63 91.32 48.59 91.81 49.63 92.06
OG0004571 47.88 82.81 48.51 83.31 47.95 82.57
OG0004572 50.91 46.06 51.23 47.85 50.61 46.63
OG0004573 56.65 92.81 57.84 93.62 57.50 93.93
OG0004574 56.53 90.95 57.31 91.11 56.92 91.43
OG0004575 38.79 59.39 40.55 57.60 39.53 63.85
OG0004576 48.11 73.22 50.10 82.57 50.99 81.53
OG0004577 48.13 70.52 47.27 71.60 48.69 72.76
OG0004578 39.81 43.04 40.13 40.13 39.64 42.72
OG0004579 53.85 64.10 52.19 58.33 51.10 53.51
OG0004580 38.00 30.75 37.88 30.25 38.25 30.25
OG0004581 54.38 76.09 54.68 78.07 54.61 75.74
OG0004582 52.28 76.19 52.38 79.96 52.28 77.18
OG0004583 54.60 93.02 54.91 90.21 54.45 93.56
OG0004584 49.47 72.54 50.35 74.65 49.47 72.03
OG0004585 51.08 87.26 50.95 85.90 51.08 86.45
OG0004587 54.67 86.38 55.49 87.20 55.97 93.10
OG0004588 50.35 71.68 47.38 67.14 48.64 68.71
OG0004589 55.33 84.57 55.48 85.44 55.34 84.84
OG0004590 57.97 94.24 57.64 94.23 57.91 95.24
OG0004592 45.28 82.83 55.21 71.95 44.60 86.35
OG0004593 51.12 94.85 51.18 95.41 49.92 91.68
OG0004594 47.26 49.32 47.60 47.95 47.60 47.95
OG0004595 48.35 69.46 49.47 72.82 48.20 70.06
OG0004596 44.59 84.71 51.60 61.96 51.57 79.87
OG0004597 52.47 91.98 52.26 97.74 50.75 96.24
OG0004599 40.18 48.40 40.87 51.14 40.08 45.34
OG0004600 46.49 63.48 46.77 63.20 45.55 63.61
OG0004601 49.19 65.58 51.46 70.80 51.46 69.98
OG0004603 46.27 38.67 46.06 38.98 46.10 40.69
OG0004604 47.58 81.41 45.70 79.38 48.88 82.90
OG0004605 47.17 61.19 47.84 65.99 46.75 63.38
OG0004606 50.12 82.78 50.48 82.86 50.48 82.30
OG0004607 54.84 78.70 55.29 80.78 55.53 80.52
OG0004608 53.12 67.42 47.17 80.06 46.18 85.50
OG0004609 44.07 61.26 46.46 68.40 43.57 64.73
OG0004610 61.53 57.39 50.10 80.54 48.85 81.21
OG0004612 51.35 76.58 53.46 75.82 52.87 75.38
OG0004613 45.39 81.96 44.35 79.15 45.49 82.92
OG0004616 50.64 87.82 50.46 88.71 50.64 88.20
OG0004618 48.18 57.95 48.84 59.27 47.40 58.55
OG0004619 42.45 39.39 42.45 40.00 43.42 36.56
OG0004621 49.14 93.31 48.92 94.14 49.54 93.53
OG0004622 49.41 89.37 48.88 93.15 48.65 90.69
OG0004623 48.74 67.90 48.83 68.29 49.48 69.85
OG0004625 53.48 95.49 55.93 97.94 54.51 92.36
OG0004628 54.48 83.33 54.12 82.26 54.55 79.43
OG0004629 52.99 72.18 54.44 77.01 53.43 65.65
OG0004630 55.89 94.59 58.33 96.93 53.46 96.34
OG0004631 42.41 58.57 42.33 59.07 42.54 58.75
OG0004633 53.40 70.07 54.31 68.71 52.77 71.72
OG0004634 53.04 76.93 53.24 80.30 52.63 74.82
OG0004635 51.06 74.20 50.27 75.47 49.45 88.65
OG0004637 53.24 89.06 53.96 88.58 53.65 90.67
OG0004639 51.89 80.78 52.13 82.71 51.87 80.86
OG0004640 54.17 88.89 54.38 93.77 54.66 93.26
OG0004641 40.20 35.94 33.57 40.56 40.51 36.36
OG0004642 52.76 77.35 52.76 82.87 52.20 79.23
OG0004643 40.99 42.01 41.13 42.88 41.06 42.30
OG0004644 58.47 79.37 59.07 79.59 58.71 79.21
OG0004645 49.04 46.72 49.18 47.67 49.12 46.26
OG0004646 42.31 26.92 45.76 36.44 40.42 33.80
OG0004647 52.06 75.52 53.35 79.90 52.71 77.06
OG0004648 47.70 73.44 47.06 69.61 45.86 74.52
OG0004649 48.56 77.39 51.30 85.38 48.33 78.06
OG0004650 47.72 82.14 47.98 81.50 48.04 83.99
OG0004651 48.22 68.14 49.76 80.03 47.28 64.44
OG0004652 50.32 76.13 47.99 82.97 48.45 82.66
OG0004653 35.12 52.89 35.31 55.24 34.90 53.69
OG0004654 51.75 89.51 49.90 90.24 46.05 91.59
OG0004656 47.33 37.31 37.87 41.58 49.01 32.18
OG0004658 62.42 96.01 63.72 96.18 65.03 93.54
OG0004661 50.47 80.30 51.61 86.23 50.76 81.44
OG0004662 44.33 76.03 44.42 77.50 44.21 75.08
OG0004663 46.33 66.82 47.36 68.63 47.05 71.75
