OG BRO-BGM BAT-BGM BAT-BRO PHY-BAT PHY-BRO PHY-BGM
OG0004054 118.36 134.86 88.17 134.86 104.77 22.87
OG0004057 7.76 5.77 2.61 32.55 35.77 24.79
OG0004058 4.55 2.51 4.97 25.64 26.01 25.41
OG0004059 2.53 1.51 1.87 23.47 23.31 31.89
OG0004061 7.71 2.27 6.32 18.33 22.85 18.59
OG0004062 9.28 4.35 6.35 57.25 56.70 58.24
OG0004063 2.70 2.47 3.01 46.39 46.53 45.29
OG0004065 2.84 1.24 2.44 18.78 19.19 19.05
OG0004067 27.70 4.92 0.77 15.44 25.55 16.99
OG0004068 2.83 1.52 3.54 23.76 22.59 24.64
OG0004069 11.83 12.55 4.37 30.94 34.77 42.42
OG0004070 9.17 5.10 9.06 39.33 44.42 44.08
OG0004071 4.82 1.35 4.46 17.78 18.85 18.85
OG0004072 2.54 1.17 2.13 30.14 30.22 30.14
OG0004074 5.94 4.81 1.75 29.58 31.93 50.13
OG0004076 1.53 0.76 2.38 17.08 16.00 16.17
OG0004077 2.45 1.48 2.26 20.39 19.07 19.23
OG0004078 7.22 5.08 6.86 47.99 48.33 49.31
OG0004079 5.52 3.56 4.78 29.97 29.97 29.97
OG0004080 1.65 1.31 1.17 9.47 9.16 9.84
OG0004081 1.51 1.13 1.47 18.99 18.14 18.71
OG0004082 1.97 0.98 2.62 33.19 33.35 19.48
OG0004083 5.61 1.48 6.41 28.05 29.28 27.80
OG0004084 4.67 3.21 5.50 43.03 51.67 42.11
OG0004085 2.78 2.56 2.78 16.33 15.30 17.38
OG0004087 4.10 1.21 4.74 17.20 17.45 16.95
OG0004088 2.10 0.78 2.36 17.37 17.37 17.21
OG0004089 2.91 1.50 3.03 35.34 35.89 35.34
OG0004090 5.56 2.09 5.94 34.00 35.67 34.81
OG0004092 5.07 1.59 4.64 45.00 45.98 45.61
OG0004093 7.04 6.22 1.82 21.33 21.86 26.24
OG0004094 93.87 18.16 100.28 100.54 91.14 104.62
OG0004095 1.44 0.87 1.31 15.65 15.44 16.05
OG0004096 2.19 0.91 2.19 16.75 15.82 17.04
OG0004098 4.09 1.39 4.40 35.11 36.62 35.11
OG0004099 2.19 2.05 2.70 31.45 33.20 31.08
OG0004100 2.29 0.91 1.82 27.72 28.48 27.35
OG0004101 1.09 0.86 0.96 19.94 20.67 21.70
OG0004102 2.52 1.60 2.28 12.18 12.64 12.26
OG0004103 3.44 1.69 3.29 27.09 26.49 26.56
OG0004104 3.22 1.63 3.60 24.67 24.67 23.84
OG0004105 3.18 1.56 3.81 27.34 30.14 26.91
OG0004106 1.93 0.80 2.99 22.13 21.81 17.84
OG0004107 0.68 1.02 1.02 13.62 13.22 13.22
OG0004108 2.31 1.51 2.37 18.08 17.67 18.22
OG0004109 6.80 3.77 4.66 28.11 27.95 30.97
OG0004110 3.33 1.39 3.22 24.08 20.72 20.65
OG0004111 5.40 4.05 5.83 23.68 23.23 23.87
OG0004112 6.07 1.60 5.77 27.82 32.15 28.08
OG0004114 9.01 1.10 9.69 26.88 34.53 26.73
OG0004115 14.68 9.54 4.25 17.39 20.11 25.88
OG0004116 2.90 0.95 2.63 25.48 26.86 25.11
OG0004117 5.62 3.95 6.38 52.38 54.46 53.44
OG0004121 1.88 2.71 1.95 37.94 36.07 36.58
OG0004122 4.61 2.04 4.96 23.23 22.14 22.14
OG0004123 1.04 2.78 1.25 13.58 14.76 13.97
OG0004124 4.45 3.61 3.70 10.26 10.62 10.82
OG0004125 2.33 0.87 2.78 21.29 21.10 21.48
OG0004126 0.58 0.94 1.74 21.94 18.25 18.25
OG0004128 4.82 1.75 4.83 27.60 29.71 27.80
OG0004129 68.13 70.53 1.60 9.10 10.19 70.35
OG0004131 4.00 0.81 2.62 22.01 22.67 22.48
OG0004132 3.08 2.29 2.49 24.24 22.95 23.47
OG0004133 1.73 0.38 1.73 11.73 11.73 11.73
OG0004134 5.59 2.39 6.09 34.15 34.14 33.69
OG0004136 5.71 3.59 3.54 22.35 21.57 23.78
OG0004137 10.70 5.67 13.67 29.67 34.55 28.08
OG0004138 18.53 0.84 16.73 12.26 141.98 17.33
OG0004139 5.22 1.70 5.49 33.74 31.11 29.89
OG0004140 3.21 1.99 4.04 19.98 19.21 18.67
OG0004141 2.40 37.01 38.25 54.95 28.34 28.34
OG0004142 1.81 1.02 2.05 23.74 23.55 22.46
OG0004143 1.98 1.05 1.78 19.07 19.39 19.39
OG0004144 7.02 1.64 7.02 21.51 25.81 21.08
OG0004146 3.14 1.80 3.36 23.92 22.40 23.67
OG0004148 1.46 10.10 1.46 25.01 28.31 27.13
OG0004150 1.70 1.73 2.03 52.44 54.02 52.44
OG0004153 1.72 0.79 1.79 20.48 19.91 20.37
OG0004154 14.05 1.83 13.22 37.94 116.29 36.69
OG0004155 4.80 2.00 5.30 22.31 23.86 23.04
OG0004157 8.83 2.28 7.57 21.49 26.13 21.34
OG0004159 1.24 0.66 1.58 22.23 18.37 18.16
OG0004160 5.12 2.92 5.58 37.42 37.40 36.74
OG0004161 3.12 137.21 7.38 21.53 17.35 20.29
OG0004162 4.80 0.52 4.25 32.45 33.29 32.87
OG0004163 3.13 1.33 9.39 30.94 32.85 25.94
OG0004164 4.04 2.40 3.43 117.28 114.00 120.71
OG0004165 6.40 2.64 6.77 38.79 36.83 38.80
OG0004166 7.69 0.84 7.49 16.86 21.48 16.86
OG0004167 2.40 0.50 2.43 36.99 34.96 35.13
OG0004168 1.20 1.50 2.11 18.09 18.47 17.33
OG0004169 7.16 0.80 8.21 23.50 24.16 21.04
OG0004170 2.18 1.56 2.61 33.99 34.38 33.56
OG0004171 2.52 1.53 2.85 12.73 12.57 12.89
OG0004173 3.40 3.01 0.82 11.94 11.98 13.16
OG0004174 5.40 3.00 5.40 30.97 28.06 30.74
OG0004175 5.33 2.90 6.17 25.49 25.29 24.90
OG0004176 6.00 3.18 5.94 30.07 31.77 31.43
OG0004178 2.16 1.04 2.16 16.20 15.79 15.76
OG0004179 6.02 4.43 3.20 29.57 31.26 30.29
OG0004180 3.84 3.06 2.67 30.19 29.62 31.65
OG0004181 2.59 1.24 2.86 79.91 81.16 78.94
OG0004182 4.10 1.85 4.25 30.39 28.29 29.55
OG0004183 0.69 -0.00 2.28 26.11 26.32 24.26
OG0004184 2.99 1.98 2.08 29.63 28.67 24.50
OG0004186 2.29 0.80 2.29 23.01 22.82 23.37
OG0004187 1.64 2.09 1.64 26.01 25.38 26.42
OG0004189 3.11 1.22 3.11 22.77 22.94 22.83
OG0004191 8.55 1.73 8.45 17.91 22.25 17.91
OG0004192 2.63 0.78 2.36 35.01 35.31 34.07
OG0004193 9.05 2.25 9.62 31.69 34.28 31.89
OG0004194 10.41 9.36 3.35 23.03 22.64 28.15
OG0004195 7.01 4.50 5.18 39.57 39.79 38.41
OG0004196 3.88 3.17 1.73 20.82 20.03 67.35
OG0004197 5.77 7.12 42.19 27.48 50.60 18.85
OG0004198 5.22 2.79 5.59 27.60 28.82 27.60
OG0004199 4.06 4.32 5.97 35.11 27.84 28.47
OG0004200 4.66 1.16 4.52 23.85 27.82 28.48
OG0004201 1.00 0.57 1.58 7.96 8.12 7.48
OG0004203 3.01 1.90 2.76 36.03 36.48 35.58
OG0004205 2.24 0.83 2.10 21.57 21.57 21.85
OG0004207 4.42 1.06 5.40 20.36 23.82 19.81
OG0004208 1.96 0.78 2.22 13.19 13.04 12.73
OG0004209 8.89 7.64 1.22 24.62 24.62 79.51
OG0004210 1.29 0.74 1.68 24.24 24.08 24.86
OG0004211 3.07 1.92 3.19 19.97 21.97 18.51
OG0004212 2.13 1.55 2.40 21.87 23.55 25.39
OG0004213 2.39 0.99 2.35 23.80 23.05 23.73
OG0004214 5.43 4.35 3.76 24.27 24.01 23.70
OG0004215 4.74 1.84 4.64 34.54 38.63 37.62
OG0004217 8.98 7.80 1.50 18.25 18.21 19.88
OG0004219 2.15 1.15 2.97 24.25 23.23 24.25
OG0004220 4.69 3.23 4.98 44.92 42.03 41.61
OG0004221 5.95 1.74 5.95 43.73 43.73 42.00
OG0004222 15.14 14.44 18.23 58.35 68.49 62.57
OG0004223 4.57 2.77 4.15 17.26 16.48 18.31
OG0004224 4.15 1.95 5.17 24.15 26.58 24.69
OG0004225 5.19 12.15 15.62 44.08 34.22 35.66
OG0004226 3.67 1.42 4.12 20.04 21.32 22.12
OG0004227 5.43 3.98 3.15 22.83 23.70 22.83
OG0004228 15.50 3.24 15.82 36.08 35.47 37.67
OG0004230 3.54 3.21 6.23 23.00 23.86 22.58
OG0004231 1.66 2.33 2.33 15.65 14.44 15.44
OG0004232 4.73 8.56 7.51 115.75 25.40 25.88
OG0004233 6.11 4.76 7.15 25.56 25.32 25.07
OG0004234 3.32 1.35 3.52 12.87 12.79 13.36
OG0004235 1.46 1.02 1.46 24.86 25.26 25.67
OG0004236 7.26 9.03 2.15 23.44 17.02 26.16
OG0004237 28.65 27.11 2.18 17.42 18.52 46.50
OG0004238 7.52 3.80 8.12 28.14 34.54 35.72
OG0004239 5.31 3.82 3.73 26.62 26.62 27.83
OG0004240 2.31 1.95 1.90 16.26 15.59 16.30
OG0004241 3.24 14.62 15.54 36.94 28.09 27.55
OG0004242 4.23 0.85 4.23 19.49 21.90 19.42
OG0004243 3.74 1.47 3.05 18.50 20.63 18.85
OG0004244 5.15 3.13 5.89 23.42 21.50 25.33
OG0004245 1.60 5.58 6.29 22.48 17.26 17.55
OG0004246 1.15 0.94 1.46 22.71 23.21 22.83
OG0004247 2.54 1.17 2.76 24.10 23.24 23.84
OG0004249 2.02 1.21 2.02 29.17 28.35 27.95
OG0004250 2.72 0.71 2.44 23.05 23.98 23.15
OG0004251 3.46 2.64 3.10 19.87 20.31 19.58
OG0004252 3.73 1.89 3.62 27.16 27.37 27.32
OG0004253 3.58 1.80 3.73 33.03 33.76 32.66
OG0004255 42.96 42.40 10.37 23.06 22.73 96.07
OG0004257 1.98 0.52 1.80 23.00 22.34 22.02
OG0004258 3.38 0.60 2.99 26.72 27.49 21.40
OG0004259 3.06 2.22 2.74 27.91 30.35 28.46
OG0004260 32.74 1.71 38.55 31.81 54.47 33.18
OG0004261 4.95 2.57 4.51 38.06 39.00 37.26
OG0004262 2.80 0.97 2.80 22.30 22.00 22.30
OG0004263 5.17 4.98 1.29 29.93 29.72 30.69
OG0004264 19.22 26.88 13.30 52.12 62.34 82.94
OG0004267 4.37 1.55 4.76 19.75 19.63 19.39
OG0004269 2.99 2.59 3.88 64.22 63.18 64.82
OG0004270 1.71 0.77 1.77 21.17 21.17 21.17
OG0004272 5.27 0.92 5.52 24.06 26.35 24.31
OG0004273 2.13 1.24 2.64 20.45 20.45 19.97
OG0004274 4.03 2.24 3.93 37.49 38.02 38.55
OG0004275 3.67 2.58 4.19 21.79 21.70 23.13
OG0004276 4.41 0.75 4.78 73.43 74.14 74.14
OG0004277 4.49 1.65 4.18 25.09 25.38 24.51
OG0004278 4.19 8.15 10.26 41.24 33.88 33.76
OG0004280 2.94 1.65 3.73 24.41 24.23 23.19
OG0004281 4.89 2.92 5.71 20.15 21.33 18.70
OG0004282 1.49 0.99 1.15 16.67 16.44 16.48
OG0004285 2.62 1.35 2.97 19.54 19.43 19.75
OG0004286 4.59 3.51 3.65 21.68 21.62 22.06
OG0004288 2.93 2.38 2.78 26.35 24.12 24.95
OG0004289 4.50 2.65 4.50 22.31 21.97 21.44
OG0004292 8.14 2.96 7.32 44.55 48.39 46.88
OG0004293 3.51 1.57 3.83 18.09 22.75 21.08
OG0004294 8.37 6.31 3.14 18.75 19.23 26.30
OG0004295 12.03 7.75 11.62 41.75 42.08 41.28
OG0004298 3.79 2.46 3.65 16.75 17.36 17.36
OG0004299 3.75 2.02 5.12 32.68 32.95 33.07
OG0004300 3.02 1.07 3.21 19.02 20.01 19.33
OG0004301 6.01 4.40 4.84 30.68 30.60 32.02
OG0004302 5.86 2.19 5.59 33.59 35.90 34.04
OG0004306 5.23 3.09 6.54 27.80 26.35 26.64
OG0004307 2.16 1.39 2.22 52.41 52.97 52.41
OG0004308 2.12 1.96 1.92 28.23 27.17 27.92
OG0004310 1.74 1.15 1.94 14.83 14.79 14.92
OG0004312 2.58 1.28 2.66 21.79 22.39 22.69
OG0004313 2.02 1.05 2.06 20.85 21.72 22.40
OG0004314 73.61 78.27 9.00 40.86 45.86 47.64
OG0004315 9.88 4.04 2.23 16.19 19.90 23.52
OG0004316 2.27 0.92 2.17 18.07 18.59 17.42
OG0004317 4.85 3.50 2.53 26.56 26.38 25.34
OG0004320 5.02 1.01 5.15 30.00 32.16 30.23
OG0004321 1.00 0.40 1.00 25.68 25.68 25.97
OG0004322 2.75 1.27 2.75 17.43 16.74 17.15
OG0004323 4.39 1.81 4.76 19.86 20.67 20.67
OG0004326 1.53 -0.00 1.59 12.74 13.95 15.04
OG0004327 2.90 2.65 3.00 32.53 27.89 29.53
OG0004328 3.99 2.83 3.25 22.77 22.28 33.19
OG0004329 1.97 0.85 1.97 30.11 30.00 29.75
OG0004330 2.89 1.20 2.75 22.31 -nan 22.57
OG0004332 4.06 1.91 4.20 34.99 34.21 34.17
OG0004333 4.15 1.51 3.76 27.00 29.22 30.30
OG0004334 2.72 14.25 3.76 24.20 26.99 37.13
OG0004335 8.71 4.04 6.37 44.67 43.57 34.02
OG0004336 6.29 5.36 6.98 34.66 36.94 35.17
OG0004337 7.15 1.64 6.38 31.15 35.38 32.49
OG0004338 3.31 1.82 3.58 21.60 22.04 20.74
OG0004339 5.33 2.32 5.69 37.64 37.25 40.26
OG0004340 7.56 4.73 9.22 47.84 54.05 46.80
OG0004341 4.49 1.81 4.05 38.06 37.24 38.89
OG0004342 2.56 1.32 2.78 24.14 25.21 23.53
OG0004343 4.68 1.27 4.05 38.75 38.15 39.54
OG0004344 2.56 0.89 3.18 18.34 18.34 18.34
OG0004345 2.60 1.76 2.91 15.60 14.91 15.03
OG0004346 1.54 0.91 1.36 17.54 17.24 17.39
OG0004347 6.60 1.60 7.17 36.83 37.41 37.12
OG0004348 2.69 0.29 2.68 7.14 7.53 7.35
OG0004349 1.61 0.66 1.32 18.68 18.97 18.89
OG0004351 3.22 1.11 1.92 33.85 45.26 46.94
OG0004352 2.64 1.72 3.08 23.99 24.57 25.82
OG0004353 18.14 14.52 89.10 47.60 52.54 36.39
OG0004355 8.35 7.36 3.52 43.12 42.79 46.81
OG0004357 13.06 3.01 11.39 50.19 48.42 51.07
OG0004358 2.75 1.82 3.38 28.84 27.08 27.08
OG0004359 1.31 1.47 1.92 17.34 17.74 17.54
OG0004361 3.51 1.78 2.61 20.30 19.26 20.10
OG0004362 1.94 0.82 1.38 23.56 24.12 23.37
OG0004363 2.78 1.10 3.07 35.52 35.07 34.62
OG0004364 6.59 3.56 7.93 36.65 39.18 36.42
OG0004366 2.18 1.41 2.53 17.64 18.44 18.12
OG0004368 4.85 1.50 4.68 27.87 27.45 26.22
OG0004369 5.63 2.89 8.80 23.68 23.93 21.96
OG0004370 2.72 1.35 2.44 21.82 20.76 21.82
OG0004371 3.05 1.03 3.02 21.73 22.33 21.91
OG0004374 6.54 1.10 6.80 18.20 19.50 18.20
OG0004375 2.19 1.27 2.35 9.32 10.29 9.80
OG0004377 2.59 1.70 2.41 25.25 25.32 25.60
OG0004378 7.29 1.54 7.82 82.40 52.27 82.40
OG0004379 0.12 0.37 0.12 7.23 8.63 7.87
OG0004380 3.66 3.94 4.43 93.67 83.07 84.42
OG0004381 2.82 1.23 2.79 17.66 17.32 17.66
OG0004382 4.27 3.29 4.52 48.50 45.38 48.04
OG0004383 3.45 7.30 4.05 17.94 17.82 20.22
OG0004384 3.85 2.78 4.36 33.72 34.84 33.72
OG0004385 2.72 1.22 2.96 21.67 21.07 21.82
OG0004386 4.33 3.60 5.40 33.98 32.28 32.70
OG0004387 5.34 2.59 6.05 28.59 31.20 28.10
OG0004388 4.36 1.60 4.59 33.74 30.97 24.22
OG0004389 1.99 1.75 2.91 20.70 21.40 21.06
OG0004390 4.14 6.53 2.11 21.89 18.36 26.26
OG0004391 3.24 1.07 3.80 25.10 25.85 24.73
OG0004392 2.51 3.45 2.75 26.98 26.80 22.74
OG0004393 8.04 3.84 7.52 -nan 10.28 9.94
OG0004394 2.76 1.48 2.88 29.48 30.16 29.15
OG0004395 2.26 0.46 2.33 47.44 50.24 55.13
OG0004396 4.14 6.18 6.69 28.54 -nan 35.97
OG0004397 5.48 2.64 5.94 40.26 40.72 39.53
OG0004399 1.95 1.44 2.17 20.56 18.67 19.82
OG0004400 2.44 1.27 2.60 14.71 14.91 16.27
OG0004401 4.68 1.88 4.76 31.32 31.90 31.13
OG0004402 4.40 2.02 4.47 42.01 43.16 42.01
OG0004403 1.56 1.04 1.11 24.87 24.60 24.60
OG0004404 3.56 1.55 3.33 16.49 16.23 17.11
OG0004405 2.04 0.90 2.15 18.99 18.30 18.99
OG0004406 1.54 0.56 1.54 12.68 12.85 12.68
OG0004407 3.13 2.39 3.47 36.00 33.30 40.15
OG0004408 6.70 3.37 6.81 34.23 34.55 34.23
OG0004409 7.83 6.92 5.10 37.72 42.45 35.65
OG0004410 6.78 3.84 9.00 38.71 37.18 31.57
OG0004411 0.99 0.56 0.66 17.17 16.87 17.68
OG0004412 14.12 15.52 3.12 31.99 37.13 47.53
OG0004413 12.47 4.83 12.06 47.19 51.13 49.08
OG0004414 4.79 1.87 4.81 34.38 36.32 34.60
OG0004416 3.72 2.59 3.01 17.21 16.64 16.83
OG0004417 1.60 0.87 2.20 23.93 22.95 23.54
OG0004418 24.82 1.61 25.52 28.72 43.94 28.65
OG0004419 4.29 4.83 7.20 29.41 21.59 26.45
OG0004420 10.31 6.81 6.06 33.69 35.52 41.76
OG0004421 3.22 2.14 3.37 42.58 41.99 43.78
OG0004422 3.94 2.09 3.94 36.60 39.19 36.77
OG0004423 5.19 2.34 5.44 43.91 44.26 44.60
OG0004426 1.97 1.01 2.13 22.73 23.24 22.83
OG0004427 3.35 1.75 3.54 38.97 40.30 39.41
OG0004428 1.69 6.16 2.77 18.97 12.94 12.79
OG0004429 17.80 17.21 1.98 14.06 16.10 14.55
OG0004431 2.89 -0.00 3.01 27.26 27.93 27.18
OG0004432 3.96 1.36 4.16 17.01 18.48 17.99
OG0004433 36.37 37.19 6.36 27.31 28.74 53.70
OG0004434 8.88 0.33 7.02 16.95 18.13 16.71
OG0004435 1.53 0.41 1.62 14.83 14.94 14.83
OG0004436 5.62 2.50 6.75 48.51 49.14 41.14
OG0004438 2.66 1.07 2.96 12.75 12.03 13.49
OG0004439 7.04 5.52 3.06 28.62 27.17 27.02
OG0004440 3.54 1.74 3.11 29.98 35.17 29.98
OG0004441 4.09 1.91 3.43 39.84 40.59 38.35
OG0004442 5.74 9.17 8.43 28.95 22.75 25.19
OG0004443 2.18 1.25 2.06 27.82 28.67 27.33
OG0004444 3.33 2.41 3.43 29.82 29.52 30.71
OG0004446 1.93 1.41 1.93 39.67 39.67 39.67
OG0004447 7.66 1.39 7.63 23.93 25.32 23.84
OG0004448 1.84 1.02 2.71 18.96 17.98 15.67
OG0004449 2.68 2.14 2.55 24.02 23.84 24.57
OG0004450 10.46 8.11 13.02 35.91 49.88 54.29
OG0004451 1.81 1.50 1.50 19.23 19.62 20.79
OG0004452 4.66 1.88 4.35 33.43 76.14 34.51
OG0004453 1.41 0.35 1.24 17.87 16.98 15.88
OG0004454 2.24 0.65 2.15 13.59 13.26 13.92
OG0004455 6.05 3.18 6.98 39.88 43.13 41.26
OG0004457 3.02 8.30 4.54 19.01 18.69 26.87
OG0004458 3.69 1.36 3.69 27.75 29.74 28.74
OG0004460 3.24 2.37 4.46 19.28 19.50 19.20
OG0004461 1.73 1.38 2.44 19.59 18.92 19.44
OG0004462 1.05 1.13 1.54 20.62 18.60 19.27
OG0004463 3.12 1.47 2.80 33.79 40.82 34.18
OG0004464 4.83 1.65 5.42 26.85 26.90 27.12
OG0004465 1.85 0.50 1.80 17.13 17.47 17.59
OG0004466 1.39 0.87 1.51 26.59 26.59 21.22
OG0004467 2.47 1.16 2.40 21.46 21.71 21.62
OG0004468 6.32 2.19 5.39 33.55 34.31 32.69
OG0004469 2.87 1.17 2.47 17.09 17.90 18.17
OG0004471 1.72 1.14 1.72 23.36 23.24 23.62
OG0004473 4.26 1.96 4.32 28.71 28.71 27.82
OG0004474 0.29 0.29 2.26 9.39 9.39 9.02
OG0004475 3.59 2.56 4.13 109.47 112.43 112.43
OG0004476 8.79 5.59 6.32 29.85 32.68 32.80
OG0004477 2.11 1.57 2.52 24.71 25.76 24.71
OG0004479 6.72 2.47 7.57 41.38 42.45 40.59
OG0004480 2.18 1.16 2.43 26.67 25.96 26.67
OG0004481 7.34 5.31 6.89 41.60 42.02 29.14
OG0004482 4.14 2.99 4.01 36.77 38.35 42.47
OG0004483 5.64 3.39 3.03 13.85 14.64 16.38
OG0004484 4.99 5.18 6.86 19.95 19.58 19.21
OG0004485 3.92 1.91 3.36 36.18 34.70 35.68
OG0004486 2.09 0.66 2.00 14.48 14.78 14.58
OG0004487 4.29 2.26 4.24 17.33 17.27 17.59
OG0004488 19.72 18.70 3.72 18.91 18.68 33.34
OG0004490 6.24 1.36 6.19 84.51 84.51 85.59
OG0004491 2.01 1.21 2.55 18.75 19.34 18.36
OG0004493 2.92 2.20 2.92 19.84 20.13 19.55
OG0004494 1.31 1.31 1.37 11.96 11.77 11.96
OG0004495 4.17 1.53 3.99 20.08 21.34 19.61
OG0004496 2.47 2.61 2.67 34.50 34.55 34.68
OG0004499 4.59 1.04 4.66 22.27 22.27 22.01
OG0004502 16.93 10.62 4.46 53.00 52.78 66.38
OG0004503 4.11 2.12 3.75 35.80 35.80 35.42
OG0004504 2.72 1.36 3.46 24.56 22.80 22.10
OG0004505 2.37 2.52 3.42 19.51 18.58 19.32
OG0004506 4.79 1.92 5.47 31.53 29.31 31.85
OG0004507 1.13 1.13 1.13 9.60 9.09 9.85
OG0004508 5.09 0.92 5.59 31.22 33.01 31.22
OG0004510 3.09 1.40 3.30 20.98 21.22 20.55
OG0004511 4.52 2.63 4.26 40.76 41.18 40.76
OG0004512 5.60 2.00 5.77 23.26 24.13 22.40
OG0004513 8.45 82.40 30.64 39.00 29.92 38.73
OG0004515 3.62 1.40 3.78 15.28 15.28 15.28
OG0004516 1.74 1.16 0.58 17.39 17.75 20.79
OG0004517 3.67 2.61 4.10 26.19 26.87 24.68
OG0004518 18.96 3.82 11.05 20.67 14.43 28.57
OG0004519 20.94 20.19 2.20 28.77 29.80 43.75
OG0004520 2.99 1.95 3.50 27.90 27.59 28.00
OG0004521 4.09 2.20 4.66 50.29 48.32 48.81
OG0004522 1.56 0.83 1.35 20.72 20.32 21.13
OG0004524 11.49 4.31 11.40 127.34 120.71 122.31
OG0004525 2.95 1.26 2.89 23.85 24.19 23.96
OG0004526 10.24 0.92 10.79 27.13 36.72 26.97
OG0004527 2.22 1.46 2.08 40.43 40.53 41.30
OG0004528 3.33 1.27 2.18 26.67 26.04 26.35
OG0004529 1.53 0.83 1.25 15.90 15.56 15.90
OG0004530 10.55 1.78 11.10 25.35 31.81 25.79
OG0004531 2.62 1.91 1.85 104.16 104.73 106.03
OG0004533 2.99 1.78 2.39 21.47 21.79 21.47
OG0004534 3.78 1.85 3.95 23.43 22.93 24.11
OG0004535 82.40 0.93 6.56 22.34 27.02 24.71
OG0004537 5.16 3.25 2.89 23.02 22.91 22.85
OG0004538 4.46 2.10 4.68 33.41 35.48 33.67
OG0004539 4.30 2.60 3.76 22.91 22.99 23.58
OG0004540 2.67 0.94 3.11 17.88 17.41 17.98
OG0004542 10.28 8.73 12.85 63.91 60.82 61.59
OG0004544 0.35 0.35 0.52 16.45 16.45 16.22
OG0004545 5.81 3.12 5.44 47.26 48.89 41.27
OG0004546 2.64 1.17 2.91 31.54 32.03 32.52
OG0004547 2.26 1.77 2.33 18.43 18.38 18.55
OG0004548 1.61 0.73 1.46 20.35 20.54 20.35
OG0004549 2.37 1.23 2.72 41.96 43.23 42.38
OG0004550 3.57 2.32 4.09 38.42 32.29 37.88
OG0004551 14.87 1.00 15.80 15.27 28.81 15.22
OG0004552 0.51 0.41 0.71 18.99 18.57 18.85
OG0004555 2.93 1.45 2.60 17.20 17.41 17.41
OG0004556 4.61 2.24 4.96 17.29 19.73 16.97
OG0004558 2.72 1.34 2.13 31.63 26.54 32.14
OG0004559 8.69 4.68 5.52 77.24 79.17 59.80
OG0004560 1.03 0.68 1.03 24.82 25.13 25.74
OG0004561 2.27 1.15 1.79 14.14 14.58 13.91
OG0004563 0.98 0.42 1.25 34.86 35.20 35.20
OG0004564 5.81 2.98 4.40 48.24 48.61 48.71
OG0004565 3.70 1.26 3.97 24.52 26.46 25.34
OG0004566 5.26 1.94 5.66 30.71 31.50 31.93
OG0004567 2.86 1.60 2.68 14.89 14.04 14.47
OG0004568 0.66 0.33 0.49 15.39 15.19 17.19
OG0004569 2.52 1.50 2.69 21.44 20.78 21.00
OG0004570 2.20 1.34 2.30 19.01 18.85 18.69
OG0004571 5.21 1.85 5.29 20.65 23.61 20.65
OG0004572 0.83 1.24 1.24 22.09 22.09 22.65
OG0004573 7.65 3.38 7.51 25.05 24.87 25.68
OG0004574 4.29 2.45 4.65 29.55 30.24 29.95
OG0004575 22.48 4.04 21.82 24.15 17.08 30.93
OG0004576 8.32 7.57 3.38 20.73 21.42 27.28
OG0004577 5.49 1.39 6.20 19.34 20.73 19.67
OG0004578 2.31 1.86 2.87 29.55 29.06 29.30
OG0004579 4.07 2.40 5.35 28.11 28.19 28.61
OG0004580 1.18 0.67 1.35 19.88 19.88 19.66
OG0004581 2.97 1.40 3.53 33.94 32.46 34.27
OG0004582 1.81 0.87 2.01 20.68 20.77 21.23
OG0004583 4.78 1.95 5.79 15.33 14.92 14.72
OG0004584 3.25 1.19 3.25 33.43 33.25 32.88
OG0004585 1.37 0.45 1.28 16.89 17.01 17.12
OG0004587 4.62 1.62 3.76 22.38 23.58 22.27
OG0004588 4.71 1.62 3.53 20.40 18.96 19.15
OG0004589 2.33 0.74 2.23 27.95 26.99 27.47
OG0004590 3.90 1.96 4.14 28.24 28.60 28.41
OG0004592 4.51 2.26 14.34 20.44 25.93 18.58
OG0004593 6.14 5.16 2.66 16.91 17.64 17.64
OG0004594 1.63 1.16 1.39 24.21 24.85 23.58
OG0004595 3.33 1.01 3.33 16.95 16.66 16.95
OG0004596 9.28 1.08 0.59 18.30 20.50 22.95
OG0004597 5.23 3.89 4.96 11.44 12.03 10.56
OG0004599 2.96 2.33 3.76 30.70 29.32 30.01
OG0004600 3.37 3.26 4.85 28.43 28.84 28.13
OG0004601 5.13 5.54 6.96 32.31 32.32 30.23
OG0004603 6.51 5.72 1.73 32.70 33.12 36.07
OG0004604 9.25 5.55 7.31 38.06 40.37 39.10
OG0004605 7.07 1.92 7.49 73.47 70.55 72.89
OG0004606 2.60 1.13 2.27 20.99 21.82 21.41
OG0004607 5.74 2.57 3.74 35.68 36.05 35.39
OG0004608 2.86 15.45 13.72 27.97 18.78 19.59
OG0004609 2.57 4.06 3.72 38.26 39.61 39.80
OG0004610 5.20 35.87 35.73 56.42 22.35 21.51
OG0004612 2.52 0.81 1.93 32.82 35.96 34.68
OG0004613 1.96 1.01 2.56 12.55 13.28 11.95
OG0004616 2.79 1.53 2.79 16.12 17.18 16.27
OG0004618 3.41 1.24 2.71 23.02 24.39 23.50
OG0004619 4.44 3.77 0.82 26.67 26.67 90.74
OG0004621 4.02 2.80 4.00 25.35 24.34 24.99
OG0004622 2.66 2.07 4.16 21.21 20.35 16.37
OG0004623 2.34 2.20 1.64 17.68 17.43 19.34
OG0004625 1.56 0.55 1.21 125.04 134.38 125.04
OG0004628 5.33 3.12 4.69 41.41 40.88 41.41
