OG ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0006440 39.87769 41.77676 37.61546 0.4375034 0.3211718 0.4375034 0.439661 0.4201975 0.439661 0.9083333 0.9083333 0.9
OG0006441 36.68445 39.83506 33.69931 0.5137868 0.3718942 0.5137868 0.4155494 0.4535583 0.4155494 0.8508772 0.9385965 0.8596491
OG0006442 47.75234 46.59264 48.20309 0.1786241 0.2033025 0.1786241 0.4314988 0.4367578 0.4314988 0.75 0.7617188 0.7421875
OG0006443 48.7551 51.90277 48.5829 0.2463605 0.2043624 0.2463605 0.2786441 0.2794011 0.2786441 0.5689655 0.5517241 0.5517241
OG0006444 32.23191 37.50845 32.10302 0.4563888 0.3998534 0.4563888 0.4162063 0.4475262 0.4162063 0.936 0.904 0.96
OG0006445 50.60239 59.64597 39.04468 0.3991134 0.1468222 0.3991134 0.5048975 0.4074619 0.5048975 0.875 0.96875 0.9375
OG0006446 59.29252 55.83037 53.81618 0.262661 0.08868534 0.262661 0.4817292 0.4386337 0.4817292 0.5178571 0.625 0.5178571
OG0006447 38.99742 38.33783 34.63311 0.4445643 0.4236591 0.4445643 0.3005235 0.2922629 0.3005235 0.8313253 0.8554217 0.8674699
OG0006448 47.36699 46.83624 50.60118 0.240172 0.2619236 0.240172 0.2972305 0.3424068 0.2972305 0.7 0.7142857 0.7285714
OG0006449 38.62869 35.67584 42.99901 0.2776778 0.4045152 0.2776778 0.4487377 0.4537333 0.4487377 0.8093385 0.8171206 0.7859922
OG0006450 30.52262 32.99565 31.06986 0.5048642 0.4555722 0.5048642 0.4584289 0.4633614 0.4584289 0.9211356 0.8927445 0.9211356
OG0006451 49.74801 47.11325 50.41192 0.1848068 0.2910549 0.1848068 0.3966358 0.4094133 0.3966358 0.6 0.6210526 0.6526316
OG0006452 51.74997 49.12539 43.58175 0.2834966 0.1424387 0.2834966 0.4720894 0.4452174 0.4720894 0.7888199 0.8012422 0.7701863
OG0006453 52.28459 51.14371 51.83008 0.08268513 0.09218675 0.08268513 0.473148 0.4763212 0.473148 0.7228916 0.7366609 0.7177281
OG0006454 54.82428 51.82796 52.47923 0.1453368 0.1489874 0.1453368 0.4161642 0.4241169 0.4161642 0.7584541 0.7777778 0.7487923
OG0006455 58.4217 55.17217 57.00527 0.1195598 0.1509689 0.1195598 0.3758895 0.3927247 0.3758895 0.625 0.6805556 0.6736111
OG0006456 48.71791 45.80348 47.21309 0.1988403 0.2215681 0.1988403 0.4348726 0.4549728 0.4348726 0.7791667 0.8291667 0.8083333
OG0006457 33.19334 31.76423 33.52132 0.4118314 0.5003759 0.4118314 0.4829244 0.4946317 0.4829244 0.9272097 0.9445407 0.9220104
OG0006458 49.20821 49.67323 52.72292 0.09395544 0.1286553 0.09395544 0.4840429 0.4828188 0.4840429 0.6723324 0.6902738 0.6723324
OG0006459 39.68894 40.97667 41.04748 0.2893147 0.2884345 0.2893147 0.4320519 0.4325006 0.4320519 0.8495575 0.8716814 0.8672566
OG0006460 57.15932 56.06288 56.87264 0.05463157 0.0622612 0.05463157 0.4526267 0.4545632 0.4526267 0.5380577 0.5590551 0.5433071
OG0006461 35.5046 33.76893 35.25458 0.4861441 0.4822409 0.4861441 0.388016 0.3972253 0.388016 0.8924051 0.9177215 0.9050633
OG0006462 51.86666 45.99139 42.007 0.2761995 0.2431457 0.2761995 0.4560301 0.4231191 0.4560301 0.6533333 0.74 0.68
OG0006463 54.13902 49.65547 45.03597 0.296961 0.2376648 0.296961 0.4014973 0.4226705 0.4014973 0.75 0.7777778 0.75
OG0006464 59.83689 58.36008 61 0.08351302 0.1080102 0.08351302 0.3315995 0.3215361 0.3315995 0.3855422 0.4096386 0.3975904
OG0006465 40.08346 43.36042 44.138 0.2417565 0.2476313 0.2417565 0.4506871 0.4730415 0.4506871 0.8326848 0.8326848 0.8404669
OG0006466 52.91735 58.83125 60.87539 0.0417344 0.06099242 0.0417344 0.403762 0.4142427 0.403762 0.4242424 0.4545455 0.4545455
OG0006467 47.92317 58.4388 45.16697 0.203715 0.1132975 0.203715 0.4173308 0.3785608 0.4173308 0.6860465 0.7209302 0.7093023
OG0006468 30.52916 31.11991 40.13921 0.6813502 0.6466045 0.6813502 0.294584 0.3894674 0.294584 0.9189189 0.8918919 0.8918919
OG0006469 34.6828 37.36115 35.83358 0.4699437 0.3906752 0.4699437 0.378821 0.3961394 0.378821 0.8414634 0.8658537 0.8414634
OG0006470 29.63924 29.73248 29.29085 0.5897609 0.5974753 0.5897609 0.4386357 0.4506037 0.4386357 0.9592593 0.962963 0.962963
OG0006471 47.99163 47.29084 49.59027 0.1499711 0.1759991 0.1499711 0.4337973 0.4383023 0.4337973 0.6893939 0.7310606 0.7007576
OG0006472 46.09367 54.80711 45.885 0.1728034 0.1020585 0.1728034 0.4289621 0.4742526 0.4289621 0.6880734 0.6788991 0.706422
OG0006473 41.29156 39.27546 43.92809 0.2051913 0.2661962 0.2051913 0.4747507 0.4760475 0.4747507 0.7930029 0.8279883 0.7900875
OG0006474 58.19178 46.89067 55.24728 0.1351831 0.2179524 0.1351831 0.4467227 0.4632241 0.4467227 0.7111111 0.6888889 0.7111111
OG0006475 50.49766 49.39927 49.8983 0.1570678 0.223843 0.1570678 0.4467252 0.4754163 0.4467252 0.8295455 0.8409091 0.8295455
OG0006476 56.19002 56.87146 56.04915 0.03352955 0.02919442 0.03352955 0.4877411 0.488473 0.4877411 0.3931867 0.3960256 0.3924769
OG0006477 47.62642 43.86423 45.84389 0.2396545 0.2835107 0.2396545 0.4013867 0.4869896 0.4013867 0.7820513 0.7179487 0.7564103
OG0006478 31.31757 33.86187 32.31705 0.5044703 0.4835761 0.5044703 0.4273247 0.4355111 0.4273247 0.8958333 0.9583333 0.875
OG0006479 45.14789 43.7245 45.00833 0.2050427 0.217755 0.2050427 0.4607115 0.4638522 0.4607115 0.7909739 0.807601 0.7933492
OG0006480 32.71368 34.32854 31.56273 0.511626 0.4482421 0.511626 0.4197392 0.4048616 0.4197392 0.880597 0.8955224 0.8880597
OG0006481 52.95562 54.83884 54.50705 0.0662593 0.06687911 0.0662593 0.397787 0.3993794 0.397787 0.4382716 0.4567901 0.4382716
OG0006482 53.18182 52.919 50.52875 0.2033201 0.2081384 0.2033201 0.3404458 0.2984074 0.3404458 0.712963 0.7222222 0.712963
OG0006483 33.35143 39.50115 42.41598 0.3012864 0.3961416 0.3012864 0.4347021 0.4125445 0.4347021 0.9032258 0.9032258 0.9032258
OG0006484 36.04531 37.266 38.49699 0.3166649 0.333766 0.3166649 0.4502128 0.4505478 0.4502128 0.9300412 0.9259259 0.9259259
OG0006485 54.79308 55.48623 54.43926 0.06991747 0.06170799 0.06991747 0.4637609 0.4703062 0.4637609 0.3506173 0.3604938 0.3506173
OG0006486 49.71159 46.18742 48.97291 0.2088593 0.2614448 0.2088593 0.3695409 0.4017404 0.3695409 0.4117647 0.3823529 0.4117647
OG0006487 34.97561 30.83001 36.15553 0.4015532 0.4549757 0.4015532 0.2567358 0.2283496 0.2567358 0.9 0.9 0.9
OG0006488 40.79921 35.71025 40.64988 0.2945266 0.3584446 0.2945266 0.3081633 0.310838 0.3081633 0.8153846 0.8307692 0.8153846
OG0006489 51.38269 42.08842 50.50925 0.1870692 0.2406769 0.1870692 0.3592134 0.4582737 0.3592134 0.6388889 0.712963 0.6851852
OG0006490 41.55181 42.47168 40.96595 0.2536192 0.2367346 0.2536192 0.4756304 0.4768064 0.4756304 0.7806041 0.8076312 0.7933227
OG0006491 45.64513 46.1422 47.05278 0.1761263 0.1921819 0.1761263 0.439445 0.4449131 0.439445 0.8253968 0.8373016 0.8174603
OG0006492 39.56686 41.42221 40.60959 0.2982515 0.2838652 0.2982515 0.4378212 0.4202449 0.4378212 0.8100559 0.7988827 0.8156425
OG0006493 54.53515 54.18592 56.40237 0.05589103 0.07398937 0.05589103 0.4685358 0.4702204 0.4685358 0.7625 0.85 0.7625
OG0006494 55.43739 55.94348 56.44462 0.08364352 0.07905034 0.08364352 0.4117304 0.4237591 0.4117304 0.3947368 0.4276316 0.4013158
OG0006495 37.38594 33.3358 35.61405 0.3464691 0.4181595 0.3464691 0.4451783 0.4774369 0.4451783 0.8541667 0.8958333 0.8489583
OG0006496 28.52021 29.30776 28.14763 0.6174883 0.5863603 0.6174883 0.4190984 0.4197496 0.4190984 0.9545455 0.9363636 0.9545455
OG0006497 57.57481 55.64731 56.94151 0.1016843 0.1053801 0.1016843 0.3817715 0.3900833 0.3817715 0.6715328 0.6934307 0.6715328
OG0006498 58.4026 60.02908 58.4026 0.2513024 0.2225533 0.2513024 0.135937 0.1820974 0.135937 0.4782609 0.5 0.4782609
OG0006499 43.08279 40.51875 42.29214 0.2991882 0.3257974 0.2991882 0.4492602 0.4558332 0.4492602 0.8062678 0.8290598 0.8148148
OG0006500 46.79731 45.90525 37.39306 0.3821743 0.3283617 0.3821743 0.4054738 0.3276846 0.4054738 0.8163265 0.755102 0.7959184
OG0006501 55.62622 54.72421 36.76612 0.4029512 0.1002062 0.4029512 0.6506107 0.4268918 0.6506107 0.8035714 0.8928571 0.8392857
OG0006502 52.56373 52.12878 52.9081 0.11956 0.1270967 0.11956 0.4268528 0.4454529 0.4268528 0.6305419 0.6453202 0.6256158
OG0006503 37.89546 36.12426 37.72913 0.4054317 0.4349877 0.4054317 0.4622571 0.4766979 0.4622571 0.85 0.8708333 0.85
OG0006504 51.91807 53.29391 54.10073 0.1006685 0.1145311 0.1006685 0.4249971 0.4329636 0.4249971 0.7150538 0.7311828 0.7419355
OG0006505 49.16114 49.54305 49.14193 0.1630251 0.1604282 0.1630251 0.4454537 0.4531967 0.4454537 0.6542857 0.6371429 0.64
OG0006506 33.70092 34.59094 35.12716 0.5071999 0.4855279 0.5071999 0.3578824 0.4027402 0.3578824 0.9635036 0.9489051 0.9635036
OG0006507 34.62423 34.65581 34.85191 0.4145762 0.4439577 0.4145762 0.4360476 0.453567 0.4360476 0.8993056 0.8923611 0.8888889
OG0006508 55.75335 53.92875 55.51704 0.08412219 0.09255295 0.08412219 0.4128032 0.4128661 0.4128032 0.5454545 0.538961 0.5454545
OG0006509 60.05346 59.37822 59.71686 0.03664727 0.04271777 0.03664727 0.4358285 0.4365328 0.4358285 0.5189873 0.5485232 0.5400844
OG0006510 28.39235 39.47559 31.05348 0.5725354 0.4102153 0.5725354 0.3825697 0.2762215 0.3825697 0.8823529 0.8529412 0.8529412
OG0006511 40.12463 37.92994 38.48262 0.3485988 0.3906989 0.3485988 0.4234158 0.4118692 0.4234158 0.7919075 0.8265896 0.8034682
OG0006512 52.9941 50.52094 58.97501 0.2845954 0.2180173 0.2845954 0.3443264 0.3547423 0.3443264 0.5932203 0.5932203 0.5932203
OG0006513 57.80041 58.66701 57.33768 0.05360329 0.05211153 0.05360329 0.4290924 0.4308289 0.4290924 0.3537118 0.3755459 0.3580786
OG0006514 55.9918 54.50167 56.79287 0.08602972 0.1100332 0.08602972 0.402125 0.4089251 0.402125 0.5957447 0.6382979 0.6117021
OG0006515 59.79347 59.61714 59.46221 0.04202435 0.04278286 0.04202435 0.4587334 0.4589681 0.4587334 0.5547619 0.5619048 0.5595238
OG0006516 53.241 48.70601 53.83655 0.06299601 0.1116474 0.06299601 0.4755014 0.4851646 0.4755014 0.6285714 0.7031746 0.6301587
OG0006517 41.75511 38.66206 41.39017 0.2833456 0.3282457 0.2833456 0.4154656 0.4270708 0.4154656 0.7570093 0.7943925 0.771028
OG0006518 43.10668 40.86055 36.46212 0.4570881 0.3823064 0.4570881 0.4473256 0.42387 0.4473256 0.9251701 0.9387755 0.9047619
OG0006520 61 61 61 0.178948 0.1866267 0.178948 0.2841278 0.2842471 0.2841278 0.6395349 0.627907 0.6162791
OG0006521 40.76418 41.0452 35.67689 0.418532 0.3917062 0.418532 0.4299296 0.2977947 0.4299296 0.862069 0.8793103 0.862069
OG0006522 35.99755 37.49946 34.45608 0.4042229 0.388934 0.4042229 0.4417536 0.4213843 0.4417536 0.8471338 0.8789809 0.8789809
OG0006523 53.60386 53.95913 55.39636 0.05606366 0.07361613 0.05606366 0.4599795 0.4656943 0.4599795 0.6136364 0.625 0.6181818
OG0006524 51.81051 49.40983 50.38584 0.1238165 0.1454001 0.1238165 0.4371153 0.438459 0.4371153 0.721374 0.7061069 0.7175573
OG0006525 59.21332 61 58.88225 0.09025268 0.07817886 0.09025268 0.3602844 0.3629877 0.3602844 0.4752475 0.4554455 0.4653465
OG0006526 53.29275 53.33824 58.59264 0.04116861 0.08817978 0.04116861 0.4741086 0.4680996 0.4741086 0.533101 0.5470383 0.5400697
OG0006527 58.2094 58.73766 58.82039 0.171199 0.173818 0.171199 0.3489751 0.334999 0.3489751 0.75 0.85 0.85
OG0006528 37.12324 27.41314 29.39736 0.5890333 0.6615135 0.5890333 0.4348125 0.3677759 0.4348125 0.9736842 0.9736842 0.9473684
OG0006529 55.26761 55.89941 54.71053 0.1400775 0.1388358 0.1400775 0.3924473 0.3984231 0.3924473 0.371134 0.371134 0.3608247
OG0006530 31.52808 33.28112 37.25794 0.3114997 0.4437369 0.3114997 0.4862856 0.4760998 0.4862856 0.9316239 0.9458689 0.9401709
OG0006531 49.49372 48.81108 51.05137 0.1355141 0.1414945 0.1355141 0.4174638 0.4205798 0.4174638 0.7443182 0.7784091 0.7670455
OG0006532 59.14785 60.24072 59.61845 0.05090903 0.04424307 0.05090903 0.4531504 0.4568656 0.4531504 0.5340909 0.5625 0.5397727
OG0006533 57.98957 53.77849 55.288 0.1759299 0.2061969 0.1759299 0.3053475 0.2060757 0.3053475 0.3513514 0.3243243 0.3513514
OG0006534 48.71639 48.11796 48.97198 0.1931371 0.1881998 0.1931371 0.4004215 0.3976083 0.4004215 0.702381 0.7142857 0.6785714
OG0006536 53.64909 53.14471 48.62055 0.1843102 0.1145069 0.1843102 0.476087 0.4576309 0.476087 0.6142857 0.6380952 0.6190476
OG0006537 51.43553 51.05056 55.94716 0.2205928 0.1425713 0.2205928 0.3730432 0.3698556 0.3730432 0.3157895 0.3157895 0.3684211
OG0006538 53.30508 48.29596 49.69782 0.162451 0.1662901 0.162451 0.4501961 0.4550979 0.4501961 0.6458333 0.6666667 0.6458333
OG0006539 37.33207 34.94685 38.17392 0.3328641 0.4224237 0.3328641 0.4256945 0.4489244 0.4256945 0.8222222 0.8777778 0.8148148
OG0006540 51.71991 56.43456 55.50386 0.1881388 0.1879899 0.1881388 0.2460524 0.2447997 0.2460524 0.3508772 0.3684211 0.3157895
OG0006541 56.49506 59.84002 60.15589 0.06280727 0.06156306 0.06280727 0.415439 0.4195181 0.415439 0.575419 0.547486 0.5418994
OG0006542 46.668 55.29545 54.454 0.1033927 0.06823364 0.1033927 0.4515666 0.4398515 0.4515666 0.2142857 0.2619048 0.2380952
OG0006544 56.99498 56.73586 57.3623 0.06785998 0.05386364 0.06785998 0.4426125 0.4643182 0.4426125 0.5542169 0.6385542 0.560241
OG0006545 53.98957 47.38269 54.60881 0.06665277 0.1022404 0.06665277 0.4410552 0.4519846 0.4410552 0.5540541 0.5608108 0.5540541
OG0006547 51.38427 37.66515 49.10817 0.1679015 0.5033724 0.1679015 0.4273036 0.6587836 0.4273036 0.7904762 0.8380952 0.7904762
OG0006548 50.24796 45.72877 54.83255 0.1303169 0.2423171 0.1303169 0.3795285 0.3770444 0.3795285 0.6846847 0.7117117 0.7027027
OG0006549 34.14538 34.34595 33.14603 0.4127847 0.3704445 0.4127847 0.4856285 0.4840165 0.4856285 0.872315 0.8782816 0.8794749
OG0006550 57.29926 56.10376 53.37322 0.1541469 0.1220515 0.1541469 0.3947168 0.3803062 0.3947168 0.6542056 0.6915888 0.6635514
OG0006551 37.67613 34.06825 34.34419 0.3988073 0.4316098 0.3988073 0.4188605 0.4247229 0.4188605 0.9083969 0.9160305 0.8931298
OG0006552 56.05358 57.01084 54.68402 0.05973987 0.06468606 0.05973987 0.4659016 0.4709061 0.4659016 0.4056604 0.490566 0.4433962
OG0006553 33.53449 39.73061 35.09575 0.4525028 0.4502207 0.4525028 0.3609542 0.3449669 0.3609542 0.9545455 0.7727273 0.7727273
OG0006554 49.39416 50.13172 48.95482 0.1494198 0.1441645 0.1494198 0.4543855 0.4499183 0.4543855 0.6894977 0.6894977 0.7123288
OG0006555 36.45129 32.09904 31.75739 0.5150833 0.5898206 0.5150833 0.4532613 0.3551187 0.4532613 0.9863014 0.9589041 0.9863014
OG0006556 30.27816 30.68283 36.45518 0.466557 0.5530432 0.466557 0.4305187 0.4527464 0.4305187 0.950495 0.9405941 0.9306931
OG0006557 59.39997 58.88617 58.3111 0.08826645 0.08059898 0.08826645 0.3971014 0.407385 0.3971014 0.5465839 0.5776398 0.5590062
OG0006558 59.39997 58.88617 58.3111 0.08826645 0.08059898 0.08826645 0.3971014 0.407385 0.3971014 0.5465839 0.5776398 0.5590062
OG0006559 44.8992 39.16067 42.59291 0.2454364 0.3260334 0.2454364 0.4694696 0.5028546 0.4694696 0.8263889 0.8611111 0.84375
OG0006560 58.90851 58.64229 58.61332 0.07126587 0.06203099 0.07126587 0.4178407 0.4244486 0.4178407 0.6011905 0.6071429 0.5952381
OG0006561 56.12438 57.05141 54.76804 0.1323066 0.1182441 0.1323066 0.3963178 0.3961727 0.3963178 0.7 0.7 0.7214286
OG0006562 36.96847 34.378 41.69316 0.4097581 0.4177205 0.4097581 0.4404004 0.4491336 0.4404004 0.8363636 0.8727273 0.8545455
OG0006563 56.91782 56.61923 56.7262 0.04524347 0.04431989 0.04524347 0.4686351 0.4701776 0.4686351 0.5851064 0.5975177 0.5833333
OG0006564 53.5541 53.60871 51.9609 0.2490474 0.251989 0.2490474 0.1441123 0.1577972 0.1441123 0.3114754 0.3278689 0.3114754
OG0006565 56.99801 57.63175 56.79465 0.06171103 0.05396536 0.06171103 0.4441516 0.446184 0.4441516 0.3864542 0.4143426 0.3904382
OG0006566 57.61459 58.47153 58.69178 0.04502349 0.04511051 0.04502349 0.4400753 0.4425052 0.4400753 0.5066079 0.5022026 0.4977974
OG0006567 55.41248 56.69482 56.50292 0.03706012 0.04166294 0.03706012 0.4761044 0.4756391 0.4761044 0.5558511 0.6010638 0.5718085
OG0006568 50.85186 48.7282 51.21258 0.1157774 0.1440733 0.1157774 0.4184661 0.4245633 0.4184661 0.6896552 0.7192118 0.7142857
OG0006569 51.62756 49.20532 50.6306 0.1439989 0.1594009 0.1439989 0.4674137 0.4783432 0.4674137 0.6732955 0.6818182 0.6761364
OG0006571 58.27938 60.07012 57.43187 0.05872987 0.05229979 0.05872987 0.4178179 0.4121656 0.4178179 0.5434783 0.5507246 0.5724638
OG0006572 55.14453 47.54718 51.34491 0.1613706 0.1926118 0.1613706 0.3551689 0.369817 0.3551689 0.6728972 0.7476636 0.7009346
OG0006573 36.22695 37.23967 36.15214 0.5279065 0.5500992 0.5279065 0.2562296 0.2796302 0.2562296 0.9016393 0.9016393 0.9016393
OG0006574 51.72259 52.61656 54.0713 0.1607174 0.1094213 0.1607174 0.4931957 0.4157452 0.4931957 0.4074074 0.3703704 0.4259259
OG0006575 58.84927 56.61488 57.18501 0.1290622 0.1431419 0.1290622 0.3356827 0.3463492 0.3356827 0.6145833 0.6979167 0.625
OG0006576 57.34728 56.76845 56.18338 0.04342622 0.04010185 0.04342622 0.4688884 0.4698851 0.4688884 0.5827338 0.5845324 0.5863309
OG0006577 47.14217 43.153 43.27381 0.2240256 0.2377974 0.2240256 0.4737374 0.481802 0.4737374 0.7358974 0.7641026 0.7282051
OG0006578 46.15556 45.74409 43.83292 0.2275167 0.1923434 0.2275167 0.4415188 0.4638021 0.4415188 0.7878788 0.8095238 0.8008658
OG0006579 25.99624 25.97467 26.39285 0.484935 0.5241017 0.484935 0.2867364 0.3104685 0.2867364 0.908046 0.9195402 0.908046
OG0006580 52.28913 52.18077 51.98229 0.1384995 0.140785 0.1384995 0.3981655 0.3991235 0.3981655 0.2514286 0.2514286 0.2457143
OG0006581 61 61 61 0.1752592 0.1796138 0.1752592 0.2165592 0.2187843 0.2165592 0.5151515 0.530303 0.5151515
OG0006582 29.51911 28.0446 30.16397 0.6044895 0.6375604 0.6044895 0.4208141 0.4366992 0.4208141 0.9519231 0.9759615 0.9615385
OG0006583 49.78449 41.03036 44.42407 0.272887 0.2912978 0.272887 0.3231981 0.3455082 0.3231981 0.8059701 0.8507463 0.8507463
OG0006584 44.98796 43.83429 46.94366 0.2248494 0.2488883 0.2248494 0.3971353 0.4005902 0.3971353 0.7329193 0.7639752 0.7204969
OG0006585 40.74478 36.06029 45.65317 0.3199315 0.4479825 0.3199315 0.2668922 0.2516155 0.2668922 0.9148936 0.9148936 0.893617
OG0006586 56.76751 52.77096 55.81385 0.08368229 0.1295105 0.08368229 0.4609044 0.5014015 0.4609044 0.4867257 0.7079646 0.5221239
OG0006587 48.89237 47.02884 48.60382 0.2007393 0.2231411 0.2007393 0.3879345 0.3921391 0.3879345 0.703125 0.6953125 0.7265625
OG0006588 43.05609 39.1204 45.34386 0.2199155 0.2535991 0.2199155 0.4704289 0.4874162 0.4704289 0.8286853 0.8525896 0.812749
OG0006589 49.56138 49.88966 50.14164 0.1921202 0.1876699 0.1921202 0.3238944 0.328996 0.3238944 0.625 0.575 0.625
OG0006590 53.85469 52.43408 51.14097 0.1805542 0.1306728 0.1805542 0.4148894 0.4080796 0.4148894 0.7172414 0.7586207 0.7241379
OG0006591 36.29925 38.16533 34.53734 0.4939547 0.4407549 0.4939547 0.3763209 0.3315287 0.3763209 0.9358974 0.9487179 0.9487179
OG0006592 55.36107 54.44186 53.84432 0.1456359 0.1511034 0.1456359 0.3602107 0.3607256 0.3602107 0.6752137 0.6923077 0.6837607
OG0006593 40.97608 38.64659 42.96479 0.2256285 0.3069873 0.2256285 0.4711074 0.4737083 0.4711074 0.8031496 0.8425197 0.7933071
OG0006594 55.31885 53.65526 55.30279 0.1072832 0.1253882 0.1072832 0.4070998 0.4089913 0.4070998 0.6865672 0.7089552 0.6865672
OG0006595 44.39843 38.16464 42.63772 0.2477625 0.3279813 0.2477625 0.4257662 0.4479016 0.4257662 0.7712766 0.8617021 0.7978723
OG0006596 39.66471 34.04396 37.9971 0.3447239 0.4371945 0.3447239 0.4513895 0.4681524 0.4513895 0.9137056 0.928934 0.9492386
OG0006597 34.6267 34.19951 34.59076 0.4083217 0.4134578 0.4083217 0.4559139 0.4517732 0.4559139 0.9126984 0.952381 0.9285714
OG0006598 49.53999 57.56589 48.70594 0.1799874 0.1322943 0.1799874 0.4443014 0.4708554 0.4443014 0.5810811 0.527027 0.6216216
OG0006599 54.65926 53.57186 56.31885 0.1222913 0.1451771 0.1222913 0.4067291 0.3979234 0.4067291 0.67 0.66 0.66
OG0006600 30.34631 31.83494 29.70225 0.5550396 0.4834136 0.5550396 0.4832696 0.486249 0.4832696 0.9572193 0.9180036 0.9625668
OG0006601 52.78897 28.81598 46.71545 0.269826 0.5575036 0.269826 0.5692267 0.6575765 0.5692267 0.6315789 0.9473684 0.6842105
OG0006602 50.19042 44.75784 45.50096 0.1974072 0.1967519 0.1974072 0.3991558 0.4006451 0.3991558 0.6086957 0.5652174 0.5797101
OG0006603 57.87878 53.60997 55.59149 0.2828624 0.3064254 0.2828624 0.2666087 0.2519686 0.2666087 0.5797101 0.6376812 0.6086957
OG0006604 50.67304 47.45133 52.12716 0.2502281 0.2610596 0.2502281 0.1973268 0.2940697 0.1973268 0.4074074 0.4074074 0.4074074
OG0006605 36.81035 36.20663 37.03657 0.4048402 0.4258034 0.4048402 0.4563265 0.463479 0.4563265 0.8695652 0.8804348 0.875
OG0006606 40.47478 41.58081 40.85613 0.3610362 0.3665093 0.3610362 0.3555599 0.3558552 0.3555599 0.8571429 0.8403361 0.8319328
OG0006607 32.23743 29.34596 30.91018 0.5680858 0.5470479 0.5680858 0.4208101 0.4278779 0.4208101 0.9387755 0.9591837 0.952381
OG0006608 34.48279 32.69837 33.52028 0.4647968 0.469966 0.4647968 0.438603 0.4468557 0.438603 0.8964143 0.9203187 0.9123506
OG0006609 39.09016 39.21924 45.90477 0.308251 0.3431092 0.308251 0.3656066 0.3618825 0.3656066 0.8983051 0.8983051 0.8135593
OG0006610 30.50587 40.40185 39.99518 0.4014776 0.4779432 0.4014776 0.3496752 0.3027482 0.3496752 0.952381 0.9285714 0.952381
OG0006611 39.74214 39.57522 39.80822 0.3101972 0.349521 0.3101972 0.3772173 0.4020198 0.3772173 0.8618421 0.9078947 0.8552632
OG0006612 53.55906 47.04767 53.17354 0.1130544 0.1947075 0.1130544 0.4249882 0.4460159 0.4249882 0.7191011 0.747191 0.6797753
OG0006613 46.26338 41.22545 46.55053 0.1662735 0.3760821 0.1662735 0.3909251 0.4907154 0.3909251 0.9130435 0.9782609 0.8478261
OG0006614 26.82056 26.72418 26.71367 0.666376 0.7082575 0.666376 0.3384349 0.3356006 0.3384349 0.9620253 0.9746835 0.9746835
OG0006615 58.2243 56.11819 55.76886 0.08440307 0.07688576 0.08440307 0.4489996 0.4512754 0.4489996 0.6233766 0.6428571 0.6331169
OG0006616 43.52336 42.05344 37.98922 0.3900414 0.3068401 0.3900414 0.3898048 0.3894259 0.3898048 0.75 0.7717391 0.7391304
OG0006617 49.31731 49.09617 50.03658 0.1783205 0.1813579 0.1783205 0.3999871 0.4039745 0.3999871 0.2594937 0.2658228 0.2594937
OG0006618 39.61615 37.93751 39.44388 0.3681191 0.3964691 0.3681191 0.4191797 0.4329921 0.4191797 0.7874016 0.8267717 0.8031496
OG0006619 41.72561 37.61691 40.5708 0.3897873 0.4148695 0.3897873 0.411157 0.4197827 0.411157 0.8383838 0.8686869 0.8535354
OG0006620 44.30937 45.53963 43.28592 0.2149556 0.2628385 0.2149556 0.4697345 0.527291 0.4697345 0.7534247 0.7671233 0.8219178
OG0006621 40.50614 35.84522 37.17123 0.3687994 0.4453774 0.3687994 0.4206463 0.4301423 0.4206463 0.7666667 0.84 0.7666667
OG0006622 32.32637 32.89983 32.32241 0.4758701 0.5079526 0.4758701 0.4642904 0.4708698 0.4642904 0.9700375 0.9363296 0.9550562
OG0006623 48.93944 48.06827 49.34405 0.1583115 0.173792 0.1583115 0.4596968 0.4638811 0.4596968 0.75 0.7723881 0.75
OG0006624 40.46604 39.9176 42.84393 0.2776789 0.2871979 0.2776789 0.4520886 0.4608005 0.4520886 0.8487805 0.8634146 0.8585366
OG0006625 57.38612 56.78279 58.31542 0.09005111 0.107813 0.09005111 0.3525093 0.3627061 0.3525093 0.6347826 0.6434783 0.6434783
OG0006626 28.43666 31.51498 29.18283 0.563709 0.5266191 0.563709 0.4480006 0.4517589 0.4480006 0.9489362 0.9276596 0.9574468
OG0006627 43.81873 41.43738 45.46871 0.6111106 0.467274 0.6111106 0.2622511 0.3168612 0.2622511 0.8333333 0.8148148 0.8888889
OG0006628 31.457 29.34642 31.3026 0.6045084 0.6726589 0.6045084 0.4284604 0.4463818 0.4284604 0.959596 0.969697 0.969697
OG0006629 35.57576 34.49906 35.1119 0.4300119 0.4374883 0.4300119 0.4491904 0.4640474 0.4491904 0.8797251 0.862543 0.8934708
OG0006631 31.03404 31.3108 32.50807 0.4552963 0.485489 0.4552963 0.4978294 0.4798733 0.4978294 0.9390863 0.9543147 0.9492386
OG0006632 56.96865 57.67812 53.05418 0.1359875 0.08303389 0.1359875 0.4159375 0.3917049 0.4159375 0.6605505 0.6422018 0.6605505
OG0006633 40.36197 37.63762 45.36027 0.177108 0.3657183 0.177108 0.4296275 0.4204097 0.4296275 0.88 0.8666667 0.8933333
