OG BAT_3_utr_gc BAT_5_utr_gc BRO_3_utr_gc BRO_5_utr_gc BGM_3_utr_gc BGM_5_utr_gc
OG0004089 36.00 29.82 35.93 33.72 37.29 29.74
OG0004090 29.19 26.45 30.53 26.21 29.18 30.71
OG0004092 35.58 NA 33.18 NA 35.09 NA
OG0004093 32.12 33.98 31.24 35.93 31.63 31.08
OG0004094 23.94 26.50 37.85 29.41 29.09 31.71
OG0004095 34.95 29.01 36.03 28.43 35.59 27.99
OG0004096 34.90 34.43 33.01 34.88 33.20 34.76
OG0004098 32.45 45.77 34.24 48.73 36.73 48.25
OG0004099 31.94 30.26 47.50 31.64 33.18 20.51
OG0004100 36.19 28.30 34.70 32.22 39.04 31.40
OG0004101 NA 69.37 52.85 69.38 56.69 NA
OG0004102 36.27 38.18 34.22 42.64 35.46 41.38
OG0004103 29.02 78.05 29.48 83.05 33.38 39.11
OG0004104 27.51 32.27 27.74 37.87 27.02 35.97
OG0004105 33.45 32.08 31.65 28.95 31.07 27.31
OG0004106 37.37 29.78 35.57 27.17 35.71 36.35
OG0004107 28.30 36.82 29.66 30.05 27.83 34.94
OG0004108 34.08 50.64 34.36 34.94 33.72 34.80
OG0004109 35.21 NA 38.72 NA 51.89 NA
OG0004110 32.67 31.76 38.28 34.63 30.62 34.57
OG0004111 33.58 63.96 36.97 58.60 34.74 43.97
OG0004112 28.26 31.58 37.31 31.68 33.86 20.00
OG0004114 34.31 NA 39.88 NA 34.12 NA
OG0004115 26.89 62.21 28.92 60.98 28.67 36.05
OG0004116 25.62 NA 36.48 NA 32.86 NA
OG0004117 25.94 58.40 26.77 46.27 26.84 59.54
OG0004121 36.10 49.59 46.18 52.00 36.82 50.16
OG0004122 31.99 NA 35.28 62.96 30.88 66.48
OG0004123 38.59 26.99 30.14 35.34 31.72 31.22
OG0004124 35.36 37.27 33.80 37.25 35.51 38.68
OG0004125 34.24 28.92 33.09 26.99 32.57 30.20
OG0004126 33.53 NA 43.59 78.88 39.75 NA
OG0004128 26.32 24.00 27.55 NA 39.84 32.73
OG0004131 30.45 57.33 30.19 32.02 30.84 43.46
OG0004132 26.24 51.95 27.63 58.59 25.18 57.50
OG0004133 36.08 34.17 36.26 34.21 35.77 36.40
OG0004134 30.51 70.83 30.88 NA 29.44 NA
OG0004136 30.33 44.62 24.44 44.49 35.49 NA
OG0004137 31.69 NA 35.86 NA 40.43 NA
OG0004138 NA 62.42 52.03 75.98 40.06 77.42
OG0004139 34.33 NA 33.19 43.10 NA 48.20
OG0004140 30.57 46.44 29.94 38.49 41.33 31.85
OG0004141 38.68 31.72 30.56 32.50 43.89 31.56
OG0004142 29.76 47.37 30.37 30.10 32.73 27.31
OG0004143 30.02 65.03 30.00 66.36 30.03 53.42
OG0004144 28.43 27.81 41.38 34.36 28.86 33.05
OG0004146 26.08 60.09 25.98 50.68 25.65 58.42
OG0004150 32.66 50.00 25.06 49.70 24.26 32.02
OG0004153 28.82 38.51 31.58 38.86 30.19 53.26
OG0004154 31.49 32.67 36.03 39.30 34.20 41.51
OG0004155 40.94 48.30 43.48 48.90 41.59 47.53
OG0004157 32.30 28.74 31.16 30.50 34.87 29.51
OG0004159 31.39 40.02 31.31 63.16 30.71 63.16
OG0004160 32.59 43.38 32.07 58.31 29.43 51.05
OG0004161 39.06 42.78 40.67 43.30 45.66 40.57
OG0004162 35.47 NA 36.03 NA 49.19 NA
OG0004163 33.33 28.35 33.76 NA 30.28 NA
OG0004164 29.83 21.95 31.18 25.00 31.44 34.30
OG0004165 36.20 72.06 41.53 72.03 41.50 71.29
OG0004166 31.33 31.56 37.82 31.18 30.10 34.54
OG0004167 28.04 34.38 28.20 30.19 28.72 33.62
OG0004168 35.51 32.61 35.57 30.93 36.14 31.23
OG0004169 28.47 41.02 32.25 38.02 32.23 35.74
OG0004170 29.75 35.84 30.50 33.19 30.77 31.80
OG0004171 40.76 NA 45.06 NA 38.48 35.77
OG0004173 30.38 28.81 29.01 31.89 29.38 32.29
OG0004174 47.28 65.94 45.19 64.55 46.31 66.96
OG0004175 NA 27.72 NA 26.29 NA 30.13
OG0004176 34.31 76.33 19.44 NA 30.03 77.25
OG0004178 31.32 34.99 32.35 33.48 34.44 31.64
OG0004179 35.41 37.85 39.06 36.13 28.92 36.09
OG0004180 36.72 50.00 35.79 51.65 37.04 51.39
OG0004181 35.80 35.68 32.46 33.13 36.27 31.43
OG0004182 33.00 46.30 47.15 46.53 35.47 46.10
OG0004183 26.69 14.29 30.08 32.89 25.23 36.47
OG0004184 33.82 32.39 31.89 27.10 33.78 27.97
OG0004186 33.58 43.92 47.23 44.57 33.67 44.74
OG0004187 35.81 26.01 28.50 29.03 36.52 36.17
OG0004189 32.75 44.76 35.71 47.77 34.93 42.86
OG0004191 29.61 38.39 33.85 40.57 34.24 38.10
OG0004192 27.78 58.72 27.32 59.30 27.93 58.52
OG0004193 34.71 30.06 32.16 26.16 33.68 27.62
OG0004194 43.33 25.84 33.56 25.64 26.74 NA
OG0004195 28.43 37.82 43.50 30.89 32.21 45.69
OG0004196 35.43 40.14 31.17 40.88 36.42 39.91
OG0004198 33.21 37.93 29.32 33.20 32.53 44.58
OG0004199 36.29 35.00 30.26 31.84 31.05 27.01
OG0004200 31.30 59.68 31.45 42.48 30.87 49.24
OG0004201 35.43 66.29 32.81 67.46 31.56 38.06
OG0004203 NA 49.89 NA 49.43 46.15 49.92
OG0004205 30.75 33.62 30.19 32.49 28.64 34.15
OG0004207 32.21 26.67 31.52 28.74 31.74 40.21
OG0004208 30.52 41.87 30.86 42.28 30.06 36.86
OG0004209 30.95 31.94 36.10 30.77 34.10 30.90
OG0004210 34.20 22.99 29.19 31.98 30.39 29.21
OG0004211 30.44 83.61 30.94 68.32 30.79 87.50
OG0004212 36.84 NA 37.65 42.03 71.07 33.33
OG0004213 31.88 25.65 29.17 27.99 34.47 29.92
OG0004214 30.31 38.58 33.39 33.62 39.60 31.62
OG0004215 37.45 33.11 46.12 55.96 37.51 45.16
OG0004219 26.40 NA 29.89 41.09 29.64 32.64
OG0004220 36.29 29.89 36.19 26.52 35.80 29.03
OG0004221 41.04 31.07 40.82 34.39 44.41 29.61
OG0004222 27.53 74.83 NA NA 35.84 53.54
OG0004223 22.80 66.23 NA NA 25.18 62.07
OG0004224 40.33 34.64 39.02 42.86 39.11 36.26
OG0004225 33.71 34.65 28.67 39.46 27.13 36.78
OG0004226 29.57 51.98 29.41 54.48 29.94 40.02
OG0004227 37.69 40.35 33.61 35.13 28.96 30.37
OG0004228 39.01 36.49 34.89 NA 40.35 38.40
OG0004230 35.89 35.21 33.74 32.55 34.81 36.54
OG0004231 34.27 54.40 35.95 68.15 39.56 49.53
OG0004232 36.86 28.85 32.94 48.74 32.52 53.78
OG0004233 30.10 68.39 31.81 70.73 28.82 73.02
OG0004234 32.94 50.60 33.86 49.40 32.21 38.97
OG0004235 31.82 68.97 31.89 75.36 32.03 72.61
OG0004236 36.61 NA 31.52 70.89 36.49 41.30
OG0004237 51.32 49.53 30.29 43.42 NA 66.28
OG0004238 37.02 32.36 39.16 27.89 52.45 33.75
OG0004239 44.55 34.36 46.94 31.40 50.12 37.06
OG0004240 32.11 32.08 34.98 36.70 36.60 34.88
OG0004241 33.57 26.19 30.08 37.44 31.74 35.25
OG0004242 32.55 30.43 31.69 27.75 32.51 32.98
OG0004243 31.16 NA 30.76 68.91 31.40 70.70
OG0004244 38.19 40.05 NA 44.14 37.32 44.25
OG0004245 26.16 30.21 28.25 27.95 28.47 25.88
OG0004247 29.46 61.30 31.08 63.11 31.58 61.14
OG0004249 35.09 24.49 34.71 39.42 30.84 41.67
OG0004250 33.75 64.66 35.11 56.32 33.23 65.22
OG0004251 36.58 31.38 36.94 30.56 40.06 30.77
OG0004252 NA NA NA NA NA NA
OG0004253 29.82 58.92 28.20 39.71 28.47 46.59
OG0004257 38.71 51.72 32.09 51.79 26.53 50.00
OG0004258 31.42 36.70 29.53 32.50 28.53 39.56
OG0004259 28.93 33.33 33.67 32.61 27.22 31.84
OG0004260 34.36 33.09 35.28 40.84 43.51 36.96
OG0004261 33.82 NA 36.84 81.58 58.95 80.00
OG0004262 31.49 35.54 31.27 33.94 30.76 33.98
OG0004263 28.60 26.80 33.59 32.80 34.84 31.70
OG0004264 37.00 33.33 38.25 34.65 46.34 34.82
OG0004267 34.22 35.55 32.47 36.32 32.30 34.88
OG0004269 25.11 75.38 25.00 39.31 23.12 30.60
OG0004270 30.34 26.09 28.57 26.09 32.52 26.26
OG0004272 41.11 NA 46.87 29.44 42.43 29.20
OG0004273 33.52 36.82 33.28 37.17 35.04 33.41
OG0004274 32.02 38.26 32.06 36.97 31.41 36.31
OG0004275 32.47 30.88 30.78 36.90 34.03 33.86
OG0004276 66.45 66.98 65.66 45.57 32.84 50.65
OG0004277 36.05 35.14 38.93 30.62 34.16 45.68
OG0004278 48.95 32.64 29.57 33.33 29.47 32.42
OG0004280 29.52 56.67 30.53 35.13 35.15 45.25
OG0004281 39.68 75.95 57.83 73.12 55.36 59.59
OG0004282 34.63 NA 30.55 NA 31.87 35.79
OG0004285 31.42 70.98 30.50 73.45 31.54 74.80
OG0004286 29.95 34.13 30.21 36.44 30.55 34.73
OG0004288 30.91 36.59 31.27 34.64 32.95 35.42
OG0004289 36.08 68.03 37.24 44.09 45.00 38.11
OG0004292 34.51 34.37 33.33 34.34 34.50 34.32
OG0004293 32.75 28.40 32.62 34.73 31.52 29.17
OG0004294 33.52 37.50 31.70 36.73 31.17 32.85
OG0004295 31.10 62.28 46.35 61.69 35.82 60.42
OG0004298 NA 65.16 36.38 73.27 35.18 63.84
OG0004299 33.33 46.55 31.13 44.74 44.03 44.87
OG0004300 29.66 28.93 27.27 48.32 31.59 53.58
OG0004301 45.29 33.18 64.00 33.52 40.49 31.26
OG0004302 32.89 35.95 40.55 36.73 38.53 35.18
OG0004306 30.12 41.20 28.77 39.57 29.26 40.20
OG0004307 25.77 29.44 23.96 31.97 28.22 39.66
OG0004308 31.47 NA 32.31 63.43 31.29 NA
OG0004310 28.27 29.12 28.08 28.27 28.35 29.32
OG0004312 26.09 39.06 27.68 37.38 27.20 31.34
OG0004313 29.90 28.57 29.95 40.02 29.56 53.67
OG0004314 33.21 33.94 27.66 36.33 39.40 35.39
OG0004315 33.33 45.99 36.53 39.52 37.16 37.86
OG0004316 30.70 34.01 31.10 NA 33.53 37.76
OG0004317 31.75 40.88 28.48 40.91 30.37 37.82
OG0004320 30.83 33.49 28.04 31.28 28.96 35.09
OG0004321 35.15 29.96 33.85 31.12 29.88 28.11
OG0004322 31.63 54.60 33.41 44.03 32.81 43.81
OG0004323 39.74 42.36 33.21 42.92 37.57 40.78
OG0004326 36.87 33.62 37.60 32.99 34.31 30.46
OG0004327 33.33 38.98 NA 45.45 33.70 45.71
OG0004328 40.50 31.58 39.47 31.72 59.38 31.50
OG0004329 30.42 35.85 51.34 38.23 29.38 36.49
OG0004330 36.22 35.11 NA 31.01 35.76 44.58
OG0004332 32.26 36.57 33.25 42.44 32.76 35.81
OG0004333 34.73 24.74 34.73 22.62 34.08 35.77
OG0004334 32.92 35.94 35.89 37.17 32.54 37.56
OG0004335 30.58 31.63 31.10 33.33 29.70 31.60
OG0004336 47.32 52.73 34.05 30.92 35.31 32.31
OG0004337 30.95 43.95 35.97 43.62 33.77 56.06
OG0004338 39.09 41.71 35.98 30.00 34.38 29.21
OG0004339 37.59 NA 37.82 NA 38.92 26.72
OG0004340 33.55 33.08 36.09 31.50 46.54 32.38
OG0004341 32.48 35.24 35.19 48.64 32.97 39.80
OG0004342 33.38 33.67 32.89 33.33 34.27 34.67
OG0004343 31.16 33.44 31.49 44.83 30.56 31.78
OG0004344 35.00 36.86 36.26 37.38 33.14 35.92
OG0004345 38.76 44.03 41.54 46.16 37.67 43.83
OG0004346 30.49 42.51 30.19 50.43 30.83 42.09
OG0004347 33.50 27.89 33.88 29.49 32.65 30.95
OG0004348 36.09 75.28 32.07 78.26 35.88 NA
OG0004349 40.45 79.27 37.10 69.77 39.38 52.16
OG0004351 31.97 NA 31.97 30.84 31.16 33.33
OG0004352 32.02 40.45 40.07 32.44 31.81 NA
OG0004353 36.70 33.08 33.64 32.00 28.42 31.20
OG0004355 41.76 30.84 42.26 45.78 42.99 27.85
OG0004357 48.83 68.00 59.24 73.47 43.46 66.34
OG0004358 27.05 38.46 25.24 45.16 27.82 37.04
OG0004359 NA 37.59 NA 28.41 NA 32.60
OG0004361 36.68 36.92 37.33 NA 43.23 NA
OG0004362 35.42 33.66 28.93 31.19 30.46 44.83
OG0004363 44.94 53.91 40.44 55.26 36.35 56.56
OG0004364 NA 27.83 NA 30.00 NA 31.20
OG0004366 34.68 33.68 27.18 32.37 34.60 28.62
OG0004368 31.96 28.18 39.91 29.87 30.27 41.59
OG0004369 29.50 NA 68.62 NA 29.41 64.94
OG0004370 27.16 32.91 28.32 39.02 30.62 38.13
OG0004371 31.46 32.73 31.43 45.21 33.01 32.42
OG0004374 29.09 43.90 29.84 55.36 31.16 NA
OG0004375 35.75 50.28 35.48 38.54 38.98 48.01
OG0004377 36.43 32.11 37.39 32.12 36.90 29.45
OG0004378 40.93 30.00 34.09 31.74 52.38 30.51
OG0004379 30.77 48.80 33.08 54.62 31.03 48.30
OG0004380 34.50 26.67 30.77 25.82 25.81 33.66
OG0004381 37.12 NA 40.19 25.00 37.93 29.93
OG0004382 39.08 37.02 38.43 31.90 36.10 31.25
OG0004383 NA 30.56 40.28 42.51 30.98 35.66
OG0004384 36.41 66.67 48.90 48.28 35.93 63.96
OG0004385 40.46 31.44 37.77 36.11 34.47 34.21
OG0004386 35.38 74.49 31.79 68.24 32.90 67.91
OG0004387 30.68 33.70 53.03 35.27 30.13 35.88
OG0004388 34.59 29.53 28.46 30.00 38.57 34.36
OG0004389 30.07 39.62 32.60 35.93 30.26 32.97
OG0004390 30.55 31.23 35.03 37.33 38.18 29.94
OG0004391 33.76 35.61 33.18 26.44 37.17 30.84
OG0004392 38.69 33.42 36.49 33.90 33.91 33.60
OG0004393 NA NA 35.16 77.31 50.97 83.77
OG0004394 27.16 25.90 29.33 24.52 24.36 23.13
OG0004396 31.13 76.19 NA 71.72 NA 73.72
OG0004397 18.71 30.01 27.98 23.89 29.53 23.26
OG0004399 34.24 64.14 29.62 67.39 31.12 NA
OG0004400 42.87 48.06 42.18 40.90 41.58 32.86
OG0004401 28.05 29.91 30.60 32.69 26.89 30.82
OG0004402 35.04 40.50 33.17 39.60 40.10 36.84
OG0004403 32.22 30.79 32.52 29.91 32.16 42.15
OG0004404 24.70 34.22 24.69 32.05 24.07 42.28
OG0004405 32.41 25.89 41.16 40.13 37.67 26.23
OG0004406 37.47 42.21 36.49 42.65 36.70 42.56
OG0004407 32.19 34.49 32.61 30.86 30.02 50.52
OG0004408 28.42 46.78 26.95 27.92 27.60 55.56
OG0004409 44.14 53.06 31.45 62.39 36.09 42.27
OG0004410 28.27 33.07 28.44 25.83 30.33 29.03
OG0004411 31.06 26.51 32.32 33.07 35.23 29.41
OG0004412 24.76 27.98 38.22 29.15 33.68 30.88
OG0004413 27.05 75.00 28.02 75.64 25.99 38.41
OG0004414 10.94 34.21 27.38 26.12 42.36 33.71
OG0004416 37.10 30.47 26.19 29.34 38.96 39.17
OG0004417 35.74 59.86 69.01 61.97 41.25 61.27
OG0004418 43.16 62.35 53.96 64.52 43.33 63.56
OG0004419 32.35 35.45 31.43 33.65 33.99 37.06
OG0004420 40.11 28.70 46.95 28.72 36.76 25.77
OG0004421 32.07 35.85 28.08 37.82 34.44 30.21
OG0004422 31.28 40.51 33.33 44.27 29.56 36.89
OG0004423 21.52 39.23 32.02 36.02 26.95 38.08
OG0004426 32.01 39.89 31.40 27.42 33.02 37.62
OG0004427 28.89 65.45 31.46 64.81 29.04 67.89
OG0004428 32.73 27.37 32.00 27.95 30.79 33.68
OG0004429 41.59 71.10 35.82 70.61 31.55 34.20
OG0004431 34.65 33.55 38.25 41.87 34.22 39.49
OG0004432 36.82 33.72 35.80 30.36 34.81 28.38
OG0004433 30.03 31.07 34.01 30.00 39.35 34.18
OG0004434 40.85 NA 59.20 NA 52.44 NA
OG0004435 30.03 46.36 27.39 73.68 21.12 33.50
OG0004436 29.38 29.19 28.50 26.43 33.41 45.81
OG0004438 31.43 37.50 30.62 38.82 30.69 40.59
OG0004439 26.98 41.70 28.00 35.68 29.31 30.34
OG0004440 46.22 33.87 30.11 33.27 30.19 35.71
OG0004441 37.21 36.42 40.32 38.90 35.56 36.59
OG0004442 30.47 NA NA 80.85 NA 55.53
OG0004443 34.55 33.04 41.26 30.18 37.89 34.27
OG0004444 35.89 54.17 34.53 53.51 34.29 50.45
OG0004446 32.75 34.25 31.90 35.00 33.33 36.10
OG0004447 30.53 38.36 21.33 55.44 30.45 44.21
OG0004448 37.44 72.88 46.35 73.22 NA 38.15
OG0004449 30.49 42.24 32.63 31.81 28.18 30.82
OG0004450 36.90 37.95 43.40 30.83 36.04 35.15
OG0004451 30.20 31.47 32.21 34.55 31.73 33.80
OG0004452 29.89 34.69 48.53 38.18 30.30 32.17
OG0004453 31.15 42.93 32.25 43.87 31.36 31.03
OG0004454 33.59 55.56 33.62 56.61 33.46 57.89
OG0004455 28.86 61.74 32.24 67.41 33.16 40.29
OG0004457 39.24 29.20 34.22 26.03 32.30 39.14
OG0004458 35.68 38.46 36.19 35.41 33.06 33.79
OG0004460 36.87 43.05 36.21 39.76 38.69 43.39
OG0004461 32.29 36.62 30.23 36.43 33.64 35.81
OG0004462 32.54 34.64 34.27 40.09 31.15 32.32
OG0004465 28.98 26.05 30.95 28.10 28.90 27.61
OG0004466 30.09 38.74 30.39 35.64 30.67 33.57
OG0004467 32.10 34.95 34.45 54.03 35.04 30.46
OG0004468 30.77 36.64 54.04 NA 30.68 46.85
OG0004469 NA 69.63 NA 71.73 29.66 70.65
OG0004471 35.82 26.42 29.03 32.43 30.83 28.18
OG0004473 34.27 NA 25.64 47.85 32.09 51.83
OG0004474 32.37 57.63 34.79 58.90 NA 57.14
OG0004475 37.48 38.33 38.78 42.71 37.14 38.74
OG0004476 33.76 29.89 36.13 28.97 29.36 47.52
OG0004477 27.47 NA 27.26 45.77 28.26 61.54
OG0004479 31.00 32.65 30.99 32.05 30.23 31.36
OG0004480 28.22 26.29 30.21 27.37 29.97 26.63
OG0004481 54.76 41.52 44.69 40.22 NA NA
OG0004482 32.77 64.29 41.99 65.65 43.96 NA
OG0004483 34.11 52.17 39.46 46.99 34.04 35.58
OG0004484 35.54 35.69 38.10 31.03 41.60 32.93
OG0004485 51.56 37.58 42.03 33.22 37.36 30.60
OG0004486 33.54 28.00 32.71 29.25 35.09 34.12
OG0004487 32.47 66.44 32.90 60.57 31.94 64.41
OG0004488 37.64 56.75 45.88 62.11 41.40 27.81
OG0004490 32.31 35.64 32.61 34.21 30.48 28.20
OG0004491 33.48 75.51 37.99 69.02 34.52 43.49
OG0004493 32.81 38.01 34.84 51.34 32.83 35.87
OG0004494 32.62 36.09 32.76 34.82 33.42 41.18
OG0004495 43.18 37.69 30.83 37.93 48.18 37.67
OG0004496 28.37 NA 28.74 NA 28.46 NA
OG0004499 35.97 74.84 50.00 76.58 35.22 61.28
OG0004502 35.88 45.27 34.85 38.37 35.96 NA
OG0004503 32.01 35.63 36.32 39.39 35.93 35.95
OG0004504 46.57 NA 48.64 32.65 50.58 30.89
OG0004505 34.37 66.28 48.41 58.82 79.07 64.42
OG0004506 25.89 NA 32.65 72.38 25.49 74.73
OG0004507 34.75 45.74 36.63 39.18 35.28 34.60
OG0004508 36.98 NA 35.38 NA 31.75 NA
OG0004510 43.84 39.11 36.51 46.73 42.60 33.29
OG0004511 35.60 67.61 34.07 65.81 36.49 66.18
OG0004512 33.46 33.49 35.00 37.15 35.28 35.12
OG0004515 33.25 37.42 34.41 31.88 33.98 35.47
OG0004516 30.44 27.22 32.58 35.38 33.20 28.99
OG0004517 32.18 50.39 33.97 55.65 31.62 36.95
OG0004518 39.59 67.57 36.17 65.81 38.67 58.58
OG0004519 28.18 40.75 28.12 32.74 43.47 34.19
OG0004520 26.70 34.13 31.81 77.32 36.15 75.93
OG0004521 34.53 30.30 30.00 30.40 32.27 30.22
OG0004522 28.42 33.33 27.60 35.29 28.73 35.48
OG0004524 36.87 70.42 33.69 66.96 38.91 59.09
OG0004525 26.81 40.24 29.15 46.95 27.05 NA
OG0004526 37.27 33.92 40.79 34.47 37.05 33.88
OG0004527 31.83 29.89 31.86 37.91 22.30 32.29
OG0004528 27.79 34.26 31.64 31.02 31.11 72.03
OG0004529 38.91 33.33 39.83 29.39 46.39 37.66
OG0004530 37.38 38.47 41.85 45.51 28.71 51.12
OG0004531 35.29 NA 35.86 NA 36.08 62.22
OG0004533 42.82 37.66 47.49 72.57 44.57 73.68
OG0004534 30.84 71.43 31.01 36.59 30.85 70.94
OG0004535 27.60 31.37 40.32 31.03 29.28 38.79
OG0004537 33.02 48.20 34.55 38.31 34.25 42.21
OG0004538 34.30 34.03 31.35 31.88 36.26 59.10
OG0004539 38.01 40.00 49.59 42.20 31.66 40.35
OG0004540 30.44 39.11 34.28 35.04 29.48 36.75
OG0004542 33.01 65.22 33.47 65.96 31.96 39.43
OG0004544 31.99 29.70 35.58 31.55 34.24 27.95
OG0004545 34.45 61.68 33.43 55.60 31.54 28.10
OG0004546 36.13 35.42 34.34 30.50 34.84 32.09
OG0004547 30.87 30.73 44.62 29.58 32.18 51.53
OG0004548 31.76 32.48 30.32 34.06 30.00 33.70
OG0004549 33.54 29.11 32.53 31.91 32.14 37.55
OG0004550 35.53 36.25 34.01 34.88 33.18 36.31
OG0004551 30.88 35.66 32.74 34.33 32.67 27.65
OG0004552 28.25 30.45 31.21 34.31 28.82 30.70
OG0004555 38.42 72.50 43.41 60.27 43.83 71.43
OG0004556 34.90 64.72 36.22 63.97 34.86 61.96
OG0004558 39.14 30.00 54.16 37.93 42.93 39.10
OG0004559 27.89 29.45 35.22 35.39 26.00 32.23
OG0004560 35.69 31.33 34.44 34.01 35.26 29.98
OG0004561 38.84 35.73 35.76 38.32 33.65 44.20
OG0004563 30.77 56.68 28.11 NA 28.84 NA
OG0004564 31.68 41.54 29.38 34.73 28.58 39.82
OG0004565 56.86 66.88 36.73 67.26 52.46 67.79
OG0004566 30.69 NA NA NA 31.54 NA
OG0004567 41.48 43.04 42.50 36.97 43.56 36.39
OG0004568 35.82 32.21 33.46 31.11 34.26 35.53
OG0004569 31.93 27.27 31.62 48.49 32.57 36.62
OG0004570 34.92 36.84 37.35 38.29 36.26 38.60
OG0004571 35.07 34.55 36.96 37.31 34.78 37.88
OG0004572 31.78 28.64 32.88 26.09 31.40 26.75
OG0004573 37.48 71.90 NA 62.50 37.55 70.15
OG0004574 34.81 34.71 32.25 32.47 32.61 34.91
OG0004575 33.31 33.33 35.28 31.79 33.73 34.21
OG0004576 31.20 39.42 32.09 36.82 32.57 41.94
OG0004577 40.77 36.59 36.67 30.28 42.28 31.18
OG0004578 30.31 30.10 29.12 27.90 31.75 29.80
OG0004579 29.83 34.51 21.95 30.19 31.42 39.60
OG0004580 31.65 39.73 37.45 37.01 30.60 40.37
OG0004581 39.38 29.65 34.10 28.60 38.40 53.95
OG0004582 31.77 48.01 30.26 57.42 31.57 35.90
OG0004583 38.48 NA 34.92 26.79 36.87 29.79
OG0004584 39.23 25.17 41.38 25.85 39.31 28.21
OG0004585 31.49 63.21 35.37 63.41 31.33 61.05
OG0004587 39.39 42.47 35.94 36.11 36.49 50.00
OG0004588 35.53 51.30 30.92 30.14 32.82 34.35
OG0004589 30.21 51.69 30.69 52.33 32.51 54.77
OG0004590 43.02 66.99 37.58 66.36 42.34 63.00
OG0004592 27.68 72.73 36.59 NA 28.76 57.31
OG0004593 35.25 39.25 34.44 35.61 35.25 40.30
OG0004594 31.08 22.73 30.06 41.18 29.29 35.29
OG0004595 39.85 28.10 40.76 29.77 38.04 33.09
OG0004596 34.91 63.24 NA 37.37 32.13 32.99
OG0004597 35.18 33.45 33.65 33.90 32.03 33.88
OG0004599 24.53 46.38 29.45 60.69 22.81 28.08
OG0004600 37.55 56.55 30.56 57.14 37.21 35.68
OG0004601 39.08 31.26 41.82 34.50 33.81 32.31
OG0004603 27.14 19.38 20.89 27.37 32.27 26.33
OG0004604 35.53 43.56 32.99 32.74 36.85 32.43
OG0004605 30.47 35.20 34.78 32.37 31.85 33.08
OG0004606 39.75 28.18 39.66 29.09 39.42 31.58
OG0004607 33.77 29.31 32.00 27.62 42.59 22.56
OG0004608 33.85 35.54 41.92 34.49 35.20 36.86
OG0004609 27.65 27.50 27.42 30.63 29.33 30.71
OG0004610 46.41 30.21 41.64 30.43 40.57 29.80
OG0004612 27.57 37.69 29.82 35.60 28.18 40.11
OG0004613 30.81 38.84 60.15 35.89 56.99 40.59
OG0004616 35.23 37.59 38.95 38.40 38.37 36.34
OG0004618 40.37 34.20 29.06 37.63 37.80 41.05
OG0004619 33.33 29.19 35.39 29.48 34.06 30.41
OG0004621 34.53 47.23 32.96 46.42 33.80 53.24
OG0004622 39.09 42.71 38.38 62.50 35.97 35.60
OG0004623 32.04 40.56 31.14 41.81 46.98 28.66
OG0004625 41.06 69.15 NA 69.89 41.40 NA
OG0004628 37.40 51.11 33.75 61.70 37.37 NA
OG0004629 30.12 34.07 30.48 48.47 28.04 26.83
OG0004630 35.71 35.78 34.96 35.00 36.42 40.38
OG0004631 23.95 32.75 22.74 32.31 24.32 31.91
OG0004633 37.32 27.49 39.39 28.71 32.35 28.28
OG0004634 30.12 32.37 32.64 33.41 29.42 34.76
OG0004635 NA 31.79 NA 33.17 NA 32.59
OG0004637 37.02 41.05 31.21 50.30 31.10 41.01
OG0004639 26.74 60.29 25.76 59.65 28.06 49.90
OG0004640 NA 36.94 39.13 36.99 37.87 39.01
OG0004641 33.11 33.59 31.48 38.40 32.91 34.54
OG0004642 31.65 43.37 31.86 41.49 32.33 43.11
OG0004643 34.86 26.77 35.62 30.79 34.92 30.94
OG0004644 33.70 29.95 35.36 29.44 33.53 31.20
OG0004645 26.05 28.74 28.76 31.81 31.94 28.31
OG0004646 NA NA 34.30 32.11 33.18 35.07
OG0004647 28.42 31.32 27.96 32.07 29.16 30.79
OG0004648 37.19 53.56 37.07 31.58 34.60 57.87
OG0004649 37.06 33.64 39.94 45.02 38.90 33.78
OG0004650 34.11 53.68 34.27 44.44 37.39 53.28
OG0004651 40.30 36.36 39.77 36.34 30.08 40.00
OG0004652 36.92 35.87 34.07 40.74 31.79 37.50
OG0004653 34.46 39.01 31.08 46.77 29.24 33.79
OG0004654 37.79 57.89 NA 60.21 NA 70.34
OG0004656 28.57 39.01 40.09 36.59 27.80 38.59
OG0004658 31.91 NA 79.17 NA 30.03 50.81
OG0004661 29.26 33.47 32.70 34.16 30.49 36.36
OG0004662 33.76 35.63 36.84 32.99 35.48 32.54
OG0004663 30.18 35.45 31.52 36.08 33.39 35.37
OG0004664 32.11 41.67 39.14 62.90 31.92 44.53
OG0004665 31.62 36.38 33.41 37.99 32.75 35.77
OG0004666 33.62 32.17 34.73 32.37 37.85 34.40
OG0004668 28.31 37.71 37.04 40.10 33.62 36.46
OG0004669 32.17 34.48 33.29 34.10 26.92 28.21
OG0004670 26.53 30.52 28.15 32.56 29.12 31.03
OG0004671 39.25 23.23 35.55 24.30 46.14 28.57
OG0004672 29.63 31.78 28.85 65.09 29.51 30.55
OG0004673 33.85 34.73 37.50 35.65 30.19 34.94
OG0004674 29.03 31.90 31.17 35.29 29.45 38.44
OG0004675 24.10 41.96 NA 43.66 34.12 40.34
OG0004678 24.70 36.20 25.91 33.80 25.60 NA
OG0004679 35.67 32.14 32.96 30.25 32.78 31.36
