OG BAT_W-S BAT_S-W BAT_W-W BAT_S-S BRO_W-S BRO_S-W  BRO_W-W BRO_S-S BGM_W-S BGM_S-W BGM_W-W BGM_S-S BGC_BAT BGC_BAT_pval BGC_BRO BGC_BRO_pval BGC_BGM BGC_BGM_pval ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0004450 2.311804 3.378438 1.417401 0.7836526 38.84759 34.14348 16.86293 3.117857 23.14583 24.43672 7.710038 4.611892 NA 0.999248 NA 0.3462939 NA 0.9825351 56.3167 51.99767 60.58763 0.1223344 0.1451695 0.109077 0.4183029 0.435144 0.402296 0.3846154 0.3846154 0.3846154
OG0004451 4.728418e-15 -1.734128e-14 2.873556e-18 2.729715e-17 2.010936 1.001205 1.27427e-05 0.0006844846 0.01156435 2.001834 2.56789e-07 0.9992754 NA 0.9999629 NA 0.5329272 NA 0.9999629 54.88729 53.01107 54.48013 0.2423625 0.2390918 0.2266445 0.235434 0.2447068 0.238442 0.475 0.5 0.45
OG0004452 8.258883 14.1085 2.762082 1.655337 92.77754 101.3345 36.37231 21.60919 35.5541 29.16627 7.15404 5.797039 NA 0.9999706 NA 0.9999708 NA 0.2762858 51.35063 50.89848 50.44369 0.1018251 0.1125608 0.113834 0.4836033 0.4818722 0.4855751 0.6666667 0.6666667 0.6666667
OG0004453 1.220817 1.974967 0.01727875 0.169153 5.408034 2.234242 1.029997 0.9087947 0.3315452 1.169423 0.0503705 0.0966112 NA 0.9999769 NA 0.2128647 NA 0.9999733 56.63234 55.96611 50.32642 0.09966225 0.1101436 0.2135344 0.3898737 0.3976189 0.41697 0.6395349 0.6860465 0.627907
OG0004454 0.009717112 2.055705 0.003529154 3.894183e-05 8.029286 6.990966 3.999866 0.9999821 0.04483894 3.00652 1.000282 1.980121e-05 NA 0.9996625 NA 0.7399546 NA 0.9999477 33.12958 32.76495 32.51057 0.5620672 0.5996551 0.5599242 0.4124709 0.4450459 0.417678 0.9136691 0.9208633 0.9208633
OG0004455 3.413958 10.89034 3.048239 0.992695 11.32027 16.90675 28.69384 0.9998263 7.320474 2.204391 4.000993 0.002154953 NA 0.9997912 NA 0.9997931 NA 0.02896838 32.46978 31.95109 32.10773 0.5360629 0.5364116 0.5665771 0.4425313 0.4631692 0.4733623 0.9333333 0.9333333 0.9666667
OG0004457 12.82982 22.47213 3.648219 3.043394 5.249968 1.335541 1.396653 0.2590358 5.152172 16.12396 1.146011 1.169159 NA 0.9996832 NA 0.02522366 NA 0.999746 60.24515 55.57614 56.23118 0.08360193 0.07900057 0.1022129 0.42617 0.4172947 0.419636 0.6 0.6 0.6
OG0004458 -3.88504e-16 -2.829817e-14 1.799736e-17 1.614709e-17 11.12309 1.998088 2.724549e-05 1.04554e-05 0.08104671 2.95605 1.977474e-06 4.411208e-05 NA 0.9999403 NA 0.002728275 NA 0.9999403 38.23124 32.81871 37.05689 0.3864026 0.461782 0.4119251 0.3401401 0.3972165 0.3447844 0.8372093 0.8604651 0.7906977
OG0004460 9.456953 13.17364 11.18983 0.6188152 19.38019 10.06225 17.57569 0.9833455 5.506722 5.557072 3.079108 0.2188079 NA 0.999471 NA 0.02647534 NA 0.9889607 29.92551 40.71507 29.84093 0.6020057 0.2906646 0.6126463 0.7055229 0.4702105 0.7397948 0.9594595 0.972973 0.9662162
OG0004461 0.3195052 5.647694 0.02577828 0.4094926 5.399762 3.180593 1.994558 2.064891 0.09587574 2.878201 0.01654148 0.02241562 NA 0.9996658 NA 0.3883513 NA 0.9996659 47.73793 45.84379 46.43183 0.1711934 0.1896549 0.1847881 0.413278 0.4122195 0.4140649 0.7241379 0.7241379 0.7327586
OG0004462 0.9304208 6.847315 1.364132 0.1192801 5.290971 4.095614 2.041005 0.03799402 0.2241067 5.084783 0.08353433 0.01787541 NA 0.9648632 NA 0.6676019 NA 0.9648632 50.47459 43.70272 44.89133 0.2355003 0.2448966 0.2338165 0.4345977 0.4351354 0.4319566 0.71875 0.75625 0.74375
OG0004463 0.1906908 1.091007 0.04847841 0.007561991 3.973663 1.749247 2.862662 1.207623 1.419374 2.10922 0.1262054 0.02054354 NA 0.9999868 NA 0.9999868 NA 0.9999868 32.48389 32.72094 32.45936 0.4493919 0.4856159 0.4255967 0.2953651 0.2381713 0.3024763 0.8536585 0.8780488 0.8292683
OG0004464 2.111705 4.989216 2.948353 0.1149019 11.2385 11.85547 9.703992 0.4748973 1.146835 1.408944 1.98668 0.05372219 NA 0.9999466 NA 0.9999466 NA 0.9999466 34.7992 34.57707 34.03595 0.4967232 0.5642493 0.5511633 0.389798 0.4120348 0.3891666 0.8985507 0.8985507 0.9130435
OG0004465 -7.624061e-13 -1.795183e-13 -5.444152e-15 1.749289e-16 33.15127 14.04341 8.99943 1.957034e-05 3.074693 6.966835 0.0005541238 1.131355e-05 NA 0.9997834 NA 0.003576281 NA 0.999802 53.76775 52.85489 53.98913 0.09548662 0.1115082 0.09464959 0.4692299 0.4737108 0.4695125 0.6186441 0.6610169 0.6186441
OG0004466 0.5550183 2.562378 0.04635212 0.1874097 6.099072 3.030997 0.1332115 0.9479394 1.209797 5.956499 0.3400443 0.2647926 NA 0.9999485 NA 0.2127752 NA 0.9999485 49.20648 48.92141 45.98697 0.2148186 0.2232734 0.2918926 0.4064217 0.3963038 0.3852693 0.7352941 0.7647059 0.7205882
OG0004467 0.7213232 6.159769 1.387779 0.005069387 36.78479 14.83926 12.19791 0.4050806 6.852388 11.5349 2.018731 1.003409 NA 1 1.128941 0.0003562331 NA 1 38.64198 36.32086 38.39677 0.2963565 0.3440109 0.3032579 0.4729627 0.497648 0.4748585 0.812 0.828 0.832
OG0004468 2.986671 6.46978 1.482476 0.6381802 38.33366 47.33169 19.13849 9.346747 13.25935 14.8619 6.157441 3.568846 NA 0.9993355 NA 0.9993355 NA 0.9993356 49.61754 51.71933 53.0028 0.1579133 0.1409319 0.1207179 0.4518535 0.4625611 0.4397691 0.5454545 0.5454545 0.5681818
OG0004469 2.593007 5.444854 0.8060603 0.9699869 28.81337 21.98804 13.40095 0.6794141 6.582956 10.07971 5.898506 0.1899119 NA 0.9998045 NA 0.1547342 NA 0.9997955 40.17222 39.08578 40.27883 0.2638048 0.2833642 0.2634564 0.4456924 0.467671 0.4701789 0.8076923 0.8205128 0.8076923
OG0004471 1.852719 3.008718 0.0101142 1.000691 6.984874 2.042423 0.9899567 1.999481 1.005041 2.06259 0.01009329 3.001069 NA 0.992135 NA 0.08099576 NA 0.992135 58.14118 56.6633 57.14072 0.08252736 0.09782611 0.09617207 0.399665 0.4005128 0.4024508 0.593985 0.6015038 0.593985
OG0004473 13.19492 17.65 7.7751 2.421785 51.43831 46.53552 26.63874 6.263796 14.92512 13.40119 8.153018 1.366382 NA 1 NA 0.3693134 NA 0.6028405 49.63584 44.74664 48.94046 0.1141709 0.1837617 0.1243147 0.4681173 0.4881843 0.4628487 0.9183673 0.9591837 0.9387755
OG0004474 3.037562 7.099388 1.570211 0.4918505 6.070131 4.044852 1.582851 0.4934478 4.530919e-14 1.284526e-13 -1.389737e-13 9.480789e-15 NA 1 NA 1 NA 1 32.26895 31.85925 33.59352 0.5135546 0.5029758 0.6435793 0.4218572 0.4229325 0.3507767 0.9791667 0.9791667 1
OG0004475 -2.78377e-14 2.556084e-13 1.25319e-13 -3.922487e-15 10.59623 4.828793 2.271834 1.352132 0.7793395 5.017615 1.287703 0.01392129 NA 0.9997975 NA 0.04199799 NA 0.9997975 34.25918 32.68693 32.36933 0.5859645 0.6321999 0.5797615 0.4745933 0.4872443 0.4734964 0.8888889 0.8888889 0.8888889
OG0004476 9.739505e-14 -7.443999e-15 -4.62877e-13 9.779896e-15 37.39826 17.38156 12.51171 0.7963945 18.28676 23.6203 12.57481 5.309723 NA 0.9998285 NA 0.001405815 NA 0.9998773 45.60234 41.72358 40.59887 0.2219894 0.2885162 0.356542 0.4441974 0.4802858 0.4659664 0.8888889 0.9206349 0.952381
OG0004477 6.378996 9.137044 2.747814 3.023648 11.66439 23.46077 6.714149 4.246532 6.289277 7.502677 0.6457947 0.5773046 NA 1 NA 1 NA 1 57.99124 58.80548 58.37373 0.03554551 0.04389145 0.03271828 0.460525 0.452856 0.459054 0.4680851 0.4893617 0.4468085
OG0004479 3.440392 14.01231 0.03692345 0.9976354 54.60512 8.177029 2.999316 0.002899062 4.165245 3.737159 0.8917751 1.002604 NA 0.999997 2.09467 6.387135e-11 NA 0.9202203 55.07679 48.99411 55.70595 0.1149983 0.2044144 0.119724 0.4186317 0.4566192 0.4130522 0.7260274 0.7808219 0.7534247
OG0004480 8.250553 12.63901 2.980799 1.505638 40.56156 32.12012 5.741079 6.690607 2.603334 17.14047 1.005718 1.241768 NA 1 NA 0.2840885 NA 1 58.20301 58.1585 58.00546 0.0324392 0.03235755 0.03424219 0.4768724 0.476728 0.4761362 0.3787879 0.3939394 0.4090909
OG0004481 38.15117 40.31513 10.95754 7.469673 49.73899 58.72742 22.35171 6.218669 34.78436 34.06119 24.18818 7.835723 NA 0.9657714 NA 0.9657713 NA 0.9428119 46.66332 46.53572 31.87281 0.1623977 0.1738923 0.4227011 0.4749779 0.4729091 0.654385 0.9708738 0.961165 0.9708738
OG0004482 4.728731 2.503966 8.024464 0.5120653 7.224227 15.5084 20.38412 1.774474 11.92959 10.76902 16.87652 1.011641 NA 0.1532465 NA 0.999392 NA 0.3207736 29.56646 30.31266 32.5903 0.5728955 0.5662987 0.4662945 0.5235748 0.5220315 0.474186 0.9852941 0.9705882 0.9852941
OG0004483 2.898813 4.498054 1.02383 0.01175207 16.25788 11.77742 21.66899 1.215279 18.68173 20.66795 12.57979 7.232075 NA 0.9996196 NA 0.2664411 NA 0.9996196 33.48163 31.6559 33.02706 0.4878672 0.5168798 0.5462032 0.5058103 0.5183093 0.5320795 0.9754902 0.9656863 0.9656863
OG0004484 17.35448 8.565071 4.296513 4.149955 11.64576 12.03496 7.445695 1.996151 2.873725 7.487032 1.31021 4.598995 NA 0.05537959 NA 0.9939013 NA 0.9939012 46.55174 47.73968 46.29541 0.2826706 0.235323 0.2488519 0.4103402 0.4019971 0.3969114 0.877551 0.8979592 0.877551
OG0004485 1.315977 13.7123 0.005114751 0.1270206 27.62013 25.99827 5.006857 2.006331 7.653917 18.07296 1.007203 1.70051 NA 1 NA 0.7166981 NA 1 46.23618 44.83962 45.25103 0.2138466 0.2262403 0.2132075 0.4570816 0.4631858 0.4600985 0.6184211 0.6578947 0.6315789
OG0004486 0.09974742 1.121786 0.04539224 0.006211479 9.60647 11.10441 1.116861 0.1064496 1.25012 2.053501 1.363599 0.02268144 NA 0.9996337 NA 0.9996334 NA 0.9996335 51.54553 50.61977 50.78086 0.1487524 0.1509981 0.1544548 0.407698 0.4190178 0.4095049 0.7515528 0.7329193 0.757764
OG0004487 16.0984 22.36093 18.23288 1.402969 82.03348 61.25034 74.91499 4.757634 22.77981 32.62694 26.85507 2.355781 NA 0.9790758 1.103466 7.268137e-05 NA 0.9790758 36.87916 33.28313 35.87529 0.4420737 0.4682462 0.4254662 0.4760586 0.5069862 0.4760334 0.8993056 0.9166667 0.9201389
OG0004488 5.465443 5.371114 5.577256 1.054836 10.73634 4.662558 5.344971 2.262831 45.24262 76.19027 46.795 9.875219 NA 0.7493751 NA 0.0365926 NA 1 31.25021 30.40517 36.89294 0.5107293 0.5420953 0.4166183 0.506188 0.544155 0.5017261 0.9561404 0.9824561 0.9473684
OG0004490 0.2237106 0.9210877 0.1045229 0.1407992 50.57768 37.33702 11.2681 15.23733 3.35382 10.17712 1.034337 0.6996075 NA 0.9998322 NA 0.1202015 NA 0.9998281 57.71817 57.39617 58.31662 0.06135471 0.06088898 0.05625092 0.4491727 0.4632528 0.4483203 0.6 0.6 0.6
OG0004491 4.832129 7.636191 3.148175 1.037146 12.37674 17.50892 11.41172 1.072886 3.394566 4.652197 0.1698899 0.1981074 NA 1 NA 0.999964 NA 0.9999365 31.58361 32.16127 32.3488 0.5256324 0.5237047 0.5277826 0.4821868 0.4841725 0.4756003 0.8313253 0.8072289 0.8313253
OG0004493 3.970758 11.32445 3.170693 2.013252 15.69197 10.55698 11.62256 0.2583086 4.470621 14.3962 2.083158 1.100663 NA 0.999915 NA 0.1794233 NA 0.9998646 34.44442 32.12164 34.22999 0.4739913 0.5122095 0.4710433 0.5018258 0.5281499 0.4950564 0.8901099 0.9230769 0.9010989
OG0004494 7.085197 16.16971 0.4866547 0.9509607 14.01352 9.548947 0.6311535 2.003063 8.362268 11.10996 0.2288406 3.034888 NA 0.9914267 NA 0.2775025 NA 0.9914267 58.30031 58.10513 58.97759 0.03347649 0.03348989 0.05039803 0.4717483 0.4712942 0.4588348 0.4074074 0.4074074 0.4320988
OG0004495 9.499017 21.2771 5.560241 1.72957 153.7262 82.02055 67.80946 8.188448 24.53825 45.21768 17.7309 2.873531 NA 0.999981 0.793015 3.18397e-08 NA 0.9999802 40.30404 39.34965 41.27345 0.2378954 0.258055 0.2288092 0.4913958 0.495169 0.4861529 0.7775551 0.8016032 0.7895792
OG0004496 2.093105 13.72625 2.123902 3.244842 8.216463 9.768001 2.144159 1.16056 4.076255 13.76747 1.138382 1.264936 NA 0.999864 NA 0.9998639 NA 0.9998638 53.11336 52.12685 52.97562 0.07923904 0.07901861 0.08113622 0.4339746 0.4368863 0.4352281 0.375 0.3977273 0.3863636
OG0004499 1.896545 3.257994 3.844383 0.114348 23.85176 15.26978 23.22278 0.8662199 1.501736 3.560293 1.447179 0.03507827 NA 0.9993759 NA 0.1055135 NA 0.9993762 30.30128 29.739 31.59779 0.5823678 0.6127903 0.5372058 0.487099 0.5045089 0.4624318 0.939759 0.9638554 0.939759
OG0004502 5.961854 3.891707 4.950936 0.4219132 23.27491 24.02789 15.33551 2.590954 55.88716 37.62647 61.63807 6.615517 NA 0.227792 NA 0.9099301 NA 0.001116793 35.09242 35.84726 36.94662 0.4294423 0.4239678 0.3943468 0.5076051 0.5230842 0.5090765 0.9253731 0.9253731 0.8955224
OG0004503 4.328459 4.447418 1.192336 0.03167686 11.99794 14.1169 6.796277 0.0312953 4.633979 7.752937 1.165904 0.9733806 NA 0.9719578 NA 0.9998247 NA 0.9998247 35.44166 37.22125 37.07487 0.4697534 0.4819434 0.434899 0.4498319 0.4686789 0.4417246 0.9509804 0.9607843 0.9411765
OG0004504 1.979376 0.8440227 1.241472 0.01922504 6.24824 8.107902 2.003387 5.791155e-05 2.940754 3.800416 1.00625 0.0001905686 NA 0.2541263 NA 0.999717 NA 0.9997567 30.34884 40.97064 39.51061 0.6482153 0.3418507 0.3378562 0.6351138 0.4258878 0.4502684 0.9295775 0.8450704 0.943662
OG0004505 2.491251 3.123293 3.749499 0.01661937 1.87087 6.735309 3.474017 0.2328591 1.988169 1.849443 0.1936706 1.004415 NA 0.9998153 NA 0.9998139 NA 0.8230624 33.73288 36.97969 32.92298 0.632047 0.6174381 0.6616004 0.4163918 0.4072767 0.4362223 0.9393939 0.9292929 0.9494949
OG0004506 1.905915 2.137705 1.266406 1.147171 12.55535 10.94169 3.204439 0.7814008 0.513198 1.672736 2.176171 0.1287535 NA 0.9311046 NA 0.3995407 NA 0.9997411 45.52465 45.65854 44.59515 0.2865107 0.3517658 0.3351432 0.4147088 0.3842989 0.3828531 0.627907 0.627907 0.627907
OG0004507 2.127052 1.191795 0.006704098 0.05178285 1.984318 0.09275627 0.004192916 0.03406594 1.068257 0.3724977 0.006776416 1.998994 NA 0.5975762 NA 0.07616405 NA 0.6631475 54.92428 55.84553 49.93859 0.1454062 0.1429071 0.1511225 0.2628774 0.2463458 0.2837128 0.4067797 0.4067797 0.3898305
OG0004508 0.005898997 0.008946438 0.003048684 0.001506038 16.47203 15.2294 13.15669 2.044167 0.03315003 2.022845 0.01752677 0.01885753 NA 0.9999892 NA 0.5820637 NA 0.9999892 30.0875 30.01249 30.42577 0.5433973 0.5691103 0.5248162 0.4472146 0.4574513 0.4393451 0.9880952 1 1
OG0004510 0.6298171 12.03271 0.9860639 0.02414316 25.93357 12.23871 5.646242 0.4299017 2.39863 6.622872 0.1013653 0.9102556 NA 0.9942382 NA 0.006547329 NA 0.9942382 43.86541 40.08187 43.23022 0.236614 0.3581657 0.2516419 0.4465257 0.5041695 0.4448764 0.8285714 0.8357143 0.8285714
OG0004511 2.358393 10.0898 0.9572643 0.9402515 35.15629 12.39555 8.349964 2.507595 4.581458 20.6211 1.439394 0.2152921 NA 0.9999013 1.36381 3.561974e-05 NA 0.9999015 36.37239 35.69387 38.36995 0.3337286 0.3925889 0.3130573 0.505622 0.5812755 0.4964853 0.8206897 0.9103448 0.8551724
OG0004512 4.090223 7.294163 2.616785 0.5783604 25.38793 11.81062 24.80021 1.465831 4.013024 6.216964 1.755472 0.2369907 NA 0.9995961 NA 0.01554389 NA 0.9995961 40.8952 38.79766 40.11798 0.263736 0.3191772 0.2855819 0.4168412 0.4413062 0.4269806 0.8571429 0.877551 0.877551
OG0004513 111.1202 127.1156 63.70523 18.92668 6.820271 3.130575 2.052717 0.360334 34.49431 54.44704 24.41645 3.959118 NA 0.9998708 93.02406 3.608245e-06 NA 0.9998708 45.42777 37.36775 46.83382 0.3299242 0.3352623 0.3063659 0.4245353 0.4972153 0.4321084 0.6666667 1 1
OG0004515 0.4651733 3.369394 0.06896948 1.021993 9.103242 5.508358 5.20822 1.103996 0.2170618 2.926943 1.056004 0.02113017 NA 0.9999035 NA 0.2839158 NA 0.9998342 54.27578 52.79106 51.50256 0.1652275 0.1971782 0.1625524 0.3596431 0.3912717 0.3682513 0.6804124 0.7113402 0.6907216
OG0004516 3.843873e-15 8.241735e-15 -1.642476e-14 2.794147e-15 1.239634 0.1351149 1.038302 0.06470115 2.581096 1.486712 0.1788336 1.327983 NA 0.999949 NA 0.3385477 NA 0.5651531 52.81645 52.61703 54.86753 0.3051007 0.3055311 0.2600283 0.2679669 0.2786675 0.2845465 0.6851852 0.6851852 0.6666667
OG0004517 4.370554 14.55261 4.13146 0.004893298 9.581531 18.4813 9.570721 2.000899 4.812804 4.702074 4.552064 0.001299472 NA 0.9996385 NA 0.9996385 NA 0.8372429 36.17957 34.99737 35.20997 0.3763719 0.3614787 0.4049827 0.4947272 0.4817802 0.5113067 0.8984772 0.9086294 0.9238579
OG0004518 8.844847 8.917791 4.742119 2.233855 19.82436 11.26701 12.19562 3.285863 24.34857 21.18816 19.32561 4.796827 NA 0.9736233 NA 0.03267123 NA 0.5144164 32.07738 29.6546 34.557 0.5240576 0.6612106 0.4616154 0.3701084 0.4358446 0.3827661 0.9180328 0.9016393 0.9180328
OG0004519 1.785872 2.276606 0.09997539 0.8964557 10.22928 6.171546 1.88377 1.050443 80.54427 81.09748 25.89838 19.12823 NA 0.9994099 NA 0.9994099 NA 0.9994099 59.46265 58.40283 59.23275 0.06945124 0.07251763 0.1191532 0.4305525 0.4253488 0.4658603 0.6470588 0.6470588 0.6078431
OG0004520 2.572298 10.62751 2.112632 0.7479515 24.47116 14.95868 1.014969 3.007564 3.201237 9.688753 1.008344 0.007161167 NA 0.9999232 NA 0.07662183 NA 0.9999232 45.75719 44.81258 46.06849 0.1900472 0.208313 0.1834464 0.4520413 0.4593385 0.4515801 0.729927 0.7591241 0.7445255
OG0004521 4.907843 30.73788 2.077976 2.274745 55.41039 23.34873 10.57037 8.105314 7.639464 13.01637 4.469456 1.618129 NA 0.9951516 0.911441 0.0001068359 NA 0.9951515 52.68695 52.49405 52.84714 0.09028728 0.1005226 0.09041746 0.464216 0.4687068 0.4633268 0.6285714 0.6571429 0.6571429
OG0004522 0.01646493 1.188374 0.002573237 0.003822623 7.138539 3.085149 0.02135728 0.01800985 0.09092788 4.052422 0.01075147 1.005242 NA 1 NA 0.2015025 NA 1 61 61 61 0.07489446 0.07906209 0.0716437 0.4091747 0.3956884 0.4161625 0.5420561 0.5794393 0.5420561
OG0004524 18.51002 19.64278 18.22272 2.206645 62.17286 60.33649 71.28027 5.485608 9.93154 16.00651 8.428924 2.223451 NA 0.9452516 NA 0.5046144 NA 0.999393 32.66587 33.94721 35.30713 0.4237782 0.4359783 0.3818931 0.4890162 0.5154054 0.4779363 1 1 1
OG0004525 1.652974 7.250775 1.99175 0.09911453 26.05484 13.1989 8.01895 0.4363316 4.692616 6.458055 1.231929 1.122234 NA 0.9986847 NA 0.02528208 NA 0.9986847 44.40284 42.58328 48.03109 0.2170473 0.2526785 0.1599871 0.4517008 0.4696957 0.4539265 0.82 0.8333333 0.8333333
OG0004526 2.235533 2.918788 0.9770075 0.006081274 38.82944 29.66411 20.33074 6.647224 -1.178272e-14 3.62568e-13 2.698994e-16 1.008162e-15 NA 0.9997868 NA 0.08709009 NA 0.9997869 43.31941 42.69588 43.23088 0.2698962 0.2570675 0.2904229 0.4602918 0.4588482 0.4566155 0.85 0.85 0.8375
OG0004527 0.9420008 2.446691 0.02647013 0.2280191 14.80192 4.753984 1.903942 3.138086 3.37986 8.787808 1.082683 0.5755638 NA 0.9983886 NA 0.0143411 NA 0.9987996 58.83427 58.28438 59.01346 0.05483321 0.06040339 0.05364212 0.4369729 0.4381796 0.4346852 0.5490196 0.5882353 0.5490196
OG0004528 2.507464 6.740617 2.386158 1.105289 9.617456 19.82942 3.830091 4.666544 3.268799 7.369418 1.270429 0.5652649 NA 1 NA 1 NA 1 49.32698 48.75167 47.2305 0.1692737 0.1626034 0.1855306 0.4295147 0.4278822 0.4364014 0.7315789 0.7421053 0.7315789
OG0004529 0.01927363 0.6531183 0.3084089 0.0007153385 2.060013 2.999753 2.689073 5.419063e-06 2.292997 0.2327372 1.033098 0.720444 NA 0.9940903 NA 0.9940902 NA 0.150276 36.1107 37.20053 35.60017 0.4759185 0.4686611 0.4845557 0.4339869 0.4272837 0.4395069 0.8684211 0.8684211 0.877193
OG0004530 1.842669 6.587938 0.03255607 0.04336142 48.27748 39.71313 29.41579 6.392829 3.484004 4.088213 1.045051 0.004554591 NA 0.9999793 NA 0.07466731 NA 0.9999771 47.35135 47.58907 47.62522 0.192967 0.2058871 0.1944871 0.4579514 0.4855631 0.4644755 0.7142857 0.7293233 0.7293233
OG0004531 1.624751 3.787305 0.9286318 0.0003942024 2.413054 8.918061 3.11797 0.002086077 6.212516 4.554864 4.609752 0.00249639 NA 1 NA 1 NA 0.3949606 29.90506 29.94244 28.8458 0.7223731 0.6629905 0.6448732 0.4402135 0.4206293 0.4652488 1 0.9333333 1
OG0004533 3.757455 2.968311 4.81453 0.02530455 8.59158 14.11652 12.50453 0.01970729 8.21876 10.7437 4.34168 1.018937 NA 0.6586349 NA 0.999557 NA 0.9996744 30.93644 35.29558 35.16053 0.5542595 0.4037863 0.3886882 0.5379696 0.4688538 0.4736009 0.9217391 0.9391304 0.9217391
OG0004534 5.196656 5.951803 2.982041 1.056464 39.16078 30.80116 15.42168 3.773839 9.492329 14.40161 0.2167318 1.606458 NA 0.9997278 NA 0.1370724 NA 0.9997657 51.02197 52.96031 49.73888 0.09764423 0.08096085 0.1113613 0.469128 0.4647072 0.4720169 0.6944444 0.7361111 0.7083333
OG0004535 5.196656 5.951803 2.982041 1.056464 39.16078 30.80116 15.42168 3.773839 9.492329 14.40161 0.2167318 1.606458 NA 0.9997278 NA 0.1370724 NA 0.9997657 51.02197 52.96031 49.73888 0.09764423 0.08096085 0.1113613 0.469128 0.4647072 0.4720169 0.6944444 0.7361111 0.7083333
OG0004537 2.384443 4.453589 0.5159505 1.099514 16.26532 22.80705 7.456901 0.3694311 26.25721 15.41162 11.16866 2.235427 NA 0.9940962 NA 0.9940962 NA 0.009431683 40.63779 47.64497 38.55244 0.3746314 0.2406757 0.3858884 0.4761032 0.4535901 0.5344321 0.923913 0.8478261 0.923913
OG0004538 5.487738 7.028616 3.298019 0.7754803 44.92241 30.25052 19.58197 1.782274 8.582839 14.29841 1.636874 1.443596 NA 0.9997132 NA 0.05606064 NA 0.9997138 37.35712 37.83009 37.88394 0.3389183 0.3127157 0.3347699 0.473609 0.476079 0.4735428 0.8507463 0.8955224 0.8656716
OG0004539 11.38326 25.17252 6.639897 2.007091 72.67528 29.27838 16.77601 6.218656 24.98346 35.1685 5.901478 9.276483 NA 0.9984691 1.027188 1.999341e-06 NA 0.9984691 51.41426 49.72877 51.08316 0.119826 0.1340499 0.1247117 0.4786874 0.4839383 0.476918 0.6078431 0.6705882 0.6313725
OG0004540 0.06422548 4.279276 0.8401454 0.9972836 9.037141 12.17812 6.99418 0.1080254 3.045014 0.02061898 0.01680112 0.004160379 NA 0.9995214 NA 0.9995213 NA 0.01662738 52.4964 53.27814 49.0759 0.1197008 0.1125608 0.1432371 0.4200563 0.4355594 0.4434092 0.6792453 0.7106918 0.7106918
OG0004542 7.939496 10.26796 5.60086 3.182003 13.10178 16.32925 12.51667 3.514948 7.134041 7.989532 4.185343 0.3056612 NA 0.9998901 NA 0.9998901 NA 0.9807174 46.52404 50.52866 48.36117 0.2794783 0.1860079 0.2099205 0.4587515 0.3934942 0.4172769 0.88 0.88 0.92
OG0004544 0.001357111 2.004256 0.9999977 1.197e-07 1.000946 2.003845 2.18642e-06 4.610085e-07 0.9972405 0.0001395584 2.242536e-06 4.555511e-08 NA 0.9990679 NA 0.9990679 NA 0.2668014 51.05149 52.69999 50.93856 0.1200908 0.1145583 0.1175975 0.4007822 0.4046319 0.4005052 0.3275862 0.3103448 0.3275862
OG0004545 3.448275 4.910439 0.5635017 0.8402415 37.14072 32.36201 14.11761 9.3985 11.77546 17.62019 3.234021 2.807541 NA 0.9999623 NA 0.116608 NA 0.9999623 44.25353 42.73019 49.70002 0.1390303 0.1620422 0.1363376 0.4732292 0.5052467 0.4910634 0.7301587 0.8174603 0.7460317
OG0004546 0.6877103 1.337463 0.944246 0.0601004 13.19612 8.888896 7.117532 0.04831225 2.552269 5.271228 0.03874686 0.01351115 NA 1 NA 0.4001581 NA 1 41.09129 48.95871 48.68388 0.2567127 0.1490003 0.1470566 0.4899955 0.4470364 0.4452133 0.7862595 0.7938931 0.778626
OG0004547 3.919984 8.047105 6.677913 1.978804 11.20518 7.536392 9.475377 1.0597 6.577311 6.753187 3.631199 1.268391 NA 0.9995845 NA 0.2620142 NA 0.8410152 34.0493 33.45258 31.14562 0.4502804 0.4709303 0.5666495 0.5010514 0.5195319 0.5532336 0.9008621 0.9310345 0.9137931
OG0004548 0.01890174 0.9781913 6.91098e-05 5.677619e-05 6.036572 1.999499 4.341842e-05 5.675702e-06 0.01730001 2.980227 2.325997e-05 6.132345e-05 NA 0.8793614 NA 0.1037602 NA 0.8793614 57.60434 57.45544 57.33375 0.1171897 0.1200305 0.1171704 0.3637898 0.3704739 0.3677385 0.5222222 0.5555556 0.5111111
OG0004549 -5.333227e-14 -1.824809e-14 -5.630466e-16 2.348873e-13 7.021922 10.05965 3.354243e-05 0.008790717 1.973443 1.011176 6.658936e-06 0.997916 NA 0.9995523 NA 0.9995523 NA 0.6393197 55.5885 55.11673 54.41882 0.1005252 0.1038985 0.1087431 0.3903139 0.3984539 0.3896075 0.325 0.325 0.325
OG0004550 0.2398332 9.122751 0.7198992 1.981995 10.76309 10.4132 3.156639 0.7938924 3.112088 1.966623 1.225475 0.9628568 NA 0.9999786 NA 0.8052227 NA 0.5300197 51.75435 50.67651 49.94505 0.1316595 0.2341511 0.156004 0.3933709 0.4395928 0.4016363 0.6666667 0.6470588 0.6666667
OG0004551 2.426091 2.460118 0.4502143 0.3098784 94.87398 114.8289 31.86012 31.51204 1.089928 2.038149 0.3310275 0.1187103 NA 0.9987679 NA 0.9997522 NA 0.9997526 54.19213 53.09202 53.27913 0.1138382 0.1421251 0.1119537 0.4808985 0.5968154 0.460139 0.5384615 0.5384615 0.5641026
