sp contig logFC pval sp contig logFC pval sp contig logFC pval sp contig logFC pval OG contig_BAT 1+2GC% 3rdGC% totGC% contig_BRO 1+2GC% 3rdGC% totGC% contig_BGM 1+2GC% 3rdGC% totGC%
BGM_M TRINITY_DN2503_c1_g3 35.1796029207149 0.980114951419809 BAT TRINITY_DN9577_c0_g1 47.2650900130185 0.859163125116545 BRO TRINITY_DN7277_c1_g1 26.3777265466876 0.707878725152238 BGM TRINITY_DN2503_c1_g3 26.0847010416848 0.635939109532033 OG0005452 TRINITY_DN9577_c0_g1_i2.p1 53.30 70.18 58.93 TRINITY_DN7277_c1_g1_i2.p1 47.79 57.96 51.18 TRINITY_DN2503_c1_g3_i2.p1 52.51 70.26 58.54
BGM_M TRINITY_DN38292_c0_g1 28.4843640684355 0.263387827205989 BAT TRINITY_DN96927_c0_g1 8.95023165046407 0.973921739409685 BRO TRINITY_DN1593_c0_g2 28.8002724777069 0.00283284236937156 BGM TRINITY_DN38292_c0_g1 17.371634257488 0.00722815203107813 OG0005453 TRINITY_DN96927_c0_g1_i1.p1 59.23 92.06 70.17 TRINITY_DN1593_c0_g2_i1.p1 57.29 90.60 68.40 TRINITY_DN38292_c0_g1_i10.p1 56.97 90.79 68.25
BGM_M TRINITY_DN9529_c0_g2 2590.51762509287 9.4934004638095e-11 BAT TRINITY_DN975_c0_g1 3719.9729066146 0.207892454980112 BRO TRINITY_DN118_c12_g1 3218.34656660912 0.164580360854053 BGM TRINITY_DN9529_c0_g2 2591.86532342422 1.03536928782148e-05 OG0005454 TRINITY_DN975_c0_g1_i3.p1 51.87 87.97 63.90 TRINITY_DN118_c12_g1_i1.p1 48.26 92.43 62.99 TRINITY_DN9529_c0_g2_i1.p1 50.74 89.41 63.63
BGM_M TRINITY_DN365_c2_g1 33.1963036677921 6.6121761820696e-09 BAT TRINITY_DN9807_c0_g1 47.6360764884901 0.875910404845091 BRO TRINITY_DN124_c0_g1 29.6129231188651 0.389827912582673 BGM TRINITY_DN365_c2_g1 26.379228496949 0.657760235168842 OG0005455 TRINITY_DN9807_c0_g1_i5.p1 47.22 73.61 56.02 TRINITY_DN124_c0_g1_i7.p1 50.67 84.56 61.97 TRINITY_DN365_c2_g1_i6.p1 50.34 79.19 59.96
BGM_M TRINITY_DN5206_c1_g4 21.9984260575534 0.0040923655186403 BAT TRINITY_DN9837_c0_g1 40.8055289475215 0.631728810477748 BRO TRINITY_DN2571_c0_g1 82.7168226941319 0.88478427272683 BGM TRINITY_DN5206_c1_g4 29.9614549680011 0.685910411598117 OG0005456 TRINITY_DN9837_c0_g1_i3.p1 50.48 82.11 61.18 TRINITY_DN2571_c0_g1_i3.p1 51.29 83.92 62.17 TRINITY_DN5206_c1_g4_i3.p1 57.58 71.72 62.29
BGM_M TRINITY_DN7534_c0_g1 50.0194082720794 0.187816908232587 BAT TRINITY_DN9_c3_g1 80.2898089101979 1.08589282961488e-09 BRO TRINITY_DN18950_c0_g1 88.368944233342 0.000117581083794689 BGM TRINITY_DN7534_c0_g1 87.3781881282216 0.000205588144271544 OG0005457 TRINITY_DN9_c3_g1_i1.p1 47.61 92.03 62.42 TRINITY_DN18950_c0_g1_i10.p1 49.00 92.83 63.61 TRINITY_DN7534_c0_g1_i7.p1 47.84 81.54 59.22
BGM_M TRINITY_DN13478_c0_g2 58.4515073393475 0.000658520178460456 BAT TRINITY_DN10469_c0_g1 68.5694622433776 0.820093126248157 BRO TRINITY_DN4006_c1_g1 111.138316368086 0.103696380994038 BGM TRINITY_DN13478_c0_g2 23.4978932458432 0.009692818523389 OG0005459 TRINITY_DN10469_c0_g1_i1.p1 50.00 56.25 52.08 TRINITY_DN4006_c1_g1_i2.p1 47.73 51.52 48.99 TRINITY_DN13478_c0_g2_i6.p1 50.65 48.71 50.00
BGM_M TRINITY_DN21595_c1_g1 3.61601167360645 0.00109599395954826 BAT TRINITY_DN10613_c1_g1 9.18887016410859 0.375676821051956 BRO TRINITY_DN1682_c8_g1 4.60363746526212 0.907449828146022 BGM TRINITY_DN21595_c1_g1 2.48629090297102 0.774306076872197 OG0005460 TRINITY_DN10613_c1_g1_i1.p1 49.81 80.92 60.18 TRINITY_DN1682_c8_g1_i1.p2 48.79 89.37 62.32 TRINITY_DN21595_c1_g1_i2.p2 46.24 90.23 60.90
BGM_M TRINITY_DN6202_c2_g1 18.8374915393423 0.19767322201831 BAT TRINITY_DN1063_c2_g1 38.5034507448318 0.358361493351889 BRO TRINITY_DN2839_c0_g1 25.8205202563369 0.171757836697419 BGM TRINITY_DN6202_c2_g1 16.8999356238137 0.338304718228816 OG0005461 TRINITY_DN1063_c2_g1_i2.p1 50.75 72.71 58.07 TRINITY_DN2839_c0_g1_i4.p1 51.47 71.46 58.24 TRINITY_DN6202_c2_g1_i9.p1 49.60 72.30 57.17
BGM_M TRINITY_DN1925_c0_g1 46.8813204000595 2.57305409594707e-05 BAT TRINITY_DN10692_c0_g1 52.0073952139534 2.75233372818152e-07 BRO TRINITY_DN3408_c0_g1 105.879427025539 3.2935606046774e-18 BGM TRINITY_DN1925_c0_g1 44.6688759083613 3.64973847174412e-07 OG0005462 TRINITY_DN10692_c0_g1_i1.p1 48.51 78.27 58.43 TRINITY_DN3408_c0_g1_i5.p1 53.34 76.79 61.16 TRINITY_DN1925_c0_g1_i2.p1 47.67 78.76 58.03
BGM_M TRINITY_DN1404_c0_g1 40.0439303874549 0.530539426422717 BAT TRINITY_DN11213_c0_g2 56.4249470733318 0.169542637543005 BRO TRINITY_DN6307_c1_g1 62.394135200838 0.864915339494815 BGM TRINITY_DN1404_c0_g1 26.4514236940918 0.997384574152547 OG0005463 TRINITY_DN11213_c0_g2_i6.p1 50.34 83.24 61.37 TRINITY_DN6307_c1_g1_i7.p1 51.82 88.61 64.08 TRINITY_DN1404_c0_g1_i10.p1 50.44 81.30 60.83
BGM_M TRINITY_DN1747_c0_g1 259.59197666563 0.15088484892557 BAT TRINITY_DN1173_c0_g1 197.38449859058 1.6626437619499e-06 BRO TRINITY_DN44763_c0_g1 332.122080891205 0.091043528395247 BGM TRINITY_DN1747_c0_g1 171.173158731326 0.00013001601493868 OG0005464 TRINITY_DN1173_c0_g1_i7.p1 42.98 51.45 45.88 TRINITY_DN44763_c0_g1_i4.p1 43.51 52.04 46.43 TRINITY_DN1747_c0_g1_i1.p1 43.21 50.52 45.73
BGM_M TRINITY_DN1398_c4_g1 57.6258162755553 0.00160319005847013 BAT TRINITY_DN1258_c0_g1 12.6810291202309 0.0367100466667494 BRO TRINITY_DN2912_c0_g2 61.6445844828395 2.70901009598722e-07 BGM TRINITY_DN1398_c4_g1 27.4679655465442 0.00769829874561893 OG0005465 TRINITY_DN1258_c0_g1_i1.p1 59.29 79.29 65.95 TRINITY_DN2912_c0_g2_i1.p1 52.73 77.73 61.06 TRINITY_DN1398_c4_g1_i1.p1 51.66 78.20 60.51
BGM_M TRINITY_DN1455_c0_g1 412.599960495533 0.883923316456222 BAT TRINITY_DN1445_c10_g3 265.441592276415 9.12953892446693e-06 BRO TRINITY_DN16293_c0_g2 186.022607143939 0.155455341970567 BGM TRINITY_DN1455_c0_g1 278.549506118932 2.39076289011877e-10 OG0005467 TRINITY_DN1445_c10_g3_i2.p1 42.72 67.01 50.82 TRINITY_DN16293_c0_g2_i8.p1 41.09 61.43 47.87 TRINITY_DN1455_c0_g1_i7.p1 42.94 67.31 51.06
BGM_M TRINITY_DN85897_c0_g1 40.456279778253 1.50315222334144e-13 BAT TRINITY_DN144_c4_g1 29.7367094041689 0.0486436393300559 BRO TRINITY_DN19858_c0_g1 8.68875821447815 0.500492020659295 BGM TRINITY_DN85897_c0_g1 16.2169725227803 5.19021588680612e-05 OG0005468 TRINITY_DN144_c4_g1_i3.p1 50.00 75.24 58.41 TRINITY_DN19858_c0_g1_i4.p1 51.58 79.05 60.74 TRINITY_DN85897_c0_g1_i14.p1 51.22 75.61 59.43
BGM_M TRINITY_DN234272_c0_g1 2.35976308543455 0.144598986609813 BAT TRINITY_DN148957_c0_g1 10.3877395297462 5.2680089759983e-08 BRO TRINITY_DN6605_c1_g1 48.1110659716448 1.43952268338485e-18 BGM TRINITY_DN234272_c0_g1 22.6783174659302 2.18968780457061e-15 OG0005469 TRINITY_DN148957_c0_g1_i3.p1 46.69 40.97 44.78 TRINITY_DN6605_c1_g1_i3.p1 48.88 56.52 51.42 TRINITY_DN234272_c0_g1_i1.p1 46.27 45.50 46.02
BGM_M TRINITY_DN5007_c1_g1 103.785602574565 8.96964938905586e-28 BAT TRINITY_DN1544_c0_g1 268.417465046809 0.453897627423098 BRO TRINITY_DN304_c2_g1 355.240441726032 0.129799658955289 BGM TRINITY_DN5007_c1_g1 106.290456124459 0.919908915099723 OG0005470 TRINITY_DN1544_c0_g1_i3.p1 42.46 28.54 37.82 TRINITY_DN304_c2_g1_i6.p1 42.57 29.02 38.05 TRINITY_DN5007_c1_g1_i3.p1 43.76 27.23 38.25
BGM_M TRINITY_DN296_c0_g1 27.609976597878 0.388656262938233 BAT TRINITY_DN1673_c0_g1 47.4552582672265 0.947607079254659 BRO TRINITY_DN1991_c0_g1 16.3635981382647 0.523415389205055 BGM TRINITY_DN296_c0_g1 18.7727021863006 0.375712222469488 OG0005471 TRINITY_DN1673_c0_g1_i11.p1 57.74 91.97 69.15 TRINITY_DN1991_c0_g1_i5.p2 63.75 92.83 73.44 TRINITY_DN296_c0_g1_i6.p1 63.97 92.28 73.60
BGM_M TRINITY_DN289980_c0_g1 12.409288787578 0.082486369501978 BAT TRINITY_DN16857_c0_g1 17.7633993406835 0.177889223600088 BRO TRINITY_DN18832_c0_g2 13.5058370825673 0.871759983150294 BGM TRINITY_DN289980_c0_g1 25.0327057148858 0.0112236093692869 OG0005472 TRINITY_DN16857_c0_g1_i2.p1 54.00 90.06 66.02 TRINITY_DN18832_c0_g2_i1.p1 55.25 89.86 66.79 TRINITY_DN289980_c0_g1_i7.p1 56.18 91.70 68.02
BGM_M TRINITY_DN23829_c0_g1 35.4594394298111 1.85008006913704e-10 BAT TRINITY_DN17434_c0_g2 77.6039532694098 0.886328273608854 BRO TRINITY_DN39025_c0_g2 128.108727456715 0.0438755231291715 BGM TRINITY_DN23829_c0_g1 17.2970094577511 0.16941983504924 OG0005473 TRINITY_DN17434_c0_g2_i1.p1 48.87 66.80 54.85 TRINITY_DN39025_c0_g2_i7.p1 49.79 67.56 55.72 TRINITY_DN23829_c0_g1_i4.p1 50.53 78.37 59.81
BGM_M TRINITY_DN16881_c0_g1 24.4785539732879 1 BAT TRINITY_DN180544_c0_g1 10.5026972835827 0.481969930452371 BRO TRINITY_DN38570_c1_g2 12.4577693854595 4.35240314603052e-10 BGM TRINITY_DN16881_c0_g1 3.65674505155187 0.0067850998849451 OG0005474 TRINITY_DN180544_c0_g1_i2.p1 50.92 85.04 62.42 TRINITY_DN38570_c1_g2_i1.p1 51.19 87.00 63.13 TRINITY_DN16881_c0_g1_i10.p1 51.33 86.47 63.04
BGM_M TRINITY_DN6430_c0_g1 6.18634339379393 8.28953395572834e-06 BAT TRINITY_DN188142_c0_g2 3.83158114616569 0.00136354734446809 BRO TRINITY_DN3024_c6_g1 12.5195590620061 2.54196477011622e-06 BGM TRINITY_DN6430_c0_g1 1.40983068907327 0.0808348638589061 OG0005475 TRINITY_DN188142_c0_g2_i2.p1 52.38 77.78 60.85 TRINITY_DN3024_c6_g1_i1.p1 55.97 83.07 65.16 TRINITY_DN6430_c0_g1_i19.p3 57.98 92.64 69.53
BGM_M TRINITY_DN183_c7_g1 587.738922789186 0.00992196181372572 BAT TRINITY_DN19054_c5_g1 254.432589499551 0.301499123691954 BRO TRINITY_DN5156_c0_g1 462.758443085809 0.349055007580316 BGM TRINITY_DN183_c7_g1 302.718147202691 0.190131467957437 OG0005476 TRINITY_DN19054_c5_g1_i1.p1 41.96 52.55 45.49 TRINITY_DN5156_c0_g1_i2.p1 43.90 47.80 45.20 TRINITY_DN183_c7_g1_i1.p1 43.56 47.80 44.97
BGM_M TRINITY_DN7454_c1_g1 22.8458089017414 0.864468401818218 BAT TRINITY_DN20000_c0_g1 46.9047760142888 0.918803236654098 BRO TRINITY_DN23000_c0_g1 26.052126248288 0.883940475822362 BGM TRINITY_DN7454_c1_g1 18.6740525481659 0.758378972649518 OG0005478 TRINITY_DN20000_c0_g1_i18.p1 54.25 93.88 67.46 TRINITY_DN23000_c0_g1_i7.p1 54.73 94.26 67.91 TRINITY_DN7454_c1_g1_i10.p1 49.71 93.54 64.42
BGM_M TRINITY_DN448_c1_g1 156.715806405038 1.28264941112232e-38 BAT TRINITY_DN201_c3_g1 182.504747354027 0.0126802443039732 BRO TRINITY_DN644_c2_g1 185.880603327789 0.0190122798366804 BGM TRINITY_DN448_c1_g1 156.725195453436 0.00559909914008 OG0005479 TRINITY_DN201_c3_g1_i16.p1 54.51 78.49 62.50 TRINITY_DN644_c2_g1_i10.p1 54.96 80.87 63.60 TRINITY_DN448_c1_g1_i1.p1 55.00 79.58 63.19
BGM_M TRINITY_DN5671_c0_g4 12.6786001669817 2.92036708035393e-12 BAT TRINITY_DN203486_c0_g1 2.22776355770126 0.277047073661055 BRO TRINITY_DN4433_c0_g1 5.21055843275429 0.251634189798468 BGM TRINITY_DN5671_c0_g4 2.42730772208686 0.0190869189827881 OG0005480 TRINITY_DN203486_c0_g1_i1.p1 60.39 79.87 66.88 TRINITY_DN4433_c0_g1_i4.p1 60.88 61.90 61.22 TRINITY_DN5671_c0_g4_i1.p1 44.49 51.97 46.98
BGM_M TRINITY_DN2212_c2_g2 123.92553376585 0.00631356731714282 BAT TRINITY_DN2178_c1_g2 67.8634732397307 0.832573187205469 BRO TRINITY_DN417_c0_g3 38.4514182056341 0.382907896461246 BGM TRINITY_DN2212_c2_g2 58.2640430391709 0.617141640622668 OG0005481 TRINITY_DN2178_c1_g2_i1.p1 45.24 72.62 54.37 TRINITY_DN417_c0_g3_i1.p1 45.54 72.62 54.56 TRINITY_DN2212_c2_g2_i2.p1 45.83 71.43 54.37
BGM_M TRINITY_DN100536_c1_g1 114.223475507714 1.21553021979811e-15 BAT TRINITY_DN2187_c0_g2 114.938807444111 0.912579504774676 BRO TRINITY_DN35834_c0_g1 65.7518894675283 0.162373672218629 BGM TRINITY_DN100536_c1_g1 39.9966439378953 0.684326563633766 OG0005482 TRINITY_DN2187_c0_g2_i4.p1 47.27 86.96 60.50 TRINITY_DN35834_c0_g1_i1.p1 48.36 89.98 62.23 TRINITY_DN100536_c1_g1_i5.p1 47.57 86.86 60.67
BGM_M TRINITY_DN1126_c0_g1 235.804773694976 0.81557986464905 BAT TRINITY_DN2203_c0_g1 207.119488790723 5.97370543533719e-06 BRO TRINITY_DN7841_c0_g1 195.503366957399 1.2799947743542e-28 BGM TRINITY_DN1126_c0_g1 197.701886509454 2.68035732383014e-08 OG0005483 TRINITY_DN2203_c0_g1_i6.p1 51.59 73.87 59.02 TRINITY_DN7841_c0_g1_i2.p1 51.75 77.39 60.29 TRINITY_DN1126_c0_g1_i6.p1 51.24 76.24 59.63
BGM_M TRINITY_DN10286_c0_g2 126.438231726252 8.22389375919764e-12 BAT TRINITY_DN2226_c0_g1 83.2084676296261 0.00529114643430093 BRO TRINITY_DN859_c4_g1 141.821189602812 0.000513812759083021 BGM TRINITY_DN10286_c0_g2 85.7129046338557 0.00944332903850804 OG0005484 TRINITY_DN2226_c0_g1_i4.p1 43.43 64.98 50.62 TRINITY_DN859_c4_g1_i1.p1 43.46 66.56 51.29 TRINITY_DN10286_c0_g2_i1.p1 43.12 64.88 50.50
BGM_M TRINITY_DN154880_c0_g3 8.17127459028591 0.353792043772361 BAT TRINITY_DN223534_c0_g1 10.8478423334168 0.0464473144317031 BRO TRINITY_DN15277_c1_g2 5.6733244784269 0.671570326389224 BGM TRINITY_DN154880_c0_g3 7.5205807766721 0.711686672570485 OG0005485 TRINITY_DN223534_c0_g1_i1.p1 61.54 55.97 59.68 TRINITY_DN15277_c1_g2_i2.p1 61.77 55.29 59.61 TRINITY_DN154880_c0_g3_i1.p1 61.24 51.24 57.90
BGM_M TRINITY_DN1481_c12_g1 53.3627021322302 2.67767238725146e-06 BAT TRINITY_DN23237_c0_g1 42.9620825399061 0.0116743585779251 BRO TRINITY_DN1840_c0_g1 32.2552356396855 3.04760401814881e-06 BGM TRINITY_DN1481_c12_g1 42.7389091025095 0.940521991747343 OG0005486 TRINITY_DN23237_c0_g1_i3.p1 55.06 81.36 63.92 TRINITY_DN1840_c0_g1_i1.p1 54.80 82.73 64.11 TRINITY_DN1481_c12_g1_i3.p1 55.31 82.05 64.22
BGM_M TRINITY_DN66228_c0_g1 14.8541159913514 0.100000281988208 BAT TRINITY_DN24989_c0_g1 52.7657312971808 5.6277089445374e-06 BRO TRINITY_DN68142_c1_g1 5.45357085121381 0.128881583141759 BGM TRINITY_DN66228_c0_g1 27.1069902630621 1.72949479308383e-12 OG0005488 TRINITY_DN24989_c0_g1_i1.p1 42.81 70.00 51.88 TRINITY_DN68142_c1_g1_i1.p1 46.45 74.95 55.95 TRINITY_DN66228_c0_g1_i8.p1 46.56 69.27 54.13
BGM_M TRINITY_DN1264_c0_g1 176.677376189392 0.00692367442165641 BAT TRINITY_DN26218_c0_g1 123.895655895002 0.0620284126113906 BRO TRINITY_DN11321_c0_g1 121.645654764094 1.27630214943671e-11 BGM TRINITY_DN1264_c0_g1 130.483428903203 2.20526588721799e-06 OG0005490 TRINITY_DN26218_c0_g1_i1.p1 49.80 77.44 59.02 TRINITY_DN11321_c0_g1_i6.p1 50.12 80.80 60.35 TRINITY_DN1264_c0_g1_i14.p1 52.85 80.82 62.20
BGM_M TRINITY_DN232524_c1_g1 33.9194721123393 7.61878365094437e-26 BAT TRINITY_DN293631_c0_g1 14.0669777889274 1.01188445408817e-10 BRO TRINITY_DN107063_c0_g1 36.5002394621176 1.28295175751527e-36 BGM TRINITY_DN232524_c1_g1 10.1913852051291 2.42175292685049e-12 OG0005491 TRINITY_DN293631_c0_g1_i1.p1 51.37 65.89 56.21 TRINITY_DN107063_c0_g1_i1.p1 51.56 66.36 56.55 TRINITY_DN232524_c1_g1_i4.p1 51.24 65.49 55.99
BGM_M TRINITY_DN12028_c0_g2 17.8382613112479 0.598208743827583 BAT TRINITY_DN29440_c0_g1 150.499147969975 0.0137694182008881 BRO TRINITY_DN4422_c1_g1 118.10797215382 1.57448305976756e-24 BGM TRINITY_DN12028_c0_g2 10.6448110159969 0.00333767579975787 OG0005492 TRINITY_DN29440_c0_g1_i3.p1 50.81 61.04 54.22 TRINITY_DN4422_c1_g1_i7.p1 52.27 63.64 56.06 TRINITY_DN12028_c0_g2_i1.p2 55.80 88.39 66.67
BGM_M TRINITY_DN1590_c3_g3 629.843955114984 1.68985393255287e-07 BAT TRINITY_DN2995_c0_g4 262.37027625682 0.36009782489411 BRO TRINITY_DN10794_c0_g1 234.322906851418 0.0059734645906523 BGM TRINITY_DN1590_c3_g3 301.701383894039 0.0451372574083729 OG0005493 TRINITY_DN2995_c0_g4_i1.p1 44.60 51.50 46.90 TRINITY_DN10794_c0_g1_i2.p1 44.71 48.97 46.13 TRINITY_DN1590_c3_g3_i1.p1 44.09 51.76 46.71
BGM_M TRINITY_DN3314_c1_g1 43.2900998510525 1.81596700461361e-10 BAT TRINITY_DN31515_c0_g1 59.3987570977079 0.0103060979742222 BRO TRINITY_DN379_c17_g1 83.1503014456254 3.08358142796613e-09 BGM TRINITY_DN3314_c1_g1 18.3819968295557 0.0310051787730584 OG0005495 TRINITY_DN31515_c0_g1_i5.p1 50.84 66.31 56.00 TRINITY_DN379_c17_g1_i1.p1 52.25 70.63 58.37 TRINITY_DN3314_c1_g1_i7.p1 55.95 66.36 59.42
BGM_M TRINITY_DN1491_c2_g1 100.058831158041 1.78180708502717e-15 BAT TRINITY_DN31867_c0_g1 67.0150707865901 0.0175113781077511 BRO TRINITY_DN5100_c2_g1 24.1342636230424 0.829138891376756 BGM TRINITY_DN1491_c2_g1 28.3543517333942 0.341912997563903 OG0005497 TRINITY_DN31867_c0_g1_i3.p1 48.08 50.48 48.88 TRINITY_DN5100_c2_g1_i8.p1 49.21 50.79 49.74 TRINITY_DN1491_c2_g1_i4.p2 50.00 58.27 52.76
BGM_M TRINITY_DN2102_c4_g1 39.7832662283601 5.47238533142894e-21 BAT TRINITY_DN3319_c0_g1 27.9981136841844 1.49324350116457e-23 BRO TRINITY_DN37093_c0_g1 42.1005736783338 6.51653492637453e-40 BGM TRINITY_DN2102_c4_g1 41.3166284874943 9.57298182300577e-15 OG0005499 TRINITY_DN3319_c0_g1_i3.p1 53.07 72.31 59.48 TRINITY_DN37093_c0_g1_i2.p1 48.81 83.40 60.34 TRINITY_DN2102_c4_g1_i1.p1 48.59 82.29 59.83
BGM_M TRINITY_DN345_c1_g1 29.1483811570118 0.000116533305418939 BAT TRINITY_DN36248_c0_g2 51.9666499884525 0.873950781584959 BRO TRINITY_DN12393_c0_g1 44.6586047776301 0.245451489735474 BGM TRINITY_DN345_c1_g1 22.6595515036086 8.32912165377633e-07 OG0005501 TRINITY_DN36248_c0_g2_i1.p1 44.44 80.68 56.52 TRINITY_DN12393_c0_g1_i2.p1 44.69 81.16 56.84 TRINITY_DN345_c1_g1_i6.p1 42.07 60.61 48.47
BGM_M TRINITY_DN5856_c1_g1 263.206473814169 2.23231298473341e-83 BAT TRINITY_DN37642_c0_g1 4.79765384812198 1.2895923146705e-05 BRO TRINITY_DN121888_c1_g1 1.29408114853588 0.00259424250147455 BGM TRINITY_DN5856_c1_g1 63.2677838209565 1.93465076032364e-28 OG0005502 TRINITY_DN37642_c0_g1_i2.p1 56.74 89.57 67.68 TRINITY_DN121888_c1_g1_i1.p2 58.49 85.38 67.45 TRINITY_DN5856_c1_g1_i4.p1 52.87 72.85 59.53
BGM_M TRINITY_DN1264_c3_g1 42.2358385478144 0.133308309300621 BAT TRINITY_DN38608_c0_g2 83.7554388098445 0.00389098414976307 BRO TRINITY_DN9118_c2_g1 113.595225682861 7.96236350246752e-08 BGM TRINITY_DN1264_c3_g1 66.1688082983565 0.0176420653621027 OG0005503 TRINITY_DN38608_c0_g2_i2.p1 49.28 76.95 58.50 TRINITY_DN9118_c2_g1_i2.p1 50.36 80.26 60.32 TRINITY_DN1264_c3_g1_i1.p1 49.38 76.13 58.30
BGM_M TRINITY_DN581_c0_g2 95.5960982751028 3.43603637308551e-28 BAT TRINITY_DN38625_c0_g1 15.9811776641212 1.22627357122852e-08 BRO TRINITY_DN5966_c0_g1 73.0546481426272 2.06904830621444e-33 BGM TRINITY_DN581_c0_g2 20.1594280835057 3.3496349513977e-06 OG0005504 TRINITY_DN38625_c0_g1_i1.p1 48.34 71.31 55.99 TRINITY_DN5966_c0_g1_i24.p1 48.97 69.45 55.80 TRINITY_DN581_c0_g2_i2.p1 48.75 71.73 56.41
BGM_M TRINITY_DN4780_c0_g1 226.989349302528 8.38941412092725e-05 BAT TRINITY_DN4038_c2_g1 103.389575611199 0.234889757642467 BRO TRINITY_DN58077_c0_g1 110.80614860079 0.0257986560879501 BGM TRINITY_DN4780_c0_g1 111.876893039438 0.946063526651293 OG0005505 TRINITY_DN4038_c2_g1_i13.p1 49.31 67.64 55.42 TRINITY_DN58077_c0_g1_i10.p1 50.37 73.77 58.17 TRINITY_DN4780_c0_g1_i6.p1 50.95 70.83 57.60
BGM_M TRINITY_DN11322_c0_g3 112.65878844637 2.16597316891606e-07 BAT TRINITY_DN42713_c0_g1 122.217810571292 4.954995422299e-25 BRO TRINITY_DN65516_c0_g1 63.7978586132024 2.63030780091538e-26 BGM TRINITY_DN11322_c0_g3 54.7393125689763 7.02575220625432e-14 OG0005506 TRINITY_DN42713_c0_g1_i1.p1 61.36 92.01 71.57 TRINITY_DN65516_c0_g1_i1.p1 60.46 91.15 70.75 TRINITY_DN11322_c0_g3_i4.p1 59.33 88.56 69.17
BGM_M TRINITY_DN38844_c0_g1 122.518613288558 1.10852719246187e-39 BAT TRINITY_DN44180_c0_g1 45.2016341906226 3.22995282535381e-22 BRO TRINITY_DN70244_c0_g1 75.4748283332023 1.86632841907074e-33 BGM TRINITY_DN38844_c0_g1 41.7565172873918 8.93949104389442e-19 OG0005507 TRINITY_DN44180_c0_g1_i4.p1 54.22 78.12 62.19 TRINITY_DN70244_c0_g1_i2.p1 54.09 80.06 62.74 TRINITY_DN38844_c0_g1_i1.p1 54.09 78.67 62.28
BGM_M TRINITY_DN1036_c5_g1 43.0106643631633 2.41633603632189e-08 BAT TRINITY_DN44405_c0_g1 29.5498519092366 0.0473557829748861 BRO TRINITY_DN50934_c0_g1 29.420172921292 0.00319169792568984 BGM TRINITY_DN1036_c5_g1 19.6746803644389 0.522884910747518 OG0005508 TRINITY_DN44405_c0_g1_i3.p1 56.17 90.34 67.56 TRINITY_DN50934_c0_g1_i2.p1 54.91 89.73 66.52 TRINITY_DN1036_c5_g1_i2.p1 52.21 87.02 63.81
BGM_M TRINITY_DN69888_c0_g1 6.77663056128058 2.01116520760483e-07 BAT TRINITY_DN45500_c0_g5 19.7269257061193 8.67711014569048e-15 BRO TRINITY_DN235176_c0_g1 2.29210127478475 0.00199263927732289 BGM TRINITY_DN69888_c0_g1 12.330983699882 1.86773673304506e-12 OG0005509 TRINITY_DN45500_c0_g5_i1.p1 61.58 96.32 73.16 TRINITY_DN235176_c0_g1_i1.p2 57.05 98.08 70.73 TRINITY_DN69888_c0_g1_i2.p1 62.01 96.57 73.53
BGM_M TRINITY_DN4740_c0_g2 71.9585843524179 0.334466427951193 BAT TRINITY_DN45635_c0_g2 58.2594135098751 1.4261134352137e-21 BRO TRINITY_DN495_c0_g1 22.6670383341168 9.66134588364639e-07 BGM TRINITY_DN4740_c0_g2 29.0446283858184 0.000376282264914153 OG0005510 TRINITY_DN45635_c0_g2_i8.p1 48.04 86.00 60.70 TRINITY_DN495_c0_g1_i8.p2 45.45 87.37 59.43 TRINITY_DN4740_c0_g2_i3.p1 48.05 86.17 60.81
BGM_M TRINITY_DN27911_c0_g1 271.765958417842 4.93974531589596e-23 BAT TRINITY_DN46520_c0_g1 157.32973157134 0.012369726847016 BRO TRINITY_DN3200_c1_g1 173.764502577357 3.62833926272266e-44 BGM TRINITY_DN27911_c0_g1 112.883624202764 0.00200429570292805 OG0005511 TRINITY_DN46520_c0_g1_i4.p1 42.62 45.80 43.80 TRINITY_DN3200_c1_g1_i5.p1 43.01 47.88 44.63 TRINITY_DN27911_c0_g1_i5.p1 41.04 47.76 43.28
BGM_M TRINITY_DN676_c1_g1 74.0663636803615 1.66416074412039e-19 BAT TRINITY_DN4795_c0_g1 74.3061908831136 7.10726050298007e-05 BRO TRINITY_DN10000_c1_g1 39.806020204487 0.00496908077624019 BGM TRINITY_DN676_c1_g1 23.6601972193168 0.377893638463311 OG0005512 TRINITY_DN4795_c0_g1_i12.p1 58.94 87.56 68.48 TRINITY_DN10000_c1_g1_i2.p1 62.09 86.76 70.47 TRINITY_DN676_c1_g1_i5.p1 63.76 80.14 69.22
BGM_M TRINITY_DN28872_c0_g1 48.4090890526752 5.56718797205566e-07 BAT TRINITY_DN4867_c0_g1 54.2895654038356 1.21433055537931e-06 BRO TRINITY_DN7059_c0_g1 35.5209026867477 0.182017340526159 BGM TRINITY_DN28872_c0_g1 29.6932325660061 0.000251579145967393 OG0005513 TRINITY_DN4867_c0_g1_i4.p1 42.15 33.26 39.18 TRINITY_DN7059_c0_g1_i8.p1 44.30 32.07 40.22 TRINITY_DN28872_c0_g1_i1.p1 42.77 38.73 41.43
