sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval OG branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript OTUs dNdS t dN dS contig_BGM 1+2GC% 3rdGC% totGC% contig_BRO 1+2GC% 3rdGC% totGC% contig_BGM 1+2GC% 3rdGC% totGC% OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BRO BGC_BGM ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
BGM_M TRINITY_DN334_c0_g2 171.243946667921 4.43319650443777e-09 BAT TRINITY_DN9089_c1_g1 90.3277315858883 0.772780743267347 BRO TRINITY_DN13487_c0_g1 78.5506272188829 0.35305111617845 BGM TRINITY_DN334_c0_g2 67.8448275310979 0.646919549710698 OG0004526 BAT OG0004526.ref.mafft.n 0.0797 0.011 0.0010 0.0125 BRO OG0004526.ref.mafft.n 0.4279 0.159 0.0406 0.0949 BGM OG0004526.ref.mafft.n 1.7958 0.000 0.0000 0.0000 BGM_BAT OG0004526.ref.mafft.n 2 2.0006 0.000 0.0000 0.0000 TRINITY_DN9089_c1_g1_i2.p1 48.48 79.09 58.82 TRINITY_DN13487_c0_g1_i1.p2 51.05 78.05 60.05 TRINITY_DN334_c0_g2_i1.p1 48.48 79.88 58.94 OG0004526 2.235526 2.918782 38.82944 29.66411 -7.006708e-15 1.499546e-13 NA NA NA 43.31941 42.69588 43.23088 0.2904229 0.2570675 0.2904229 0.4566155 0.4588482 0.4566155 0.85 0.85 0.8375
BGM_M TRINITY_DN1377_c3_g1 131.853618938286 0.0016649056762261 BAT TRINITY_DN9436_c1_g1 62.5975332859817 0.889987014817286 BRO TRINITY_DN5301_c0_g1 57.8725792544521 0.742423038723085 BGM TRINITY_DN1377_c3_g1 60.3711679964227 0.730631907114924 OG0004527 BAT OG0004527.ref.mafft.n 0.3375 0.007 0.0015 0.0044 BRO OG0004527.ref.mafft.n 0.3375 0.014 0.0031 0.0092 BGM OG0004527.ref.mafft.n 0.3375 0.009 0.0020 0.0059 BGM_BAT OG0004527.ref.mafft.n 2 0.3375 0.002 0.0005 0.0015 TRINITY_DN9436_c1_g1_i5.p1 45.26 55.39 48.64 TRINITY_DN5301_c0_g1_i1.p1 45.87 56.35 49.36 TRINITY_DN1377_c3_g1_i1.p1 45.39 55.37 48.71 OG0004527 0.9416934 2.4455 14.80176 4.753847 3.379763 8.787631 NA NA NA 58.83427 58.28438 59.01346 0.05364212 0.06040339 0.05364212 0.4346852 0.4381796 0.4346852 0.5490196 0.5882353 0.5490196
BGM_M TRINITY_DN124_c1_g2 142.393012446892 3.34539597664819e-33 BAT TRINITY_DN9482_c0_g1 59.0688930718966 7.69069894724599e-08 BRO TRINITY_DN58912_c1_g1 248.655714819817 0.0466479949981473 BGM TRINITY_DN124_c1_g2 119.444977698989 1.59433862204522e-12 OG0004528 BAT OG0004528.ref.mafft.n 0.1072 0.010 0.0012 0.0110 BRO OG0004528.ref.mafft.n 5.4565 0.000 0.0000 0.0000 BGM OG0004528.ref.mafft.n 0.3321 0.010 0.0022 0.0067 BGM_BAT OG0004528.ref.mafft.n 2 0.3529 0.032 0.0075 0.0212 TRINITY_DN9482_c0_g1_i2.p1 48.56 72.28 56.47 TRINITY_DN58912_c1_g1_i4.p1 48.62 72.88 56.71 TRINITY_DN124_c1_g2_i1.p1 50.10 75.53 58.58 OG0004528 2.507474 6.740634 9.617448 19.8294 3.268803 7.369418 NA NA NA 49.32698 48.75167 47.2305 0.1855306 0.1626034 0.1855306 0.4364014 0.4278822 0.4364014 0.7315789 0.7421053 0.7315789
BGM_M TRINITY_DN9956_c1_g1 492.299562522853 0.0769429880819267 BAT TRINITY_DN10581_c0_g1 334.182197316257 0.85828035812466 BRO TRINITY_DN33360_c0_g1 412.433163175212 0.00250089904581324 BGM TRINITY_DN9956_c1_g1 281.730429845911 0.442690844709521 OG0004529 BAT OG0004529.ref.mafft.n 0.0138 0.002 0.0001 0.0047 BRO OG0004529.ref.mafft.n 0.0138 0.007 0.0002 0.0144 BGM OG0004529.ref.mafft.n 0.0138 0.011 0.0003 0.0209 BGM_BAT OG0004529.ref.mafft.n 2 0.0138 0.011 0.0003 0.0214 TRINITY_DN10581_c0_g1_i1.p2 48.77 87.65 61.73 TRINITY_DN33360_c0_g1_i1.p1 48.77 87.65 61.73 TRINITY_DN9956_c1_g1_i7.p1 48.77 88.89 62.14 OG0004529 0.01926437 0.6528252 2.059794 2.999754 2.293042 0.2330019 NA NA NA 36.1107 37.20053 35.60017 0.4845557 0.4686611 0.4845557 0.4395069 0.4272837 0.4395069 0.8684211 0.8684211 0.877193
BGM_M TRINITY_DN15866_c0_g1 74.8808479700552 0.50209603523475 BAT TRINITY_DN12107_c1_g1 54.1990866012488 0.59151526975311 BRO TRINITY_DN80977_c0_g1 19.7024195102644 0.0121067850537411 BGM TRINITY_DN15866_c0_g1 81.2986866766659 0.166132749327902 OG0004530 BAT OG0004530.ref.mafft.n 0.1571 0.013 0.0019 0.0119 BRO OG0004530.ref.mafft.n 0.3661 0.193 0.0448 0.1225 BGM OG0004530.ref.mafft.n 0.0547 0.009 0.0006 0.0104 BGM_BAT OG0004530.ref.mafft.n 2 2.2833 0.000 0.0000 0.0000 TRINITY_DN12107_c1_g1_i1.p1 50.68 75.11 58.83 TRINITY_DN80977_c0_g1_i3.p1 52.76 73.62 59.84 TRINITY_DN15866_c0_g1_i2.p1 50.90 75.78 59.30 OG0004530 1.842672 6.587946 48.27748 39.71313 3.483994 4.088206 NA NA NA 47.35135 47.58907 47.62522 0.1944871 0.2058871 0.1944871 0.4644755 0.4855631 0.4644755 0.7142857 0.7293233 0.7293233
BGM_M TRINITY_DN6456_c0_g1 50.6821273989795 2.4732725888169e-36 BAT TRINITY_DN12488_c0_g1 4.37257510770013 0.00330815862350069 BRO TRINITY_DN5154_c1_g2 5.74868316281021 0.142923287488957 BGM TRINITY_DN6456_c0_g1 5.59893019743874 3.69154719821284e-05 OG0004531 BAT OG0004531.ref.mafft.n 0.1843 0.006 0.0014 0.0077 BRO OG0004531.ref.mafft.n 0.1843 0.001 0.0003 0.0018 BGM OG0004531.ref.mafft.n 0.1843 0.016 0.0036 0.0193 BGM_BAT OG0004531.ref.mafft.n 2 0.1843 0.013 0.0029 0.0156 TRINITY_DN12488_c0_g1_i2.p2 53.86 96.91 68.21 TRINITY_DN5154_c1_g2_i1.p3 53.50 94.57 67.40 TRINITY_DN6456_c0_g1_i2.p2 57.59 96.75 70.64 OG0004531 1.624685 3.787229 2.413005 8.918013 6.212181 4.554621 NA NA NA 29.90506 29.94244 28.8458 0.6448732 0.6629905 0.6448732 0.4652488 0.4206293 0.4652488 1 0.9333333 1
BGM_M TRINITY_DN601_c7_g1 66.4276309959412 3.16394968324532e-13 BAT TRINITY_DN1337_c0_g1 118.395201497709 6.66638587447774e-12 BRO TRINITY_DN58536_c0_g3 112.080288498063 1.5036079320682e-09 BGM TRINITY_DN601_c7_g1 186.568542686989 3.15768202389673e-06 OG0004533 BAT OG0004533.ref.mafft.n 0.0377 0.008 0.0006 0.0147 BRO OG0004533.ref.mafft.n 0.0377 0.018 0.0012 0.0318 BGM OG0004533.ref.mafft.n 0.0377 0.017 0.0011 0.0295 BGM_BAT OG0004533.ref.mafft.n 2 0.0377 0.008 0.0005 0.0142 TRINITY_DN1337_c0_g1_i5.p1 53.85 94.29 67.33 TRINITY_DN58536_c0_g3_i2.p1 52.34 88.20 64.30 TRINITY_DN601_c7_g1_i2.p1 52.72 87.90 64.45 OG0004533 3.757541 2.968355 8.591625 14.11654 8.218736 10.74365 NA NA NA 30.93644 35.29558 35.16053 0.3886882 0.4037863 0.3886882 0.4736009 0.4688538 0.4736009 0.9217391 0.9391304 0.9217391
BGM_M TRINITY_DN780_c2_g1 117.869321719077 0.100552038673257 BAT TRINITY_DN1514_c0_g1 107.174947290301 0.000268502658260668 BRO TRINITY_DN585_c0_g2 180.285363591551 3.42852680899236e-41 BGM TRINITY_DN780_c2_g1 186.802469280665 2.73480536782808e-13 OG0004534 BAT OG0004534.ref.mafft.n 0.2064 0.013 0.0020 0.0097 BRO OG0004534.ref.mafft.n 1.4832 0.010 0.0037 0.0025 BGM OG0004534.ref.mafft.n 0.3331 0.009 0.0020 0.0061 BGM_BAT OG0004534.ref.mafft.n 2 0.1896 0.028 0.0042 0.0219 TRINITY_DN1514_c0_g1_i4.p1 53.24 64.64 57.04 TRINITY_DN585_c0_g2_i1.p1 53.41 61.89 56.24 TRINITY_DN780_c2_g1_i8.p1 53.09 65.32 57.21 OG0004534 5.196304 5.951511 39.16074 30.80112 9.492296 14.40159 NA NA NA 51.02197 52.96031 49.73888 0.1113613 0.08096085 0.1113613 0.4720169 0.4647072 0.4720169 0.6944444 0.7361111 0.7083333
BGM_M TRINITY_DN1357_c0_g5 535.862980292707 1.10773613865203e-06 BAT TRINITY_DN15_c1_g1 939.328717571917 0.688147579281142 BRO TRINITY_DN169_c1_g1 64.0803844789579 0.0118202142113763 BGM TRINITY_DN1357_c0_g5 459.176430550739 0.00168832036575728 OG0004535 BAT OG0004535.ref.mafft.n 0.1131 0.007 0.0008 0.0072 BRO OG0004535.ref.mafft.n 0.1131 0.115 0.0131 0.1154 BGM OG0004535.ref.mafft.n 0.1131 0.003 0.0003 0.0028 BGM_BAT OG0004535.ref.mafft.n 2 0.1131 0.000 0.0000 0.0000 TRINITY_DN15_c1_g1_i3.p1 52.05 45.57 49.89 TRINITY_DN169_c1_g1_i6.p2 60.58 66.88 62.96 TRINITY_DN1357_c0_g5_i3.p1 48.51 40.68 45.96 OG0004535 5.196304 5.951511 39.16074 30.80112 9.492296 14.40159 NA NA NA 51.02197 52.96031 49.73888 0.1113613 0.08096085 0.1113613 0.4720169 0.4647072 0.4720169 0.6944444 0.7361111 0.7083333
BGM_M TRINITY_DN464_c0_g1 170.90328554767 0.283697713056545 BAT TRINITY_DN1796_c0_g3 485.123120688135 1.6590973751167e-147 BRO TRINITY_DN503_c0_g2 743.281039502002 4.28000663692865e-44 BGM TRINITY_DN464_c0_g1 324.224450976255 1.75542813484025e-33 OG0004537 BAT OG0004537.ref.mafft.n 0.0624 0.005 0.0004 0.0065 BRO OG0004537.ref.mafft.n 0.0441 0.037 0.0024 0.0550 BGM OG0004537.ref.mafft.n 0.2227 0.053 0.0108 0.0484 BGM_BAT OG0004537.ref.mafft.n 2 0.0001 0.008 0.0000 0.0138 TRINITY_DN1796_c0_g3_i2.p1 46.54 85.68 59.71 TRINITY_DN503_c0_g2_i5.p1 47.44 79.13 58.00 TRINITY_DN464_c0_g1_i1.p1 49.81 87.77 62.46 OG0004537 2.093779 4.000072 16.21851 22.79808 26.22424 15.41085 NA NA NA 40.63779 47.64497 38.55244 0.3858884 0.2406757 0.3858884 0.5344321 0.4535901 0.5344321 0.923913 0.8478261 0.923913
BGM_M TRINITY_DN72653_c0_g1 141.973523352205 0.0021573673665276 BAT TRINITY_DN18652_c0_g1 126.744366657901 0.359180234937971 BRO TRINITY_DN841_c0_g5 240.348348540005 3.55714341117665e-15 BGM TRINITY_DN72653_c0_g1 106.10467506256 0.730979055609567 OG0004538 BAT OG0004538.ref.mafft.n 0.1427 0.013 0.0022 0.0154 BRO OG0004538.ref.mafft.n 0.1427 0.030 0.0049 0.0345 BGM OG0004538.ref.mafft.n 0.1427 0.010 0.0017 0.0117 BGM_BAT OG0004538.ref.mafft.n 2 0.1427 0.013 0.0022 0.0152 TRINITY_DN18652_c0_g1_i2.p1 52.34 86.22 63.70 TRINITY_DN841_c0_g5_i1.p1 51.35 86.24 62.98 TRINITY_DN72653_c0_g1_i1.p1 52.53 85.93 63.67 OG0004538 5.488867 7.029996 44.92246 30.25051 8.583034 14.29851 NA NA NA 37.35712 37.83009 37.88394 0.3347699 0.3127157 0.3347699 0.4735428 0.476079 0.4735428 0.8507463 0.8955224 0.8656716
BGM_M TRINITY_DN27146_c0_g1 462.314798738869 0.00279283786025518 BAT TRINITY_DN2204_c0_g2 936.02163256302 0.00790077838618693 BRO TRINITY_DN3255_c0_g1 1243.0547973335 4.2573697469255e-14 BGM TRINITY_DN27146_c0_g1 480.214817265812 0.0238358230473633 OG0004539 BAT OG0004539.ref.mafft.n 0.1557 0.012 0.0018 0.0118 BRO OG0004539.ref.mafft.n 0.1064 0.033 0.0037 0.0352 BGM OG0004539.ref.mafft.n 0.2000 0.021 0.0036 0.0180 BGM_BAT OG0004539.ref.mafft.n 2 44.9342 0.003 0.0015 0.0000 TRINITY_DN2204_c0_g2_i9.p1 48.49 70.24 55.74 TRINITY_DN3255_c0_g1_i5.p1 49.09 72.82 57.03 TRINITY_DN27146_c0_g1_i14.p1 48.03 70.90 55.65 OG0004539 11.38417 25.17539 72.67609 29.27863 24.98394 35.16883 NA 1.027175 NA 51.41426 49.72877 51.08316 0.1247117 0.1340499 0.1247117 0.476918 0.4839383 0.476918 0.6078431 0.6705882 0.6313725
BGM_M TRINITY_DN2495_c0_g2 176.831949099513 0.000196562785817899 BAT TRINITY_DN24177_c0_g1 166.080408096777 0.768437325721226 BRO TRINITY_DN21818_c0_g1 200.594353329447 0.00843336656580027 BGM TRINITY_DN2495_c0_g2 137.895087827439 0.0943788674719127 OG0004540 BAT OG0004540.ref.mafft.n 0.0238 0.010 0.0004 0.0148 BRO OG0004540.ref.mafft.n 0.0238 0.016 0.0006 0.0254 BGM OG0004540.ref.mafft.n 0.0238 0.004 0.0001 0.0055 BGM_BAT OG0004540.ref.mafft.n 2 0.0238 0.022 0.0008 0.0345 TRINITY_DN24177_c0_g1_i2.p1 44.81 69.11 52.91 TRINITY_DN21818_c0_g1_i3.p1 44.75 69.25 52.92 TRINITY_DN2495_c0_g2_i1.p1 44.82 70.78 53.58 OG0004540 0.06422912 4.277404 9.03707 12.17819 3.044871 0.02061612 NA NA NA 52.4964 53.27814 49.0759 0.1432371 0.1125608 0.1432371 0.4434092 0.4355594 0.4434092 0.6792453 0.7106918 0.7106918
BGM_M TRINITY_DN10723_c1_g3 5.76871655704545 0.19767322201831 BAT TRINITY_DN263_c0_g1 13.0971002311205 0.000321218550790389 BRO TRINITY_DN6306_c2_g1 23.9181040062584 0.000412364823565691 BGM TRINITY_DN10723_c1_g3 13.8481267027783 0.00215657951117782 OG0004542 BAT OG0004542.ref.mafft.n 0.3513 0.073 0.0160 0.0456 BRO OG0004542.ref.mafft.n 0.3513 0.016 0.0034 0.0097 BGM OG0004542.ref.mafft.n 0.3513 0.036 0.0080 0.0228 BGM_BAT OG0004542.ref.mafft.n 2 0.3513 0.076 0.0167 0.0475 TRINITY_DN263_c0_g1_i7.p1 54.26 71.02 59.85 TRINITY_DN6306_c2_g1_i2.p1 55.00 68.33 59.44 TRINITY_DN10723_c1_g3_i2.p1 54.46 68.08 59.00 OG0004542 7.939461 10.26791 13.10178 16.32925 7.134042 7.989537 NA NA NA 46.52404 50.52866 48.36117 0.2099205 0.1860079 0.2099205 0.4172769 0.3934942 0.4172769 0.88 0.88 0.92
BGM_M TRINITY_DN5984_c1_g1 97.2950408480956 3.06054641609512e-33 BAT TRINITY_DN310_c1_g1 111.153643247873 0.00191563154961252 BRO TRINITY_DN10659_c0_g1 184.275198879984 0.0178982708741392 BGM TRINITY_DN5984_c1_g1 93.413107744406 0.159990089185083 OG0004544 BAT OG0004544.ref.mafft.n 0.1391 0.003 0.0004 0.0026 BRO OG0004544.ref.mafft.n 0.1391 0.003 0.0004 0.0026 BGM OG0004544.ref.mafft.n 0.1391 0.001 0.0001 0.0008 BGM_BAT OG0004544.ref.mafft.n 2 0.1391 0.000 0.0000 0.0000 TRINITY_DN310_c1_g1_i4.p1 46.27 35.64 42.80 TRINITY_DN10659_c0_g1_i6.p1 46.39 36.08 42.96 TRINITY_DN5984_c1_g1_i3.p1 46.39 36.60 43.13 OG0004544 0.001358392 2.004256 1.000946 2.003843 0.9972424 0.0001396347 NA NA NA 51.05149 52.69999 50.93856 0.1175975 0.1145583 0.1175975 0.4005052 0.4046319 0.4005052 0.3275862 0.3103448 0.3275862
BGM_M TRINITY_DN5161_c0_g1 382.329113767587 0.0021037514231433 BAT TRINITY_DN3610_c1_g1 214.743290824913 0.843181901796843 BRO TRINITY_DN3309_c1_g1 144.720677578122 1.00162603019602e-11 BGM TRINITY_DN5161_c0_g1 191.029320588328 0.947951421177658 OG0004545 BAT OG0004545.ref.mafft.n 0.2590 0.015 0.0028 0.0108 BRO OG0004545.ref.mafft.n 0.2590 0.049 0.0090 0.0349 BGM OG0004545.ref.mafft.n 0.2590 0.018 0.0034 0.0131 BGM_BAT OG0004545.ref.mafft.n 2 0.2590 0.000 0.0000 0.0000 TRINITY_DN3610_c1_g1_i5.p1 59.45 70.47 63.12 TRINITY_DN3309_c1_g1_i1.p1 59.30 72.73 63.77 TRINITY_DN5161_c0_g1_i1.p1 58.99 71.03 63.00 OG0004545 3.448071 4.910152 37.14089 32.36223 11.77556 17.6203 NA NA NA 44.25353 42.73019 49.70002 0.1363376 0.1620422 0.1363376 0.4910634 0.5052467 0.4910634 0.7301587 0.8174603 0.7460317
BGM_M TRINITY_DN869_c5_g1 140.816172823069 0.0196698553426635 BAT TRINITY_DN382_c0_g2 68.69418070312 1.63280178249576e-07 BRO TRINITY_DN957_c0_g1 149.251484705191 4.77665145723946e-16 BGM TRINITY_DN869_c5_g1 141.534225518661 0.00105859867097804 OG0004546 BAT OG0004546.ref.mafft.n 0.1925 0.006 0.0009 0.0048 BRO OG0004546.ref.mafft.n 0.1925 0.011 0.0017 0.0090 BGM OG0004546.ref.mafft.n 0.1925 0.006 0.0009 0.0045 BGM_BAT OG0004546.ref.mafft.n 2 0.1925 0.012 0.0018 0.0094 TRINITY_DN382_c0_g2_i3.p1 61.07 79.73 67.29 TRINITY_DN957_c0_g1_i3.p1 58.10 71.71 62.63 TRINITY_DN869_c5_g1_i5.p1 57.45 71.49 62.13 OG0004546 0.6876784 1.337447 13.19613 8.888907 2.552264 5.271227 NA NA NA 41.09129 48.95871 48.68388 0.1470566 0.1490003 0.1470566 0.4452133 0.4470364 0.4452133 0.7862595 0.7938931 0.778626
BGM_M TRINITY_DN1675_c0_g1 110.97387133755 0.101536571094557 BAT TRINITY_DN4179_c0_g2 155.768888085877 0.00075313731030465 BRO TRINITY_DN790_c0_g1 178.624484409705 4.44672048157908e-23 BGM TRINITY_DN1675_c0_g1 71.3959599459348 0.00861329025211096 OG0004547 BAT OG0004547.ref.mafft.n 0.0359 0.015 0.0009 0.0242 BRO OG0004547.ref.mafft.n 0.0359 0.008 0.0005 0.0136 BGM OG0004547.ref.mafft.n 0.0359 0.013 0.0007 0.0205 BGM_BAT OG0004547.ref.mafft.n 2 0.0359 0.014 0.0008 0.0235 TRINITY_DN4179_c0_g2_i1.p1 53.01 90.31 65.44 TRINITY_DN790_c0_g1_i26.p1 53.25 91.04 65.85 TRINITY_DN1675_c0_g1_i2.p2 53.02 94.15 66.73 OG0004547 3.920035 8.047082 11.20513 7.536351 6.577171 6.753059 NA NA NA 34.0493 33.45258 31.14562 0.5666495 0.4709303 0.5666495 0.5532336 0.5195319 0.5532336 0.9008621 0.9310345 0.9137931
BGM_M TRINITY_DN651_c6_g1 859.650365298683 0.37948435156378 BAT TRINITY_DN4244_c0_g1 671.85222934097 0.682711283231705 BRO TRINITY_DN1770_c1_g1 993.872596565878 0.491281204406366 BGM TRINITY_DN651_c6_g1 721.022683440852 0.296709613712776 OG0004548 BAT OG0004548.ref.mafft.n 0.0451 0.004 0.0002 0.0039 BRO OG0004548.ref.mafft.n 0.0451 0.010 0.0005 0.0108 BGM OG0004548.ref.mafft.n 0.0451 0.006 0.0003 0.0061 BGM_BAT OG0004548.ref.mafft.n 2 0.0451 0.006 0.0003 0.0066 TRINITY_DN4244_c0_g1_i2.p1 45.24 60.17 50.22 TRINITY_DN1770_c1_g1_i1.p1 45.04 62.23 50.94 TRINITY_DN651_c6_g1_i2.p1 45.02 60.17 50.07 OG0004548 0.01952504 1.016235 6.038618 1.999535 0.0195918 2.980508 NA NA NA 57.60434 57.45544 57.33375 0.1171704 0.1200305 0.1171704 0.3677385 0.3704739 0.3677385 0.5222222 0.5555556 0.5111111
BGM_M TRINITY_DN10995_c3_g1 154.588267943071 0.23871788662703 BAT TRINITY_DN444_c4_g1 153.32672462592 0.316045888906878 BRO TRINITY_DN2831_c1_g1 217.552945689973 0.00484980804766353 BGM TRINITY_DN10995_c3_g1 105.914973397286 0.443404484312921 OG0004549 BAT OG0004549.ref.mafft.n 0.1809 0.008 0.0013 0.0073 BRO OG0004549.ref.mafft.n 0.1809 0.016 0.0026 0.0143 BGM OG0004549.ref.mafft.n 0.1809 0.005 0.0007 0.0039 BGM_BAT OG0004549.ref.mafft.n 2 0.1809 0.004 0.0007 0.0037 TRINITY_DN444_c4_g1_i1.p1 45.68 41.53 44.30 TRINITY_DN2831_c1_g1_i1.p1 45.02 42.19 44.08 TRINITY_DN10995_c3_g1_i1.p1 45.68 42.19 44.52 OG0004549 9.003464e-14 -4.734092e-14 7.021928 10.05966 1.973447 1.011179 NA NA NA 55.5885 55.11673 54.41882 0.1087431 0.1038985 0.1087431 0.3896075 0.3984539 0.3896075 0.325 0.325 0.325
BGM_M TRINITY_DN2478_c1_g1 1175.47627074662 1.82016407181113e-41 BAT TRINITY_DN453_c0_g2 672.377425112814 9.90610761084678e-10 BRO TRINITY_DN1400_c1_g1 726.602095501917 9.19357951457817e-21 BGM TRINITY_DN2478_c1_g1 821.016579254832 1.93143905106185e-35 OG0004550 BAT OG0004550.ref.mafft.n 0.2458 0.016 0.0031 0.0126 BRO OG0004550.ref.mafft.n 0.2458 0.001 0.0001 0.0004 BGM OG0004550.ref.mafft.n 0.2458 0.008 0.0016 0.0065 BGM_BAT OG0004550.ref.mafft.n 2 0.2458 0.032 0.0061 0.0249 TRINITY_DN453_c0_g2_i1.p1 45.47 66.45 52.59 TRINITY_DN1400_c1_g1_i7.p1 46.80 73.40 55.67 TRINITY_DN2478_c1_g1_i5.p1 46.28 68.93 53.83 OG0004550 0.2398354 9.12273 10.7631 10.41321 3.112067 1.966621 NA NA NA 51.75435 50.67651 49.94505 0.156004 0.2341511 0.156004 0.4016363 0.4395928 0.4016363 0.6666667 0.6470588 0.6666667
BGM_M TRINITY_DN1229_c1_g2 256.831470011583 0.871374310056567 BAT TRINITY_DN4724_c1_g1 33.4384787418461 0.301906782755508 BRO TRINITY_DN25743_c0_g1 6.94021115672024 0.809923764021727 BGM TRINITY_DN1229_c1_g2 159.43686691351 0.329775008391666 OG0004551 BAT OG0004551.ref.mafft.n 0.1397 0.006 0.0008 0.0055 BRO OG0004551.ref.mafft.n 0.4325 0.369 0.0946 0.2187 BGM OG0004551.ref.mafft.n 0.0001 0.007 0.0000 0.0097 BGM_BAT OG0004551.ref.mafft.n 2 1.7237 0.000 0.0000 0.0000 TRINITY_DN4724_c1_g1_i1.p1 39.15 59.57 45.96 TRINITY_DN25743_c0_g1_i3.p1 41.79 47.76 43.78 TRINITY_DN1229_c1_g2_i7.p1 42.46 68.34 51.08 OG0004551 2.426281 2.460355 94.86954 114.8243 1.090026 2.038318 NA NA NA 54.19213 53.09202 53.27913 0.1119537 0.1421251 0.1119537 0.460139 0.5968154 0.460139 0.5384615 0.5384615 0.5641026
BGM_M TRINITY_DN1967_c2_g1 257.768843831981 2.19453594275291e-74 BAT TRINITY_DN548_c7_g1 283.855368779373 2.12211724005541e-19 BRO TRINITY_DN1806_c0_g2 353.006828944961 1.34908418160795e-38 BGM TRINITY_DN1967_c2_g1 270.667376906687 7.01514658732963e-11 OG0004552 BAT OG0004552.ref.mafft.n 0.1496 0.003 0.0005 0.0036 BRO OG0004552.ref.mafft.n 0.1496 0.002 0.0003 0.0018 BGM OG0004552.ref.mafft.n 0.1496 0.001 0.0002 0.0012 BGM_BAT OG0004552.ref.mafft.n 2 0.1496 0.003 0.0004 0.0030 TRINITY_DN548_c7_g1_i1.p1 41.34 28.88 37.18 TRINITY_DN1806_c0_g2_i5.p1 41.49 29.79 37.59 TRINITY_DN1967_c2_g1_i2.p1 41.52 29.39 37.47 OG0004552 0.01260037 1.969941 3.013028 1.029378 1.002799 0.01272958 NA NA NA 46.13997 46.00649 46.97466 0.1812876 0.1884453 0.1812876 0.4056761 0.4063108 0.4056761 0.1359223 0.1359223 0.1456311
BGM_M TRINITY_DN9532_c1_g1 6.46857343017817 4.26165996720357e-05 BAT TRINITY_DN5972_c3_g1 8.50898148124082 0.871743462681766 BRO TRINITY_DN54128_c0_g1 48.179015364417 0.00629690748928097 BGM TRINITY_DN9532_c1_g1 7.8355424921638 6.21702962143634e-05 OG0004555 BAT OG0004555.ref.mafft.n 0.0834 0.006 0.0010 0.0126 BRO OG0004555.ref.mafft.n 0.0834 0.020 0.0033 0.0398 BGM OG0004555.ref.mafft.n 0.0834 0.012 0.0019 0.0234 BGM_BAT OG0004555.ref.mafft.n 2 0.0834 0.007 0.0012 0.0143 TRINITY_DN5972_c3_g1_i1.p2 54.52 97.14 68.73 TRINITY_DN54128_c0_g1_i1.p1 54.52 96.19 68.41 TRINITY_DN9532_c1_g1_i1.p2 55.00 96.67 68.89 OG0004555 1.062446 0.08038542 3.077849 4.097552 3.044828 1.06603 NA NA NA 30.20718 30.55956 30.33059 0.6533521 0.6479142 0.6533521 0.3894215 0.3814977 0.3894215 0.9662921 0.9438202 0.9550562
BGM_M TRINITY_DN520_c0_g1 50.9524506199471 4.41508393822842e-17 BAT TRINITY_DN7300_c0_g1 93.0600915675801 4.1713784389556e-36 BRO TRINITY_DN22880_c0_g3 97.326532631623 8.02555823995182e-54 BGM TRINITY_DN520_c0_g1 29.3932225115365 1.23990445209068e-19 OG0004556 BAT OG0004556.ref.mafft.n 0.0089 0.018 0.0004 0.0476 BRO OG0004556.ref.mafft.n 0.1011 0.058 0.0095 0.0942 BGM OG0004556.ref.mafft.n 0.0445 0.011 0.0011 0.0242 BGM_BAT OG0004556.ref.mafft.n 2 1.8717 0.000 0.0000 0.0000 TRINITY_DN7300_c0_g1_i1.p1 55.44 91.46 67.45 TRINITY_DN22880_c0_g3_i4.p1 56.34 92.55 68.41 TRINITY_DN520_c0_g1_i1.p1 55.34 92.05 67.58 OG0004556 3.698695 16.12538 30.01963 19.68683 3.478586 13.92308 NA NA NA 33.40118 33.08231 32.57525 0.4819346 0.477821 0.4819346 0.4625963 0.4713062 0.4625963 0.8780488 0.8963415 0.8963415
BGM_M TRINITY_DN3264_c0_g1 158.629699123736 0.044668349264655 BAT TRINITY_DN1006_c12_g2 222.004632783038 6.46004911360934e-05 BRO TRINITY_DN27414_c1_g1 45.4631363309627 0.851560857206029 BGM TRINITY_DN3264_c0_g1 118.80459615094 0.880614035375375 OG0004558 BAT OG0004558.ref.mafft.n 0.1056 0.004 0.0004 0.0038 BRO OG0004558.ref.mafft.n 0.1056 0.001 0.0001 0.0007 BGM OG0004558.ref.mafft.n 0.1056 0.012 0.0012 0.0114 BGM_BAT OG0004558.ref.mafft.n 2 0.1056 0.028 0.0028 0.0268 TRINITY_DN1006_c12_g2_i1.p1 57.30 75.74 63.45 TRINITY_DN27414_c1_g1_i12.p1 55.86 77.71 63.14 TRINITY_DN3264_c0_g1_i3.p1 56.68 75.00 62.79 OG0004558 1.234733 3.581484 8.198168 12.33658 0.5522368 10.91923 NA NA NA 46.79682 43.44117 47.18611 0.2108274 0.2648182 0.2108274 0.4374394 0.4517277 0.4374394 0.7192982 0.7017544 0.7017544
